,Origin,Dest,Distance
1640,DTW,ORD,376.511431826
1641,DTW,ORF,851.5214556
1642,DTW,PBI,1752.5967648
1643,DTW,PDX,3135.88992119
1644,DTW,PHL,728.276073965
1645,DTW,PHX,2684.79170831
1646,DTW,PIA,555.831787436
1647,DTW,PIT,323.27407785
1648,DTW,PLN,391.046647008
1649,DTW,PVD,987.441072622
1650,DTW,PWM,1073.08594799
1651,DTW,RDU,807.194428543
1652,DTW,RIC,734.159934525
1653,DTW,ROA,615.398218229
1654,DTW,ROC,475.357115346
1655,DTW,RST,766.438878438
1656,DTW,RSW,1749.73931325
1657,DTW,SAN,3143.14495672
1658,DTW,SAT,1954.96425177
1659,DTW,SAV,1137.71385364
1660,DTW,SBN,251.452498689
1661,DTW,SCE,482.67655532
1662,DTW,SDF,492.657126054
1663,DTW,SEA,3094.00047569
1664,DTW,SFO,3338.38565737
1665,DTW,SGF,1019.78633932
1666,DTW,SHV,1425.21347718
1667,DTW,SJU,3111.35049743
1668,DTW,SLC,2378.62031657
1669,DTW,SRQ,1649.68509747
1670,DTW,STL,707.327973413
1671,DTW,STT,3173.42476381
1672,DTW,SWF,769.839380389
1673,DTW,SYR,600.942372358
1674,DTW,TPA,1585.31157629
1675,DTW,TUL,1268.70345852
1676,DTW,TVC,333.874627444
1677,DTW,TYS,714.177555758
1678,DTW,XNA,1149.73786425
1679,EAU,MSP,136.963811919
1680,EGE,ATL,2108.75110466
1681,EGE,CLT,2337.86811457
1682,EGE,CVG,1910.12937161
1683,EGE,DEN,193.476603618
1684,EGE,DFW,1159.70522417
1685,EGE,EWR,2769.88589886
1686,EGE,IAH,1504.62739032
1687,EGE,LAX,1202.46889964
1688,EGE,LGA,2793.20138097
1689,EGE,MIA,2912.2271913
1690,EGE,MSP,1266.84415004
1691,EGE,ORD,1618.11933045
1692,EGE,PHL,2694.40590915
1693,EKO,OGD,319.908829985
1694,EKO,PIH,351.890688144
1695,EKO,SLC,321.12783415
1696,ELM,DTW,532.468953155
1697,ELP,ABQ,360.2448078
1698,ELP,ATL,2060.1645023
1699,ELP,AUS,849.101463677
1700,ELP,COS,793.142739153
1701,ELP,DAL,902.451870244
1702,ELP,DEN,908.923041941
1703,ELP,DFW,885.611579054
1704,ELP,GJT,836.556045913
1705,ELP,HOU,1087.55492168
1706,ELP,IAH,1072.18384891
1707,ELP,LAS,938.265105025
1708,ELP,LAX,1147.93738893
1709,ELP,LBB,473.486809133
1710,ELP,MAF,394.682426043
1711,ELP,MFE,1009.04387604
1712,ELP,ONT,1076.6177269
1713,ELP,ORD,1988.14902512
1714,ELP,PHX,557.884087713
1715,ELP,SAN,1021.61928494
1716,ELP,SAT,797.445233243
1717,ELP,SLC,1117.38800333
1718,ELP,TUS,431.976604097
1719,ERI,ATL,1010.49491492
1720,ERI,CLE,157.630875906
1721,ERI,DTW,262.402116256
1722,EUG,DEN,1600.22015666
1723,EUG,LAS,1126.10618248
1724,EUG,LAX,1205.63208784
1725,EUG,PDX,169.908573938
1726,EUG,PHX,1532.28433151
1727,EUG,SFO,727.023231311
1728,EUG,SJC,759.836243096
1729,EUG,SLC,992.75685635
1730,EVV,ATL,563.741899115
1731,EVV,DFW,1032.76195251
1732,EVV,DTW,584.661387691
1733,EVV,MEM,398.285595158
1734,EVV,ORD,439.569761205
1735,EWN,ATL,696.527346144
1736,EWR,ABQ,2899.69232524
1737,EWR,ACK,350.586897819
1738,EWR,ALB,230.68267387
1739,EWR,ATL,1199.69132223
1740,EWR,AUS,2417.66899888
1741,EWR,AVL,937.051291787
1742,EWR,BDL,186.058722313
1743,EWR,BGR,631.992766464
1744,EWR,BHM,1366.84552798
1745,EWR,BNA,1201.38995707
1746,EWR,BOS,322.409568233
1747,EWR,BQN,2558.91592274
1748,EWR,BTV,428.513708487
1749,EWR,BUF,453.367004011
1750,EWR,BWI,271.878331004
1751,EWR,CAE,970.066281743
1752,EWR,CHS,1011.85591512
1753,EWR,CLE,649.018340503
1754,EWR,CLT,850.557765779
1755,EWR,CMH,743.21980444
1756,EWR,CVG,914.150649453
1757,EWR,DAB,1425.13210641
1758,EWR,DAY,856.689200337
1759,EWR,DCA,319.445701724
1760,EWR,DEN,2577.23422885
1761,EWR,DFW,2205.48312064
1762,EWR,DTW,783.723134834
1763,EWR,EGE,2769.88589886
1764,EWR,FLL,1717.37580357
1765,EWR,GRB,1216.70239608
1766,EWR,GRR,971.769645478
1767,EWR,GSO,716.671091023
1768,EWR,GSP,956.515417553
1769,EWR,HDN,2775.08087959
1770,EWR,HNL,7975.87929191
1771,EWR,IAD,341.52544326
1772,EWR,IAH,2251.25507376
1773,EWR,IND,1034.94624523
1774,EWR,JAN,1696.4083873
1775,EWR,JAX,1321.36526813
1776,EWR,JFK,33.4018609394
1777,EWR,LAN,894.701470786
1778,EWR,LAS,3577.14800685
1779,EWR,LAX,3942.25531212
1780,EWR,LEX,944.210279932
1781,EWR,LIT,1717.55127083
1782,EWR,MCI,1753.56596445
1783,EWR,MCO,1511.35775713
1784,EWR,MDW,1141.43747455
1785,EWR,MEM,1520.75471129
1786,EWR,MHT,336.734833115
1787,EWR,MIA,1751.13996667
1788,EWR,MKE,1163.83339219
1789,EWR,MSN,1282.75373704
1790,EWR,MSP,1619.23272788
1791,EWR,MSY,1878.02291835
1792,EWR,MTJ,2882.79712363
1793,EWR,MYR,886.392600194
1794,EWR,OKC,2128.31385151
1795,EWR,OMA,1820.32744628
1796,EWR,ORD,1154.82237304
1797,EWR,ORF,457.678207731
1798,EWR,PBI,1650.90017766
1799,EWR,PDX,3907.72339224
1800,EWR,PHX,3426.41082405
1801,EWR,PIT,512.591322092
1802,EWR,PSE,2626.00873177
1803,EWR,PVD,257.404905651
1804,EWR,PWM,457.24191852
1805,EWR,RDU,670.172601657
1806,EWR,RIC,446.774291641
1807,EWR,ROC,396.118184921
1808,EWR,RSW,1722.53995336
1809,EWR,SAN,3896.25708396
1810,EWR,SAT,2523.20185731
1811,EWR,SAV,1140.99929901
1812,EWR,SDF,1031.62692313
1813,EWR,SEA,3856.0499103
1814,EWR,SFO,4119.68816259
1815,EWR,SJC,4092.67956007
1816,EWR,SJU,2595.21126457
1817,EWR,SLC,3161.2228993
1818,EWR,SNA,3909.0294302
1819,EWR,SRQ,1666.78147749
1820,EWR,STL,1400.78932452
1821,EWR,STT,2637.21987426
1822,EWR,SYR,313.201470373
1823,EWR,TPA,1607.77495709
1824,EWR,TUL,1951.38479251
1825,EWR,TUS,3399.96624071
1826,EWR,TYS,1014.59807113
1827,EWR,XNA,1816.06662088
1828,EYW,ATL,1042.67093745
1829,FAI,ANC,419.077038974
1830,FAI,BRW,807.532369915
1831,FAI,MSP,3959.93264855
1832,FAI,SCC,598.929212055
1833,FAI,SEA,2462.34798969
1834,FAI,SLC,3508.81079406
1835,FAR,CID,691.285065081
1836,FAR,COS,1106.88601308
1837,FAR,DEN,1008.79695963
1838,FAR,MSN,722.27910269
1839,FAR,MSP,358.838139224
1840,FAR,ORD,895.045774045
1841,FAR,SLC,1390.93642073
1842,FAT,BOI,811.181454856
1843,FAT,DEN,1355.20361561
1844,FAT,DFW,2109.77028597
1845,FAT,LAS,415.855529053
1846,FAT,LAX,336.835693121
1847,FAT,LGB,358.46920462
1848,FAT,MRY,190.698867534
1849,FAT,MTJ,1058.30689595
1850,FAT,ONT,358.263277644
1851,FAT,PHX,793.32667483
1852,FAT,SAN,505.500909805
1853,FAT,SFO,253.356705007
1854,FAT,SLC,805.474041626
1855,FAT,SMF,269.626501187
1856,FAT,TWF,776.512089216
1857,FAY,ATL,531.394315918
1858,FCA,ATL,2960.52682221
1859,FCA,DEN,1210.21366771
1860,FCA,GTF,234.059704439
1861,FCA,MSP,1646.57805486
1862,FCA,ORD,2171.22259056
1863,FCA,PIH,614.403048503
1864,FCA,SLC,855.839145466
1865,FCA,TWF,648.573592048
1866,FLG,PHX,192.35249178
1867,FLL,ATL,936.735350325
1868,FLL,BDL,1892.48534942
1869,FLL,BNA,1278.34512758
1870,FLL,BOS,1994.93794602
1871,FLL,BUF,1880.65214235
1872,FLL,BWI,1493.17670639
1873,FLL,CAK,1655.31063004
1874,FLL,CLE,1713.27020988
1875,FLL,CLT,1019.59546894
1876,FLL,CMH,1569.60292495
1877,FLL,CVG,1503.55433848
1878,FLL,DCA,1450.93955619
1879,FLL,DEN,2739.90213236
1880,FLL,DFW,1799.48595759
1881,FLL,DTW,1818.87401497
1882,FLL,EWR,1717.37580357
1883,FLL,GPT,997.49557568
1884,FLL,HOU,1538.30611738
1885,FLL,HPN,1770.1889558
1886,FLL,IAD,1453.7153424
1887,FLL,IAH,1552.02271891
1888,FLL,IND,1621.36788206
1889,FLL,ISP,1762.00520672
1890,FLL,JAX,514.252238566
1891,FLL,JFK,1723.82751372
1892,FLL,LAS,3493.21476708
1893,FLL,LAX,3764.40819245
1894,FLL,LGA,1735.12288898
1895,FLL,LGB,3740.03245678
1896,FLL,MCO,285.990163375
1897,FLL,MDW,1881.2760198
1898,FLL,MEM,1369.87676161
1899,FLL,MIA,33.9907671252
1900,FLL,MSP,2396.76217121
1901,FLL,MSY,1083.16717986
1902,FLL,OAK,4139.7170047
1903,FLL,ORD,1905.99328296
1904,FLL,PHF,1277.7342892
1905,FLL,PHL,1601.13659448
1906,FLL,PHX,3169.86135228
1907,FLL,PIT,1603.8271568
1908,FLL,PSE,1661.79565085
1909,FLL,PVD,1916.77210438
1910,FLL,RIC,1299.34883549
1911,FLL,ROC,1909.36436263
1912,FLL,RSW,167.893327404
1913,FLL,SJU,1684.24445124
1914,FLL,SLC,3350.49950568
1915,FLL,STL,1702.78883948
1916,FLL,SWF,1803.94648725
1917,FLL,SYR,1930.43627166
1918,FLL,TPA,316.897852925
1919,FLO,ATL,438.469062411
1920,FNT,ATL,1039.33791676
1921,FNT,DFW,1613.1942458
1922,FNT,DTW,89.6431725781
1923,FNT,LAS,2783.42163411
1924,FNT,LGA,852.449380163
1925,FNT,MCO,1631.52445469
1926,FNT,MSP,788.165083397
1927,FNT,ORD,358.566791719
1928,FNT,RSW,1836.28559573
1929,FNT,TPA,1670.87911793
1930,FSD,ATL,1535.9357071
1931,FSD,COS,851.368485369
1932,FSD,CVG,1126.20127779
1933,FSD,CYS,715.596575728
1934,FSD,DEN,777.163782358
1935,FSD,MSN,600.600405985
1936,FSD,MSP,315.579711139
1937,FSD,ORD,742.761679603
1938,FSD,PIH,1284.75023086
1939,FSD,RFD,641.555816698
1940,FSD,SBN,877.336519974
1941,FSD,SLC,1291.55332801
1942,FSM,ATL,930.233125307
1943,FSM,DFW,366.191794983
1944,FSM,MEM,400.438701469
1945,FWA,ATL,819.426400614
1946,FWA,CVG,219.282374275
1947,FWA,DFW,1382.1140991
1948,FWA,DTW,205.684156083
1949,FWA,ORD,251.708030083
1950,GEG,BOI,462.469719666
1951,GEG,DEN,1343.32078963
1952,GEG,GJT,1191.48213879
1953,GEG,LAS,1298.47544762
1954,GEG,LAX,1523.08001352
1955,GEG,MSP,1886.58179702
1956,GEG,OAK,1165.25893051
1957,GEG,ONT,1508.71648431
1958,GEG,ORD,2404.96454688
1959,GEG,PDX,447.948889137
1960,GEG,PHX,1644.37880687
1961,GEG,PVU,945.203200094
1962,GEG,RNO,920.93736651
1963,GEG,SAN,1656.05496299
1964,GEG,SEA,359.067459876
1965,GEG,SLC,879.028399696
1966,GEG,SMF,1045.42876998
1967,GEG,TUS,1812.31288035
1968,GEG,TWF,619.47898158
1969,GFK,MSP,456.332003904
1970,GGG,DFW,225.245251852
1971,GJT,DEN,340.815244382
1972,GJT,PHX,705.492887346
1973,GJT,SLC,347.690184778
1974,GJT,TWF,625.460435981
1975,GLH,MEM,196.700382923
1976,GNV,ATL,484.09365408
1977,GPT,ATL,566.158492179
1978,GPT,DFW,803.372804196
1979,GPT,FLL,997.49557568
1980,GPT,IAH,604.661158353
1981,GPT,MEM,522.489709682
1982,GPT,MSY,123.12714529
1983,GPT,ORD,1291.28241791
1984,GPT,TPA,689.819215068
1985,GRB,ATL,1247.92106943
1986,GRB,CVG,669.243947181
1987,GRB,DTW,461.554897593
1988,GRB,MQT,215.596584862
1989,GRB,MSP,405.056998114
1990,GRB,ORD,279.388099941
1991,GRK,ATL,1290.1977695
1992,GRK,DFW,216.750862994
1993,GRK,IAH,267.02665557
1994,GRR,ATL,1032.629697
1995,GRR,CLE,344.133352151
1996,GRR,CVG,432.232054786
1997,GRR,DCA,842.105654857
1998,GRR,DEN,1629.60512143
1999,GRR,DFW,1498.81605623
2000,GRR,DTW,192.68667731
2001,GRR,EWR,971.769645478
2002,GRR,IAH,1679.42742197
2003,GRR,LGA,992.63180166
2004,GRR,MCO,1651.32907691
2005,GRR,MEM,952.795687021
2006,GRR,MKE,193.507321832
2007,GRR,MSP,655.825415125
2008,GRR,ORD,219.797523007
2009,GRR,TPA,1679.60331299
2010,GSO,ATL,492.753994873
2011,GSO,BNA,605.621149846
2012,GSO,BOS,1037.23533485
2013,GSO,BTR,1210.88554649
2014,GSO,CLT,133.888028824
2015,GSO,CMH,505.073861202
2016,GSO,CVG,530.584255665
2017,GSO,DCA,399.166107753
2018,GSO,DFW,1605.2382642
2019,GSO,DTW,741.042438736
2020,GSO,EWR,716.671091023
2021,GSO,IAD,384.915266417
2022,GSO,IAH,1586.56854052
2023,GSO,JAX,644.157693644
2024,GSO,LGA,741.324442993
2025,GSO,MCO,862.620330237
2026,GSO,MEM,915.44042068
2027,GSO,MIA,1146.66033006
2028,GSO,MSP,1485.67326186
2029,GSO,MSY,1176.54435601
2030,GSO,ORD,948.775668126
2031,GSO,RDU,106.341987134
2032,GSO,TPA,935.892980481
2033,GSP,ATL,246.657569508
2034,GSP,CLE,725.504801349
2035,GSP,CVG,510.60389519
2036,GSP,DFW,1384.79995928
2037,GSP,DTW,819.793737182
2038,GSP,EWR,956.515417553
2039,GSP,IAD,618.056617266
2040,GSP,IAH,1346.06417654
2041,GSP,LGA,981.771279961
2042,GSP,MCN,278.394426811
2043,GSP,MCO,724.358826626
2044,GSP,MEM,707.121710188
2045,GSP,ORD,930.12451802
2046,GSP,RSW,930.866374948
2047,GST,JNU,66.3818709072
2048,GTF,DEN,1003.50856031
2049,GTF,FCA,234.059704439
2050,GTF,MSP,1423.80327553
2051,GTF,PIH,517.535083858
2052,GTF,SLC,746.097997797
2053,GTR,ATL,386.493749894
2054,GUC,DEN,244.441859988
2055,GUC,DFW,1090.591362
2056,HDN,ATL,2153.75254601
2057,HDN,DEN,226.965515894
2058,HDN,DFW,1237.77464578
2059,HDN,EWR,2775.08087959
2060,HDN,IAH,1586.78507685
2061,HDN,JFK,2808.48164785
2062,HDN,LGA,2797.91734994
2063,HDN,MSP,1242.59057216
2064,HDN,ORD,1620.65787888
2065,HDN,PIH,521.864530334
2066,HDN,SLC,403.199434573
2067,HHH,ATL,377.807959848
2068,HLN,MSP,1465.31495958
2069,HLN,PIH,414.056198881
2070,HLN,SLC,647.181675986
2071,HLN,TWF,499.883692252
2072,HNL,ANC,4475.64153657
2073,HNL,ATL,7236.13686241
2074,HNL,CVG,7125.03794662
2075,HNL,DEN,5409.54927997
2076,HNL,DFW,6082.7564148
2077,HNL,EWR,7975.87929191
2078,HNL,IAH,6274.35940748
2079,HNL,ITO,348.120474578
2080,HNL,KOA,262.865597298
2081,HNL,LAS,4441.80818244
2082,HNL,LAX,4109.44689423
2083,HNL,LIH,163.682077037
2084,HNL,MSP,6385.70060395
2085,HNL,OAK,3874.49253313
2086,HNL,OGG,161.710980036
2087,HNL,ORD,6821.298177
2088,HNL,PDX,4189.5325698
2089,HNL,PHX,4689.96942946
2090,HNL,SAN,4202.00753534
2091,HNL,SEA,4309.29276839
2092,HNL,SFO,3858.08172313
2093,HNL,SJC,3887.04318015
2094,HNL,SLC,4814.65704412
2095,HNL,SMF,3960.67430474
2096,HNL,SNA,4153.96973639
2097,HOU,ABQ,1221.0107904
2098,HOU,ATL,1118.53361139
2099,HOU,AUS,238.454307707
2100,HOU,BHM,917.207967705
2101,HOU,BNA,1078.34954263
2102,HOU,BWI,2003.94204685
2103,HOU,CRP,300.821247624
2104,HOU,DAL,386.24344664
2105,HOU,DEN,1422.33375058
2106,HOU,DFW,398.429304365
2107,HOU,ELP,1087.55492168
2108,HOU,FLL,1538.30611738
2109,HOU,HRL,445.991358074
2110,HOU,JAN,577.90674208
2111,HOU,JAX,1310.87947284
2112,HOU,JFK,2296.80614544
2113,HOU,LAS,1985.30121781
2114,HOU,LAX,2233.09830152
2115,HOU,LIT,634.303937074
2116,HOU,MAF,708.928811147
2117,HOU,MCO,1364.42772261
2118,HOU,MDW,1510.27292006
2119,HOU,MSY,486.030267241
2120,HOU,OAK,2639.18167496
2121,HOU,OKC,675.316408818
2122,HOU,PHL,2147.96975409
2123,HOU,PHX,1639.16880047
2124,HOU,SAN,2109.05285843
2125,HOU,SAT,308.875145784
2126,HOU,STL,1108.22311463
2127,HOU,TPA,1255.34848556
2128,HOU,TUL,731.096433708
2129,HPN,ATL,1255.83650396
2130,HPN,CLE,681.847079076
2131,HPN,CVG,958.998206928
2132,HPN,DTW,811.422575294
2133,HPN,FLL,1770.1889558
2134,HPN,JFK,47.8959321537
2135,HPN,MCO,1566.37564709
2136,HPN,MSP,1639.33321404
2137,HPN,ORD,1185.27480045
2138,HPN,PBI,1703.90479825
2139,HPN,RSW,1777.16255493
2140,HPN,TPA,1663.5146462
2141,HRL,AUS,441.143247181
2142,HRL,HOU,445.991358074
2143,HRL,IAH,475.389001152
2144,HRL,SAT,376.271053584
2145,HSV,ATL,243.037764643
2146,HSV,CVG,525.289535907
2147,HSV,DCA,985.625925744
2148,HSV,DEN,1684.24389241
2149,HSV,DFW,968.046293246
2150,HSV,DTW,893.578047304
2151,HSV,IAD,957.718353789
2152,HSV,IAH,956.667651523
2153,HSV,LGA,1322.90556432
2154,HSV,MEM,295.723215905
2155,HSV,ORD,822.492685048
2156,HSV,TUL,843.771835494
2157,HTS,ATL,552.333189158
2158,HTS,CVG,198.216971982
2159,IAD,ABQ,2614.69689451
2160,IAD,ATL,859.299011435
2161,IAD,AUS,2085.01602115
2162,IAD,BDL,523.450665395
2163,IAD,BHM,1025.64842138
2164,IAD,BNA,871.3150502
2165,IAD,BOS,663.760659188
2166,IAD,BUF,457.210501481
2167,IAD,BWI,72.6977811071
2168,IAD,CAE,645.977414759
2169,IAD,CHS,711.552078947
2170,IAD,CLE,463.306856662
2171,IAD,CLT,517.538086298
2172,IAD,CVG,623.39312194
2173,IAD,DAB,1135.4223469
2174,IAD,DEN,2332.44020979
2175,IAD,DFW,1883.06739494
2176,IAD,DTW,616.483069745
2177,IAD,EWR,341.52544326
2178,IAD,FLL,1453.7153424
2179,IAD,GSO,384.915266417
2180,IAD,GSP,618.056617266
2181,IAD,HSV,957.718353789
2182,IAD,IAH,1913.9801498
2183,IAD,JAX,1016.12845063
2184,IAD,JFK,366.428955261
2185,IAD,LAS,3317.51043299
2186,IAD,LAX,3675.18791022
2187,IAD,LFT,1644.6212283
2188,IAD,LGA,367.579655416
2189,IAD,LGB,3658.00110766
2190,IAD,MCI,1487.52382353
2191,IAD,MCO,1222.41011825
2192,IAD,MDT,151.074309675
2193,IAD,MDW,927.373019781
2194,IAD,MHT,672.462039332
2195,IAD,MIA,1486.62663494
2196,IAD,MSP,1459.15173006
2197,IAD,MSY,1536.52280097
2198,IAD,MYR,600.26244975
2199,IAD,OAK,3868.38729113
2200,IAD,OKC,1824.64566529
2201,IAD,ONT,3601.11387702
2202,IAD,ORD,945.702678546
2203,IAD,ORF,253.189063573
2204,IAD,PBI,1385.785761
2205,IAD,PDX,3737.38059096
2206,IAD,PHL,216.478021324
2207,IAD,PHX,3142.5232973
2208,IAD,PIT,293.334050503
2209,IAD,PVD,598.117591449
2210,IAD,PWM,793.28718364
2211,IAD,RDU,360.8355845
2212,IAD,ROA,284.625980482
2213,IAD,ROC,464.665323256
2214,IAD,SAN,3619.43784393
2215,IAD,SAT,2189.98765977
2216,IAD,SAV,830.401488637
2217,IAD,SEA,3702.81070968
2218,IAD,SFO,3884.61070032
2219,IAD,SJC,3854.99375102
2220,IAD,SJU,2534.66409611
2221,IAD,SLC,2935.35490732
2222,IAD,SMF,3786.46817758
2223,IAD,SPI,1054.50663714
2224,IAD,STT,2589.75417917
2225,IAD,SYR,477.069874942
2226,IAD,TPA,1307.2851429
2227,IAD,TUS,3105.91028326
2228,IAH,ABQ,1196.07652123
2229,IAH,AEX,306.028953463
2230,IAH,AGS,1319.9119406
2231,IAH,AMA,833.102200346
2232,IAH,ANC,5250.14619661
2233,IAH,ATL,1107.91607454
2234,IAH,AUS,225.302885679
2235,IAH,AVL,1341.10472711
2236,IAH,BDL,2423.10926983
2237,IAH,BFL,2294.49674678
2238,IAH,BHM,903.932122765
2239,IAH,BNA,1056.85553973
2240,IAH,BOS,2568.45610509
2241,IAH,BPT,127.320461479
2242,IAH,BRO,497.617809823
2243,IAH,BTR,407.303507299
2244,IAH,BWI,1986.40928229
2245,IAH,CAE,1410.85646668
2246,IAH,CHA,1103.57224236
2247,IAH,CHS,1486.2951312
2248,IAH,CLE,1756.66733768
2249,IAH,CLL,118.989941124
2250,IAH,CLT,1467.35573093
2251,IAH,CMH,1586.74623631
2252,IAH,COS,1302.5506183
2253,IAH,CRP,323.865804239
2254,IAH,CRW,1569.03040326
2255,IAH,CVG,1402.75981116
2256,IAH,DAL,349.189262789
2257,IAH,DAY,1495.97360054
2258,IAH,DCA,1942.2388761
2259,IAH,DEN,1387.93096323
2260,IAH,DFW,361.731516337
2261,IAH,DSM,1293.47736207
2262,IAH,DTW,1731.41975731
2263,IAH,EGE,1504.62739032
2264,IAH,ELP,1072.18384891
2265,IAH,EWR,2251.25507376
2266,IAH,FLL,1552.02271891
2267,IAH,GPT,604.661158353
2268,IAH,GRK,267.02665557
2269,IAH,GRR,1679.42742197
2270,IAH,GSO,1586.56854052
2271,IAH,GSP,1346.06417654
2272,IAH,HDN,1586.78507685
2273,IAH,HNL,6274.35940748
2274,IAH,HRL,475.389001152
2275,IAH,HSV,956.667651523
2276,IAH,IAD,1913.9801498
2277,IAH,ICT,874.192545613
2278,IAH,IND,1359.95266764
2279,IAH,JAN,564.014205574
2280,IAH,JAX,1312.46345716
2281,IAH,JFK,2278.60709388
2282,IAH,LAS,1963.42061067
2283,IAH,LAX,2215.77139577
2284,IAH,LBB,736.407108449
2285,IAH,LCH,204.523997068
2286,IAH,LEX,1333.12529257
2287,IAH,LFT,323.679605418
2288,IAH,LGA,2277.84829916
2289,IAH,LIT,603.511027053
2290,IAH,LRD,484.794237778
2291,IAH,MAF,689.47947244
2292,IAH,MCI,1037.48472292
2293,IAH,MCO,1372.43588095
2294,IAH,MEM,754.523001374
2295,IAH,MFE,510.138072401
2296,IAH,MGM,889.567239408
2297,IAH,MIA,1549.89919188
2298,IAH,MKE,1586.56955758
2299,IAH,MLI,1347.18752153
2300,IAH,MLU,421.460838355
2301,IAH,MOB,685.856587168
2302,IAH,MSP,1667.42716075
2303,IAH,MSY,489.689965963
2304,IAH,MTJ,1491.21994121
2305,IAH,OAK,2616.84004579
2306,IAH,OKC,637.63861357
2307,IAH,OMA,1259.96328948
2308,IAH,ONT,2142.94717861
2309,IAH,ORD,1491.1167578
2310,IAH,ORF,1931.08456019
2311,IAH,PBI,1535.79260341
2312,IAH,PDX,2934.60608371
2313,IAH,PHL,2130.1518756
2314,IAH,PHX,1621.43095268
2315,IAH,PIA,1293.01418777
2316,IAH,PIH,2101.72022055
2317,IAH,PIT,1798.05030078
2318,IAH,PNS,785.431847625
2319,IAH,PSP,2039.82749017
2320,IAH,RDU,1675.8239182
2321,IAH,RIC,1860.55057537
2322,IAH,RNO,2460.03110806
2323,IAH,RSW,1384.19545845
2324,IAH,SAN,2093.77023414
2325,IAH,SAT,306.196486773
2326,IAH,SAV,1367.15023087
2327,IAH,SDF,1268.49054191
2328,IAH,SEA,3014.36559113
2329,IAH,SFO,2627.99578894
2330,IAH,SHV,309.499906126
2331,IAH,SJC,2584.02793581
2332,IAH,SJU,3228.94568176
2333,IAH,SLC,1922.93056211
2334,IAH,SMF,2586.72571468
2335,IAH,SNA,2163.50412257
2336,IAH,SRQ,1279.70786456
2337,IAH,STL,1075.94172685
2338,IAH,TLH,1057.29065884
2339,IAH,TPA,1265.42298571
2340,IAH,TUL,693.047951385
2341,IAH,TUS,1503.92109816
2342,IAH,TYS,1240.91037539
2343,IAH,VPS,848.81993906
2344,IAH,XNA,707.045888399
2345,ICT,ATL,1256.072853
2346,ICT,DEN,674.210057447
2347,ICT,DFW,529.902322006
2348,ICT,IAH,874.192545613
2349,ICT,LAX,1932.36098062
2350,ICT,MEM,727.973987735
2351,ICT,MSP,877.77168625
2352,ICT,ORD,944.953303518
2353,ICT,PHX,1398.44529834
2354,ICT,PIA,746.632993966
2355,IDA,CYS,651.673114701
2356,IDA,DEN,736.205429435
2357,IDA,GJT,571.111415304
2358,IDA,MSP,1507.34283956
2359,IDA,OGD,257.925432407
2360,IDA,PIH,79.6106654155
2361,IDA,SLC,303.327955353
2362,ILG,ATL,1034.06499337
2363,ILM,ATL,606.074845651
2364,ILM,CLT,297.041878916
2365,ILM,CVG,803.835930411
2366,ILM,RDU,196.058844668
2367,IND,ATL,696.485455675
2368,IND,BDL,1170.571175
2369,IND,BOS,1314.06359993
2370,IND,BWI,828.61216021
2371,IND,CLE,420.120831398
2372,IND,CLT,688.275427229
2373,IND,CVG,158.374573237
2374,IND,DCA,802.355126979
2375,IND,DEN,1568.1264766
2376,IND,DFW,1224.37432078
2377,IND,DSM,653.816921033
2378,IND,DTW,371.488288889
2379,IND,EWR,1034.94624523
2380,IND,FLL,1621.36788206
2381,IND,IAH,1359.95266764
2382,IND,JAX,1107.79595547
2383,IND,JFK,1067.63396731
2384,IND,LAS,2553.68593203
2385,IND,LAX,2913.79934278
2386,IND,LGA,1060.24249435
2387,IND,MCI,723.789236215
2388,IND,MCO,1336.31329028
2389,IND,MDW,260.828670535
2390,IND,MEM,613.303235814
2391,IND,MIA,1646.37038609
2392,IND,MSP,808.615546035
2393,IND,ORD,285.68455858
2394,IND,PBI,1559.28172542
2395,IND,PHL,944.194677892
2396,IND,PHX,2391.58248942
2397,IND,RDU,785.521395127
2398,IND,RSW,1525.29361607
2399,IND,SEA,2996.47943985
2400,IND,SFO,3120.99543945
2401,IND,SRQ,1413.33930233
2402,IND,TPA,1351.09935194
2403,INL,MSP,410.029039055
2404,IPL,LAX,290.232004967
2405,IPL,YUM,93.1253679412
2406,ISO,ATL,652.847298959
2407,ISP,ATL,1279.08249162
2408,ISP,BWI,353.420632286
2409,ISP,FLL,1762.00520672
2410,ISP,LAS,3665.69072264
2411,ISP,MCO,1565.53877549
2412,ISP,MDW,1228.00337794
2413,ISP,PBI,1696.3044991
2414,ISP,RSW,1774.64184024
2415,ISP,TPA,1665.82899767
2416,ITO,HNL,348.120474578
2417,ITO,KOA,104.42055038
2418,ITO,OGG,194.753130452
2419,IYK,FAT,210.161200036
2420,IYK,LAX,198.088498668
2421,JAC,ATL,2526.39434383
2422,JAC,CVG,2225.86884734
2423,JAC,DEN,653.119618214
2424,JAC,DFW,1684.23058665
2425,JAC,IDA,107.935439046
2426,JAC,LAX,1262.82310508
2427,JAC,MSP,1400.12669843
2428,JAC,ORD,1866.51876438
2429,JAC,SLC,329.768805297
2430,JAN,ATL,547.163188491
2431,JAN,BWI,1428.73435675
2432,JAN,CVG,894.222991955
2433,JAN,DCA,1383.67817098
2434,JAN,DFW,655.483136087
2435,JAN,DTW,1250.79669471
2436,JAN,EWR,1696.4083873
2437,JAN,HOU,577.90674208
2438,JAN,IAH,564.014205574
2439,JAN,MCO,945.173582269
