,Origin,Dest,Distance
827,CHS,IAD,711.552078947
828,CHS,IAH,1486.2951312
829,CHS,IND,942.537469311
830,CHS,LGA,1033.47249286
831,CHS,MCO,511.699159188
832,CHS,MEM,946.605557418
833,CHS,MKE,1311.74641912
834,CHS,MSP,1750.02376774
835,CHS,ORD,1224.48247931
836,CHS,SAV,138.659310609
837,CIC,SFO,246.19605564
838,CIC,SMF,124.502121239
839,CID,ATL,1117.85293718
840,CID,COS,1151.89482639
841,CID,CVG,674.003957275
842,CID,DEN,1112.05522942
843,CID,DFW,1104.4284236
844,CID,DTW,690.979830863
845,CID,MSP,355.037887189
846,CID,ORD,315.085416543
847,CID,RFD,218.641207857
848,CLD,LAX,150.410885971
849,CLD,PHX,480.94898159
850,CLD,SNA,93.5135248411
851,CLE,ABE,544.21489804
852,CLE,ABQ,2267.3483007
853,CLE,ALB,680.557462415
854,CLE,ATL,894.092696537
855,CLE,AUS,1890.054047
856,CLE,BDL,763.44876102
857,CLE,BNA,721.660990267
858,CLE,BOS,903.590903675
859,CLE,BTV,785.120467666
860,CLE,BUF,308.123002155
861,CLE,BWI,504.959697942
862,CLE,CLT,693.881705879
863,CLE,CMH,180.129556126
864,CLE,CVG,355.401580286
865,CLE,DAB,1362.41716658
866,CLE,DAY,261.062530785
867,CLE,DCA,498.394455398
868,CLE,DEN,1928.54529518
869,CLE,DFW,1642.24596775
870,CLE,DTW,153.200155937
871,CLE,ERI,157.630875906
872,CLE,EWR,649.018340503
873,CLE,FLL,1713.27020988
874,CLE,FWA,284.093233596
875,CLE,GRR,344.133352151
876,CLE,GSP,725.504801349
877,CLE,HPN,681.847079076
878,CLE,IAD,463.306856662
879,CLE,IAH,1756.66733768
880,CLE,IND,420.120831398
881,CLE,JAX,1214.4533426
882,CLE,JFK,682.419433769
883,CLE,LAS,2930.35656137
884,CLE,LAX,3297.46665925
885,CLE,LEX,443.263060636
886,CLE,LGA,672.163849132
887,CLE,MCI,1114.3327838
888,CLE,MCO,1444.85170048
889,CLE,MDT,449.102031053
890,CLE,MDW,492.637608864
891,CLE,MEM,1002.17438486
892,CLE,MHT,874.39720382
893,CLE,MIA,1743.1450736
894,CLE,MKE,526.719520461
895,CLE,MSN,645.261510678
896,CLE,MSP,999.220044541
897,CLE,MSY,1478.04277996
898,CLE,OKC,1524.3330595
899,CLE,ORD,506.728499924
900,CLE,ORF,699.552081641
901,CLE,PBI,1646.10550418
902,CLE,PHL,583.300055418
903,CLE,PHX,2791.60252477
904,CLE,PVD,868.068197549
905,CLE,PWM,977.160502948
906,CLE,RDU,670.456606521
907,CLE,RIC,583.0554848
908,CLE,ROC,392.738846194
909,CLE,RSW,1654.62454759
910,CLE,SAN,3255.98375761
911,CLE,SAT,1996.54428735
912,CLE,SDF,489.814877239
913,CLE,SEA,3244.64845506
914,CLE,SFO,3471.02843138
915,CLE,SJU,2965.87348976
916,CLE,SLC,2513.44991676
917,CLE,SRQ,1560.34887699
918,CLE,STL,782.849192858
919,CLE,SYR,509.05053723
920,CLE,TPA,1495.80003505
921,CLE,TYS,650.18267814
922,CLL,DFW,264.54459245
923,CLL,IAH,118.989941124
924,CLT,ABE,773.520706613
925,CLT,AGS,225.5644023
926,CLT,ALB,1040.07872155
927,CLT,ATL,364.674569489
928,CLT,BDL,1036.019983
929,CLT,BHM,563.958599104
930,CLT,BNA,527.951855958
931,CLT,BOS,1171.04991015
932,CLT,BUF,880.274750079
933,CLT,BWI,580.887554779
934,CLT,CHS,270.63119377
935,CLT,CLE,693.881705879
936,CLT,CMH,559.099220638
937,CLT,CVG,539.366040916
938,CLT,DCA,532.803345578
939,CLT,DEN,2148.88805403
940,CLT,DFW,1503.67408448
941,CLT,DTW,805.952858699
942,CLT,EGE,2337.86811457
943,CLT,EWR,850.557765779
944,CLT,FLL,1019.59546894
945,CLT,GRR,939.687739679
946,CLT,GSO,133.888028824
947,CLT,IAD,517.538086298
948,CLT,IAH,1467.35573093
949,CLT,ILM,297.041878916
950,CLT,IND,688.275427229
951,CLT,JAX,529.584338858
952,CLT,JFK,870.79974743
953,CLT,LAS,3077.57298132
954,CLT,LAX,3413.6080762
955,CLT,LGA,875.207768153
956,CLT,LIT,1029.08679222
957,CLT,MCI,1299.34962559
958,CLT,MCO,755.440336051
959,CLT,MDT,664.686960723
960,CLT,MDW,940.43989327
961,CLT,MEM,821.729134436
962,CLT,MHT,1186.36114335
963,CLT,MIA,1049.7245263
964,CLT,MKE,1048.1105504
965,CLT,MSP,1496.53531416
966,CLT,MSY,1047.54770343
967,CLT,MYR,251.538237146
968,CLT,ORD,964.881950337
969,CLT,ORF,465.516102792
970,CLT,PBI,952.308883043
971,CLT,PDX,3665.60239041
972,CLT,PHL,721.703062286
973,CLT,PHX,2849.23605188
974,CLT,PIT,590.310359107
975,CLT,PNS,786.078452861
976,CLT,PVD,1100.2808975
977,CLT,PWM,1307.20820923
978,CLT,RDU,208.584375473
979,CLT,RIC,412.606396572
980,CLT,ROC,923.18252239
981,CLT,RSW,968.329657181
982,CLT,SAN,3336.39060934
983,CLT,SAV,344.137360213
984,CLT,SDF,539.467421716
985,CLT,SEA,3661.5748456
986,CLT,SFO,3688.11583051
987,CLT,SJU,2377.04226752
988,CLT,SLC,2774.44249084
989,CLT,SRQ,882.991262483
990,CLT,STL,924.663665269
991,CLT,STT,2450.14522058
992,CLT,STX,2517.96002866
993,CLT,SYR,971.97362987
994,CLT,TLH,623.262758704
995,CLT,TPA,819.073765937
996,CLT,TRI,192.635565938
997,CMH,ATL,720.626112292
998,CMH,BNA,543.553841105
999,CMH,BOS,1028.34380974
1000,CMH,BWI,541.157532727
1001,CMH,CLE,180.129556126
1002,CMH,CLT,559.099220638
1003,CMH,CVG,185.366173649
1004,CMH,DCA,518.778347278
1005,CMH,DEN,1853.24048027
1006,CMH,DFW,1489.15601556
1007,CMH,DTW,249.332556178
1008,CMH,EWR,743.21980444
1009,CMH,FLL,1569.60292495
1010,CMH,IAH,1586.74623631
1011,CMH,JFK,775.787259804
1012,CMH,LAS,2843.70702556
1013,CMH,LAX,3205.07795409
1014,CMH,LGA,768.678157964
1015,CMH,MCI,1014.73775542
1016,CMH,MCO,1294.91513557
1017,CMH,MDW,454.416279187
1018,CMH,MEM,832.840376526
1019,CMH,MIA,1598.34403892
1020,CMH,MKE,530.47848726
1021,CMH,MSN,639.896391792
1022,CMH,MSP,1005.83153378
1023,CMH,ORD,474.951871338
1024,CMH,PHL,652.468210067
1025,CMH,PHX,2683.64558139
1026,CMH,RDU,582.671215741
1027,CMH,RSW,1501.04224965
1028,CMH,SLC,2454.24192577
1029,CMH,STL,657.625487891
1030,CMH,TPA,1337.66612019
1031,CMI,DFW,1114.72738157
1032,CMI,ORD,217.975871665
1033,CMX,MSP,445.155419975
1034,COD,DEN,629.902414144
1035,COD,SLC,480.221458456
1036,COS,ABQ,451.885489426
1037,COS,ATL,1903.1187926
1038,COS,BHM,1709.96421509
1039,COS,CVG,1730.16002164
1040,COS,DEN,117.466130532
1041,COS,DFW,952.849655134
1042,COS,GRB,1511.66141011
1043,COS,IAH,1302.5506183
1044,COS,LAS,970.831260227
1045,COS,LAX,1339.66299463
1046,COS,MCI,863.943718475
1047,COS,MKE,1483.44257319
1048,COS,MSP,1165.02073565
1049,COS,MTJ,279.311484053
1050,COS,ONT,1268.05734008
1051,COS,ORD,1463.34318691
1052,COS,PHX,887.374037397
1053,COS,RFD,1370.28030837
1054,COS,SAN,1312.17106578
1055,COS,SFO,1547.84853564
1056,COS,SLC,659.579032841
1057,COS,SMF,1463.09680704
1058,COS,TUL,829.528985042
1059,CPR,DEN,370.32870561
1060,CPR,MSP,1082.60674741
1061,CPR,SLC,513.921523204
1062,CRP,ATL,1408.68840736
1063,CRP,AUS,270.138516958
1064,CRP,DFW,571.945218218
1065,CRP,HOU,300.821247624
1066,CRP,IAH,323.865804239
1067,CRW,ATL,585.252419848
1068,CRW,CVG,277.224117291
1069,CRW,DAY,283.290817897
1070,CRW,IAH,1569.03040326
1071,CRW,ORD,669.435664565
1072,CRW,RDU,372.734681533
1073,CRW,ROA,183.758254056
1074,CRW,SPI,716.427026216
1075,CSG,ATL,133.403861423
1076,CVG,ABE,807.43479598
1077,CVG,ABQ,1993.03357814
1078,CVG,ALB,1000.9598536
1079,CVG,ANC,4995.31696217
1080,CVG,ATL,602.371245742
1081,CVG,ATW,661.243147333
1082,CVG,AUS,1541.92057721
1083,CVG,AVL,443.707489173
1084,CVG,AVP,801.043492276
1085,CVG,AZO,362.149171498
1086,CVG,BDL,1062.42374588
1087,CVG,BGR,1455.53485758
1088,CVG,BHM,638.13771581
1089,CVG,BNA,370.383479412
1090,CVG,BOS,1208.00317715
1091,CVG,BTR,1116.2649596
1092,CVG,BTV,1128.22954627
1093,CVG,BUF,659.76468268
1094,CVG,BWI,690.313139256
1095,CVG,CAE,650.803671392
1096,CVG,CAK,344.50941871
1097,CVG,CHA,448.953631614
1098,CVG,CHO,549.589415853
1099,CVG,CHS,800.630688921
1100,CVG,CID,674.003957275
1101,CVG,CLE,355.401580286
1102,CVG,CLT,539.366040916
1103,CVG,CMH,185.366173649
1104,CVG,COS,1730.16002164
1105,CVG,CRW,277.224117291
1106,CVG,DAY,102.448928797
1107,CVG,DCA,660.190198148
1108,CVG,DEN,1716.90853797
1109,CVG,DFW,1305.16963228
1110,CVG,DSM,811.209435387
1111,CVG,DTW,368.952878564
1112,CVG,EGE,1910.12937161
1113,CVG,EWR,914.150649453
1114,CVG,FLL,1503.55433848
1115,CVG,FSD,1126.20127779
1116,CVG,GRB,669.243947181
1117,CVG,GRR,432.232054786
1118,CVG,GSO,530.584255665
1119,CVG,GSP,510.60389519
1120,CVG,HNL,7125.03794662
1121,CVG,HPN,958.998206928
1122,CVG,HSV,525.289535907
1123,CVG,HTS,198.216971982
1124,CVG,IAD,623.39312194
1125,CVG,IAH,1402.75981116
1126,CVG,ILM,803.835930411
1127,CVG,IND,158.374573237
1128,CVG,JAC,2225.86884734
1129,CVG,JAN,894.222991955
1130,CVG,JAX,989.560998214
1131,CVG,JFK,945.95340566
1132,CVG,LAN,414.927216049
1133,CVG,LAS,2695.24767466
1134,CVG,LAX,3051.88913375
1135,CVG,LEX,112.730790441
1136,CVG,LGA,940.193471508
1137,CVG,LIT,825.782273784
1138,CVG,MCI,866.268166009
1139,CVG,MCO,1221.10420871
1140,CVG,MDT,688.849205313
1141,CVG,MEM,648.399327233
1142,CVG,MGM,766.587009694
1143,CVG,MHT,1190.33768917
1144,CVG,MIA,1530.07373835
1145,CVG,MKE,511.26400393
1146,CVG,MLB,1272.92739251
1147,CVG,MSN,600.033919712
1148,CVG,MSP,958.933926836
1149,CVG,MSY,1129.42238153
1150,CVG,MYR,787.620052964
1151,CVG,OKC,1214.19933884
1152,CVG,OMA,985.682422887
1153,CVG,ORD,425.516241915
1154,CVG,ORF,779.736096524
1155,CVG,PBI,1439.67283933
1156,CVG,PDX,3171.71476945
1157,CVG,PFN,987.269449384
1158,CVG,PHL,814.303887242
1159,CVG,PHX,2520.77379745
1160,CVG,PIT,411.650830841
1161,CVG,PVD,1159.97900696
1162,CVG,PWM,1301.21396152
1163,CVG,RDU,627.434102692
1164,CVG,RIC,663.987654376
1165,CVG,ROA,452.734597695
1166,CVG,ROC,740.445366201
1167,CVG,RSW,1417.94244561
1168,CVG,SAN,2996.43020339
1169,CVG,SAT,1648.48395731
1170,CVG,SAV,831.040817159
1171,CVG,SBN,327.184293986
1172,CVG,SCE,614.786397171
1173,CVG,SDF,134.51292517
1174,CVG,SEA,3154.82339474
1175,CVG,SFO,3270.14259625
1176,CVG,SGF,788.411756699
1177,CVG,SHV,1104.67299177
1178,CVG,SJU,2914.34782709
1179,CVG,SLC,2328.35181629
1180,CVG,SMF,3175.37247501
1181,CVG,SNA,3015.81563046
1182,CVG,SRQ,1310.92065976
1183,CVG,STL,494.659310925
1184,CVG,SYR,847.546282481
1185,CVG,TPA,1247.38133324
1186,CVG,TRI,348.473611766
1187,CVG,TUL,1037.25859925
1188,CVG,TVC,637.685481638
1189,CVG,TYS,365.027760969
1190,CVG,VPS,967.681540213
1191,CWA,DTW,581.98027945
1192,CWA,MSP,282.273784731
1193,CWA,ORD,341.18346311
1194,DAB,ATL,589.89828827
1195,DAB,BWI,1182.47123305
1196,DAB,CLE,1362.41716658
1197,DAB,EWR,1425.13210641
1198,DAB,IAD,1135.4223469
1199,DAB,LGA,1445.35898317
1200,DAB,ORD,1551.14754717
1201,DAL,ABQ,932.371172468
1202,DAL,AMA,519.351764995
1203,DAL,AUS,305.06948297
1204,DAL,BHM,942.808553711
1205,DAL,ELP,902.451870244
1206,DAL,HOU,386.24344664
1207,DAL,IAH,349.189262789
1208,DAL,LBB,471.157732265
1209,DAL,LIT,476.193554368
1210,DAL,MAF,512.395879889
1211,DAL,MCI,742.716542422
1212,DAL,MSY,701.561338869
1213,DAL,OKC,291.462327538
1214,DAL,SAT,399.396646977
1215,DAL,STL,878.608053007
1216,DAL,TUL,383.073466118
1217,DAY,ATL,697.175225287
1218,DAY,BOS,1139.0959487
1219,DAY,BWI,652.552326391
1220,DAY,CLE,261.062530785
1221,DAY,CVG,102.448928797
1222,DAY,DEN,1741.9828949
1223,DAY,DFW,1384.91705948
1224,DAY,DTW,267.012603527
1225,DAY,EWR,856.689200337
1226,DAY,IAH,1495.97360054
1227,DAY,LAS,2730.7788801
1228,DAY,MCO,1303.72351132
1229,DAY,MSP,923.023730158
1230,DAY,ORD,386.230040804
1231,DAY,TPA,1335.64332085
1232,DBQ,ORD,235.872792068
1233,DCA,ALB,511.812947882
1234,DCA,ATL,880.363000634
1235,DCA,BDL,503.808822933
1236,DCA,BNA,902.765339151
1237,DCA,BOS,641.681852591
1238,DCA,BTR,1584.92403219
1239,DCA,BUF,476.520246675
1240,DCA,CLE,498.394455398
1241,DCA,CLT,532.803345578
1242,DCA,CMH,518.778347278
1243,DCA,CVG,660.190198148
1244,DCA,DEN,2369.94849662
1245,DCA,DFW,1915.53869941
1246,DCA,DSM,1441.31314418
1247,DCA,DTW,651.455684148
1248,DCA,EWR,319.445701724
1249,DCA,FLL,1450.93955619
1250,DCA,GRR,842.105654857
1251,DCA,HSV,985.625925744
1252,DCA,IAH,1942.2388761
1253,DCA,IND,802.355126979
1254,DCA,JAN,1383.67817098
1255,DCA,JAX,1021.96100842
1256,DCA,JFK,342.32362212
1257,DCA,LAS,3354.65008663
1258,DCA,LAX,3712.06699267
1259,DCA,LEX,665.325503333
1260,DCA,LGA,344.89470884
1261,DCA,MCO,1224.50911574
1262,DCA,MEM,1224.39739481
1263,DCA,MHT,653.831161699
1264,DCA,MIA,1484.05897616
1265,DCA,MLB,1241.29747366
1266,DCA,MSN,1135.91345091
1267,DCA,MSP,1495.31015249
1268,DCA,MSY,1559.84068286
1269,DCA,ORD,982.929676858
1270,DCA,PBI,1383.18126698
1271,DCA,PHL,191.668057195
1272,DCA,PHX,3178.67884167
1273,DCA,PIT,328.723010382
1274,DCA,PLN,982.446629186
1275,DCA,PVD,574.070504645
1276,DCA,RDU,365.200830816
1277,DCA,RSW,1438.71557727
1278,DCA,SAV,837.413621425
1279,DCA,SEA,3739.33848407
1280,DCA,SLC,2972.97757088
1281,DCA,SRQ,1373.28645941
1282,DCA,STL,1154.74298518
1283,DCA,SYR,480.142299907
1284,DCA,TPA,1312.28669116
1285,DCA,XNA,1546.67733882
1286,DEN,ABQ,562.833049467
1287,DEN,AMA,578.797437787
1288,DEN,ANC,3864.27600094
1289,DEN,ASE,201.283309249
1290,DEN,ATL,1927.23829151
1291,DEN,AUS,1249.21702212
1292,DEN,BDL,2683.75794804
1293,DEN,BFF,241.469866313
1294,DEN,BFL,1357.16197889
1295,DEN,BHM,1740.57402697
1296,DEN,BIL,732.572481323
1297,DEN,BIS,831.493888882
1298,DEN,BNA,1628.11124156
1299,DEN,BOI,1042.505274
1300,DEN,BOS,2816.63273155
1301,DEN,BUR,1366.534471
1302,DEN,BWI,2394.31137345
1303,DEN,BZN,843.852352705
1304,DEN,CAK,1965.82754808
1305,DEN,CDC,768.724701495
1306,DEN,CID,1112.05522942
1307,DEN,CLE,1928.54529518
1308,DEN,CLT,2148.88805403
1309,DEN,CMH,1853.24048027
1310,DEN,COD,629.902414144
1311,DEN,COS,117.466130532
1312,DEN,CPR,370.32870561
1313,DEN,CVG,1716.90853797
1314,DEN,DAY,1741.9828949
1315,DEN,DCA,2369.94849662
1316,DEN,DFW,1032.42730406
1317,DEN,DRO,403.390798567
1318,DEN,DSM,946.229064957
1319,DEN,DTW,1802.87983242
1320,DEN,EGE,193.476603618
1321,DEN,ELP,908.923041941
1322,DEN,EUG,1600.22015666
1323,DEN,EWR,2577.23422885
1324,DEN,FAR,1008.79695963
1325,DEN,FAT,1355.20361561
1326,DEN,FCA,1210.21366771
1327,DEN,FLL,2739.90213236
1328,DEN,FSD,777.163782358
1329,DEN,FWA,1650.64898904
1330,DEN,GEG,1343.32078963
1331,DEN,GJT,340.815244382
1332,DEN,GRR,1629.60512143
1333,DEN,GTF,1003.50856031
1334,DEN,GUC,244.441859988
1335,DEN,HDN,226.965515894
1336,DEN,HLN,955.021845948
1337,DEN,HNL,5409.54927997
1338,DEN,HOU,1422.33375058
1339,DEN,HSV,1684.24389241
1340,DEN,IAD,2332.44020979
1341,DEN,IAH,1387.93096323
1342,DEN,ICT,674.210057447
1343,DEN,IDA,736.205429435
1344,DEN,IND,1568.1264766
1345,DEN,JAC,653.119618214
1346,DEN,JAX,2325.66340973
1347,DEN,JFK,2610.61622178
1348,DEN,KOA,5353.13644325
1349,DEN,LAS,1009.6875288
1350,DEN,LAX,1385.56196533
1351,DEN,LGA,2600.64027524
1352,DEN,LIH,5488.42313323
1353,DEN,LIT,1239.07121664
1354,DEN,LNK,679.509410979
1355,DEN,MCI,855.656715288
1356,DEN,MCO,2487.13947994
1357,DEN,MDW,1437.8060856
1358,DEN,MEM,1401.87379465
1359,DEN,MFR,1547.36864505
1360,DEN,MIA,2749.56641521
1361,DEN,MKE,1438.4377523
1362,DEN,MLI,1206.9103827
1363,DEN,MRY,1541.23311819
1364,DEN,MSN,1326.38136328
1365,DEN,MSO,1091.73177519
1366,DEN,MSP,1092.71107156
1367,DEN,MSY,1708.63052143
1368,DEN,MTJ,315.769048425
1369,DEN,OAK,1537.24302206
1370,DEN,OGG,5309.98593884
1371,DEN,OKC,796.550219611
1372,DEN,OMA,758.395625936
1373,DEN,ONT,1316.14209593
1374,DEN,ORD,1426.48241341
1375,DEN,PBI,2700.98485417
1376,DEN,PDX,1592.62722986
1377,DEN,PHL,2501.18717311
1378,DEN,PHX,968.804261385
1379,DEN,PIA,1273.0483317
1380,DEN,PIH,742.608225393
1381,DEN,PIT,2071.62410941
1382,DEN,PSC,1369.94819823
1383,DEN,PSP,1247.18773763
1384,DEN,RAP,484.133473541
1385,DEN,RDM,1442.71158391
1386,DEN,RDU,2307.20793384
1387,DEN,RFD,1330.5070809
1388,DEN,RNO,1291.28794858
1389,DEN,RSW,2584.85288461
1390,DEN,SAN,1371.71791829
1391,DEN,SAT,1280.34602057
1392,DEN,SBA,1471.86703687
1393,DEN,SDF,1644.11162716
1394,DEN,SEA,1645.59367384
1395,DEN,SFO,1553.23784213
1396,DEN,SGF,1022.96993501
1397,DEN,SJC,1522.78872592
1398,DEN,SLC,627.753707211
1399,DEN,SMF,1460.18067027
1400,DEN,SNA,1360.11600413
1401,DEN,STL,1235.91011205
1402,DEN,TPA,2423.28691702
1403,DEN,TUL,870.315845557
1404,DEN,TUS,1029.12552576
1405,DEN,TWF,871.26125189
1406,DEN,TYS,1866.95022744
1407,DEN,XNA,990.400990723
1408,DFW,ABI,253.412163315
1409,DFW,ABQ,914.116828645
1410,DFW,ACT,144.132425208
1411,DFW,AEX,457.404625353
1412,DFW,AMA,501.673923402
1413,DFW,ANC,4890.81279137
1414,DFW,ATL,1174.90285028
1415,DFW,AUS,306.484239638
1416,DFW,BDL,2363.92207061
1417,DFW,BHM,959.345548877
1418,DFW,BNA,1014.46458296
1419,DFW,BOS,2510.0578428
1420,DFW,BTR,615.935486026
1421,DFW,BUR,1978.15080864
1422,DFW,BWI,1955.37633169
1423,DFW,CAE,1480.93169474
1424,DFW,CHA,1116.58225729
1425,DFW,CHS,1585.71999866
1426,DFW,CID,1104.4284236
1427,DFW,CLE,1642.24596775
1428,DFW,CLL,264.54459245
1429,DFW,CLT,1503.67408448
1430,DFW,CMH,1489.15601556
1431,DFW,CMI,1114.72738157
1432,DFW,COS,952.849655134
1433,DFW,CRP,571.945218218
1434,DFW,CVG,1305.16963228
1435,DFW,DAY,1384.91705948
1436,DFW,DCA,1915.53869941
1437,DFW,DEN,1032.42730406
1438,DFW,DSM,1005.91177648
1439,DFW,DTW,1586.91819292
1440,DFW,EGE,1159.70522417
1441,DFW,ELP,885.611579054
1442,DFW,EVV,1032.76195251
1443,DFW,EWR,2205.48312064
1444,DFW,FAT,2109.77028597
1445,DFW,FLL,1799.48595759
1446,DFW,FNT,1613.1942458
1447,DFW,FSM,366.191794983
1448,DFW,FWA,1382.1140991
1449,DFW,GGG,225.245251852
1450,DFW,GPT,803.372804196
1451,DFW,GRK,216.750862994
1452,DFW,GRR,1498.81605623
1453,DFW,GSO,1605.2382642
1454,DFW,GSP,1384.79995928
1455,DFW,GUC,1090.591362
1456,DFW,HDN,1237.77464578
1457,DFW,HNL,6082.7564148
1458,DFW,HOU,398.429304365
1459,DFW,HSV,968.046293246
1460,DFW,IAD,1883.06739494
1461,DFW,IAH,361.731516337
1462,DFW,ICT,529.902322006
1463,DFW,IND,1224.37432078
1464,DFW,JAC,1684.23058665
1465,DFW,JAN,655.483136087
1466,DFW,JAX,1475.70932808
1467,DFW,JFK,2235.592353
1468,DFW,LAS,1695.35321251
1469,DFW,LAW,225.392488724
1470,DFW,LAX,1983.80401964
1471,DFW,LBB,452.981910207
1472,DFW,LEX,1261.51502427
1473,DFW,LFT,564.502818622
1474,DFW,LGA,2232.05867218
1475,DFW,LIT,489.263037957
1476,DFW,LRD,639.300336376
1477,DFW,MAF,496.285449435
1478,DFW,MCI,741.885563722
1479,DFW,MCO,1582.91337063
1480,DFW,MDT,1979.18039637
1481,DFW,MDW,1283.59208644
1482,DFW,MEM,693.521401056
1483,DFW,MFE,756.53023456
1484,DFW,MIA,1802.73643618
1485,DFW,MKE,1374.00590284
1486,DFW,MLI,1112.63761425
1487,DFW,MLU,469.933890919
1488,DFW,MOB,866.605066841
1489,DFW,MSN,1322.76213582
1490,DFW,MSP,1373.00176288
1491,DFW,MSY,719.66518573
1492,DFW,MTJ,1161.19884074
1493,DFW,OAK,2340.23639748
1494,DFW,OGG,5964.21125564
1495,DFW,OKC,282.4480675
1496,DFW,OMA,940.500033646
1497,DFW,ONT,1908.9591974
1498,DFW,ORD,1291.04571063
1499,DFW,ORF,1947.96503928
1500,DFW,PBI,1772.67886427
1501,DFW,PDX,2597.83009298
1502,DFW,PHL,2093.52962886
1503,DFW,PHX,1394.26464185
1504,DFW,PIA,1082.87118202
1505,DFW,PIT,1716.2456592
1506,DFW,PNS,970.173221173
1507,DFW,PSP,1808.90777964
1508,DFW,RDU,1705.05550144
1509,DFW,RIC,1860.0476246
1510,DFW,RNO,2161.18977475
1511,DFW,ROC,2034.98479256
1512,DFW,ROW,699.45630126
1513,DFW,RSW,1634.78852531
1514,DFW,SAN,1880.99107973
1515,DFW,SAT,398.089950268
1516,DFW,SAV,1486.4317844
1517,DFW,SBA,2113.41940759
1518,DFW,SDF,1178.11130365
1519,DFW,SEA,2669.00916424
1520,DFW,SFO,2352.66875061
1521,DFW,SGF,586.694968355
1522,DFW,SHV,304.906039069
1523,DFW,SJC,2310.94132933
1524,DFW,SJT,367.973771138
1525,DFW,SJU,3483.41367843
1526,DFW,SLC,1589.94474394
1527,DFW,SMF,2299.14763398
1528,DFW,SNA,1935.48713919
1529,DFW,SPS,181.549643537
1530,DFW,STL,885.652072833
1531,DFW,SYR,2148.68950323
1532,DFW,TPA,1493.15949136
1533,DFW,TUL,382.033767693
1534,DFW,TUS,1306.09389233
1535,DFW,TXK,290.343101023
1536,DFW,TYR,164.681678227
1537,DFW,TYS,1239.78445309
1538,DFW,VPS,1030.0291378
1539,DFW,XNA,451.95530256
1540,DHN,ATL,274.794286092
1541,DLG,ANC,527.275692786
1542,DLH,DTW,868.948899081
1543,DLH,MSP,232.108850636
1544,DRO,DEN,403.390798567
1545,DRO,GJT,229.412735453
1546,DRO,PHX,565.884118646
1547,DRO,SLC,544.903909447
1548,DSM,ATL,1196.14426462
1549,DSM,CVG,811.209435387
1550,DSM,DCA,1441.31314418
1551,DSM,DEN,946.229064957
1552,DSM,DFW,1005.91177648
1553,DSM,DTW,856.693268212
1554,DSM,IAH,1293.47736207
1555,DSM,LGA,1655.91775127
1556,DSM,MEM,790.324561716
1557,DSM,MSP,374.108719505
1558,DSM,OMA,187.845513605
1559,DSM,ORD,480.254110707
1560,DSM,PHX,1847.70367121
1561,DSM,PIH,1563.67859381
1562,DSM,SLC,1533.04875382
1563,DSM,TWF,1720.0451613
1564,DTW,ABE,682.011717091
1565,DTW,ALB,785.394498431
1566,DTW,ANC,4793.58726051
1567,DTW,ATL,958.501129717
1568,DTW,ATW,475.474651638
1569,DTW,AUS,1849.10672398
1570,DTW,AVL,756.983935454
1571,DTW,AVP,640.110336929
1572,DTW,AZO,181.113697117
1573,DTW,BDL,880.89526988
1574,DTW,BGM,607.286514692
1575,DTW,BGR,1204.97008306
1576,DTW,BHM,1007.07839363
1577,DTW,BNA,735.198596926
1578,DTW,BOS,1015.30971096
1579,DTW,BTV,861.870722303
1580,DTW,BUF,387.021587469
1581,DTW,BWI,656.945330551
1582,DTW,BZN,2248.29312269
1583,DTW,CAE,940.727515366
1584,DTW,CAK,214.676863844
1585,DTW,CHS,1076.1245097
1586,DTW,CID,690.979830863
1587,DTW,CLE,153.200155937
1588,DTW,CLT,805.952858699
1589,DTW,CMH,249.332556178
1590,DTW,CVG,368.952878564
1591,DTW,CWA,581.98027945
1592,DTW,DAY,267.012603527
1593,DTW,DCA,651.455684148
1594,DTW,DEN,1802.87983242
1595,DTW,DFW,1586.91819292
1596,DTW,DLH,868.948899081
1597,DTW,DSM,856.693268212
1598,DTW,ELM,532.468953155
1599,DTW,ERI,262.402116256
1600,DTW,EVV,584.661387691
1601,DTW,EWR,783.723134834
1602,DTW,FLL,1818.87401497
1603,DTW,FNT,89.6431725781
1604,DTW,FWA,205.684156083
1605,DTW,GRB,461.554897593
1606,DTW,GRR,192.68667731
1607,DTW,GSO,741.042438736
1608,DTW,GSP,819.793737182
1609,DTW,HPN,811.422575294
1610,DTW,HSV,893.578047304
1611,DTW,IAD,616.483069745
1612,DTW,IAH,1731.41975731
1613,DTW,IND,371.488288889
1614,DTW,JAN,1250.79669471
1615,DTW,JAX,1311.86789917
1616,DTW,JFK,816.978594618
1617,DTW,LAN,119.198651157
1618,DTW,LAS,2808.92499509
1619,DTW,LAX,3179.04182705
1620,DTW,LEX,476.531866732
1621,DTW,LGA,805.385110659
1622,DTW,LIT,1134.30330344
1623,DTW,LNK,1125.27058791
1624,DTW,MBS,158.356386688
1625,DTW,MCI,1009.67552172
1626,DTW,MCO,1544.13733945
1627,DTW,MDT,595.256671648
1628,DTW,MDW,366.66617437
1629,DTW,MEM,982.786801071
1630,DTW,MHT,978.65888481
1631,DTW,MIA,1847.66025517
1632,DTW,MKE,380.916269871
1633,DTW,MLI,598.80674405
1634,DTW,MSN,499.992555458
1635,DTW,MSP,848.506094744
1636,DTW,MSY,1492.74741852
1637,DTW,MYR,1024.99310958
1638,DTW,OKC,1446.42924249
1639,DTW,OMA,1044.49486323
