Origin,Dest
MSP,RIC
MSP,ROC
MSP,RST
MSP,RSW
MSP,SAN
MSP,SAT
MSP,SAV
MSP,SBN
MSP,SDF
MSP,SEA
MSP,SFO
MSP,SGF
MSP,SJC
MSP,SJU
MSP,SLC
MSP,SMF
MSP,SNA
MSP,STL
MSP,SUX
MSP,TPA
MSP,TUL
MSP,TUS
MSP,TVC
MSP,TYS
MSP,XNA
MSY,ATL
MSY,AUS
MSY,BHM
MSY,BNA
MSY,BOS
MSY,BWI
MSY,CAE
MSY,CLE
MSY,CLT
MSY,CVG
MSY,DAL
MSY,DCA
MSY,DEN
MSY,DFW
MSY,DTW
MSY,EWR
MSY,FLL
MSY,HOU
MSY,IAD
MSY,IAH
MSY,JAX
MSY,JFK
MSY,LAS
MSY,LAX
MSY,LGA
MSY,MCI
MSY,MCO
MSY,MDW
MSY,MEM
MSY,MIA
MSY,MSP
MSY,ORD
MSY,PHL
MSY,PHX
MSY,RDU
MSY,SAT
MSY,SEA
MSY,SFO
MSY,SLC
MSY,STL
MSY,TPA
MTH,ATL
MTJ,ATL
MTJ,DEN
MTJ,DFW
MTJ,EWR
MTJ,IAH
MTJ,LAX
MTJ,ORD
MTJ,PUB
MTJ,SLC
MYR,ATL
MYR,BOS
MYR,CLT
MYR,CVG
MYR,DTW
MYR,EWR
MYR,IAD
MYR,LGA
MYR,MSP
MYR,PHL
MYR,PIT
OAJ,ATL
OAK,ABQ
OAK,ATL
OAK,BFL
OAK,BNA
OAK,BOI
OAK,BOS
OAK,BUR
OAK,BWI
OAK,DEN
OAK,DFW
OAK,FAT
OAK,FLL
OAK,GEG
OAK,GJT
OAK,HNL
OAK,HOU
OAK,IAD
OAK,IAH
OAK,JFK
OAK,KOA
OAK,LAS
OAK,LAX
OAK,LGB
OAK,MCI
OAK,MDW
OAK,OGG
OAK,ONT
OAK,ORD
OAK,PDX
OAK,PHL
OAK,PHX
OAK,RNO
OAK,SAN
OAK,SEA
OAK,SLC
OAK,SNA
OAK,TUS
OAK,TWF
OGG,ATL
OGG,DEN
OGG,DFW
OGG,HNL
OGG,ITO
OGG,KOA
OGG,LAS
OGG,LAX
OGG,LIH
OGG,OAK
OGG,ORD
OGG,PDX
OGG,PHX
OGG,SAN
OGG,SEA
OGG,SFO
OGG,SLC
OGG,SMF
OGG,SNA
OKC,ABQ
OKC,ATL
OKC,AUS
OKC,BWI
OKC,CLE
OKC,CVG
OKC,DAL
OKC,DEN
OKC,DFW
OKC,DTW
OKC,EWR
OKC,GJT
OKC,HOU
OKC,IAH
OKC,LAS
OKC,LAX
OKC,MCI
OKC,MEM
OKC,MSP
OKC,ONT
OKC,ORD
OKC,PHX
OKC,SAN
OKC,SAT
OKC,SLC
OKC,SMF
OKC,STL
OKC,TUL
OMA,ATL
OMA,CID
OMA,CVG
OMA,DEN
OMA,DFW
OMA,DTW
OMA,EWR
OMA,IAH
OMA,LAS
OMA,MCI
OMA,MDW
OMA,MEM
OMA,MKE
OMA,MSN
OMA,MSP
OMA,ONT
OMA,ORD
OMA,PHX
OMA,PIH
OMA,SAN
OMA,SBN
OMA,SLC
OMA,STL
OMA,TUS
OME,ANC
OME,OTZ
ONT,ABQ
ONT,ATL
ONT,AUS
ONT,BNA
ONT,BOI
ONT,COS
ONT,DEN
ONT,DFW
ONT,ELP
ONT,FAT
ONT,GEG
ONT,GJT
ONT,IAD
ONT,IAH
ONT,JFK
ONT,LAS
ONT,LAX
ONT,MCI
ONT,MRY
ONT,OAK
ONT,OKC
ONT,OMA
ONT,PDX
ONT,PHX
ONT,RNO
ONT,SAN
ONT,SAT
ONT,SBA
ONT,SEA
ONT,SFO
ONT,SJC
ONT,SLC
ONT,SMF
ONT,STL
ONT,TUL
ONT,TUS
ONT,TWF
ORD,ABE
ORD,ABQ
ORD,ALB
ORD,ANC
ORD,ASE
ORD,ATL
ORD,ATW
ORD,AUS
ORD,AVP
ORD,AZO
ORD,BDL
ORD,BGM
ORD,BHM
ORD,BIL
ORD,BMI
ORD,BNA
ORD,BOI
ORD,BOS
ORD,BTR
ORD,BTV
ORD,BUF
ORD,BWI
ORD,BZN
ORD,CAE
ORD,CAK
ORD,CHA
ORD,CHS
ORD,CID
ORD,CLE
ORD,CLT
ORD,CMH
ORD,CMI
ORD,COS
ORD,CPR
ORD,CRW
ORD,CVG
ORD,CWA
ORD,DAB
ORD,DAY
ORD,DBQ
ORD,DCA
ORD,DEN
ORD,DFW
ORD,DSM
ORD,DTW
ORD,EGE
ORD,ELP
ORD,EVV
ORD,EWR
ORD,FAR
ORD,FCA
ORD,FLL
ORD,FNT
ORD,FSD
ORD,FWA
ORD,GEG
ORD,GJT
ORD,GPT
ORD,GRB
ORD,GRR
ORD,GSO
ORD,GSP
ORD,HDN
ORD,HNL
ORD,HPN
ORD,HSV
ORD,IAD
ORD,IAH
ORD,ICT
ORD,IND
ORD,JAC
ORD,JAN
ORD,JAX
ORD,JFK
ORD,LAN
ORD,LAS
ORD,LAX
ORD,LEX
ORD,LGA
ORD,LGB
ORD,LIT
ORD,LNK
ORD,LSE
ORD,MBS
ORD,MCI
ORD,MCO
ORD,MDT
ORD,MEM
ORD,MHT
ORD,MIA
ORD,MKE
ORD,MLI
ORD,MOB
ORD,MQT
ORD,MSN
ORD,MSO
ORD,MSP
ORD,MSY
ORD,MTJ
ORD,OAK
ORD,OGG
ORD,OKC
ORD,OMA
ORD,ONT
ORD,ORF
ORD,PBI
ORD,PDX
ORD,PHL
ORD,PHX
ORD,PIA
ORD,PIH
ORD,PIT
ORD,PNS
ORD,PSP
ORD,PVD
ORD,PWM
ORD,RAP
ORD,RDU
ORD,RFD
ORD,RIC
ORD,RNO
ORD,ROA
ORD,ROC
ORD,ROW
ORD,RST
ORD,RSW
ORD,SAN
ORD,SAT
ORD,SAV
ORD,SBN
ORD,SDF
ORD,SEA
ORD,SFO
ORD,SGF
ORD,SHV
ORD,SJC
ORD,SJU
ORD,SLC
ORD,SMF
ORD,SNA
ORD,SPI
ORD,STL
ORD,STT
ORD,SWF
ORD,SYR
ORD,TOL
ORD,TPA
ORD,TUL
ORD,TUS
ORD,TVC
ORD,TYS
ORD,VPS
ORD,XNA
ORF,ATL
ORF,BNA
ORF,BOS
ORF,BWI
ORF,CLE
ORF,CLT
ORF,CVG
ORF,DFW
ORF,DTW
ORF,EWR
ORF,IAD
ORF,IAH
ORF,JAX
ORF,JFK
ORF,LAS
ORF,MCO
ORF,MDW
ORF,MIA
ORF,MSP
ORF,ORD
ORF,PHL
ORF,TPA
OTZ,ANC
OTZ,OME
OXR,LAX
OXR,ONT
PBI,ATL
PBI,BDL
PBI,BOS
PBI,BWI
PBI,CLE
PBI,CLT
PBI,CVG
PBI,DCA
PBI,DEN
PBI,DFW
PBI,DTW
PBI,EWR
PBI,HPN
PBI,IAD
PBI,IAH
PBI,IND
PBI,ISP
PBI,JFK
PBI,LAS
PBI,LGA
PBI,MDW
PBI,ORD
PBI,PHL
PBI,PIT
PBI,RSW
PBI,SWF
PBI,TPA
PDX,ABQ
PDX,ANC
PDX,ATL
PDX,BOI
PDX,BOS
PDX,BUR
PDX,CLT
PDX,CVG
PDX,DEN
PDX,DFW
PDX,DTW
PDX,EUG
PDX,EWR
PDX,GEG
PDX,HNL
PDX,IAD
PDX,IAH
PDX,JFK
PDX,LAS
PDX,LAX
PDX,MCI
PDX,MCO
PDX,MDW
PDX,MFR
PDX,MSP
PDX,OAK
PDX,OGG
PDX,ONT
PDX,ORD
PDX,PHL
PDX,PHX
PDX,PIH
PDX,PSC
PDX,PSP
PDX,RDM
PDX,RNO
PDX,SAN
PDX,SEA
PDX,SFO
PDX,SJC
PDX,SLC
PDX,SMF
PDX,SNA
PFN,ATL
PFN,CVG
PFN,MEM
PFN,TLH
PHF,ATL
PHF,BOS
PHF,FLL
PHF,LGA
PHF,MCO
PHL,ALB
PHL,ATL
PHL,ATW
PHL,BDL
PHL,BNA
PHL,BOS
PHL,BTV
PHL,BUF
PHL,BWI
PHL,CLE
PHL,CLT
PHL,CMH
PHL,CVG
PHL,DCA
PHL,DEN
PHL,DFW
PHL,DTW
PHL,EGE
PHL,FLL
PHL,HOU
PHL,IAD
PHL,IAH
PHL,IND
PHL,JAX
PHL,JFK
PHL,LAS
PHL,LAX
PHL,LGA
PHL,MCO
PHL,MDW
PHL,MEM
PHL,MHT
PHL,MIA
PHL,MKE
PHL,MSP
PHL,MSY
PHL,MYR
PHL,OAK
PHL,ORD
PHL,ORF
PHL,PBI
PHL,PDX
PHL,PHX
PHL,PIT
PHL,PVD
PHL,RDU
PHL,RIC
PHL,ROC
PHL,RSW
PHL,SAN
PHL,SEA
PHL,SFO
PHL,SJU
PHL,SLC
PHL,STL
PHL,STT
PHL,SYR
PHL,TPA
PHX,ABQ
PHX,ANC
PHX,ASE
PHX,ATL
PHX,AUS
PHX,BDL
PHX,BFL
PHX,BHM
PHX,BNA
PHX,BOI
PHX,BOS
PHX,BUF
PHX,BUR
PHX,BWI
PHX,CLD
PHX,CLE
PHX,CLT
PHX,CMH
PHX,COS
PHX,CVG
PHX,DCA
PHX,DEN
PHX,DFW
PHX,DRO
PHX,DSM
PHX,DTW
PHX,ELP
PHX,EUG
PHX,EWR
PHX,FAT
PHX,FLG
PHX,FLL
PHX,GEG
PHX,GJT
PHX,HNL
PHX,HOU
PHX,IAD
PHX,IAH
PHX,ICT
PHX,IND
PHX,JFK
PHX,KOA
PHX,LAS
PHX,LAX
PHX,LGB
PHX,LIH
PHX,LIT
PHX,MCI
PHX,MCO
PHX,MDW
PHX,MEM
PHX,MFR
PHX,MHT
PHX,MIA
PHX,MKE
PHX,MRY
PHX,MSP
PHX,MSY
PHX,OAK
PHX,OGG
PHX,OKC
PHX,OMA
PHX,ONT
PHX,ORD
PHX,PDX
PHX,PHL
PHX,PIT
PHX,PSP
PHX,PVD
PHX,RDU
PHX,RNO
PHX,SAN
PHX,SAT
PHX,SBA
PHX,SBP
PHX,SDF
PHX,SEA
PHX,SFO
PHX,SJC
PHX,SLC
PHX,SMF
PHX,SNA
PHX,STL
PHX,TEX
PHX,TPA
PHX,TUL
PHX,TUS
PHX,YUM
PIA,ATL
PIA,DEN
PIA,DFW
PIA,DTW
PIA,MSP
PIA,ORD
PIH,SLC
PIR,JAX
PIR,MSP
PIT,ATL
PIT,BOS
PIT,BWI
PIT,CAE
PIT,CLT
PIT,CMH
PIT,COS
PIT,CVG
PIT,DCA
PIT,DEN
PIT,DFW
PIT,DSM
PIT,DTW
PIT,EWR
PIT,FLL
PIT,GRR
PIT,IAD
PIT,IAH
PIT,JFK
PIT,LAS
PIT,LAX
PIT,LGA
PIT,MCI
PIT,MCO
PIT,MDW
PIT,MEM
PIT,MIA
PIT,MKE
PIT,MSN
PIT,MSP
PIT,MYR
PIT,ORD
PIT,PBI
PIT,PHL
PIT,PHX
PIT,PVD
PIT,PWM
PIT,RSW
PIT,SAN
PIT,SEA
PIT,SFO
PIT,SJU
PIT,SLC
PIT,TPA
PIT,TYS
PLN,DCA
PLN,DTW
PMD,LAX
PMD,SFO
PNS,ATL
PNS,CLT
PNS,DFW
PNS,IAH
PNS,JAX
PNS,MCN
PNS,MCO
PNS,MEM
PNS,ORD
PSC,DEN
PSC,GJT
PSC,MTJ
PSC,OGD
PSC,PIH
PSC,SLC
PSC,TWF
PSE,EWR
PSE,FLL
PSE,JFK
PSE,MCO
PSG,JNU
PSG,WRG
PSP,ATL
PSP,COS
PSP,DEN
PSP,DFW
PSP,GJT
PSP,IAH
PSP,LAS
PSP,LAX
PSP,MSP
PSP,OGD
PSP,ONT
PSP,ORD
PSP,PDX
PSP,PHX
PSP,PIH
PSP,SEA
PSP,SFO
PSP,SLC
PVD,ATL
PVD,BNA
PVD,BOS
PVD,BWI
PVD,CLE
PVD,CLT
PVD,CVG
PVD,DCA
PVD,DTW
PVD,EWR
PVD,FLL
PVD,IAD
PVD,JFK
PVD,LAS
PVD,MCO
PVD,MDW
PVD,MSP
PVD,ORD
PVD,PHL
PVD,PHX
PVD,TPA
PWM,ATL
PWM,BGR
PWM,BWI
PWM,CLE
PWM,CLT
PWM,CVG
PWM,DTW
PWM,EWR
PWM,IAD
PWM,JFK
PWM,LGA
PWM,MCO
PWM,MSP
PWM,ORD
RAP,COS
RAP,DEN
RAP,GRB
RAP,MSP
RAP,ORD
RAP,PIH
RAP,SLC
RAP,TWF
RDD,FAT
RDD,SFO
RDD,SJC
RDM,DEN
RDM,PDX
RDM,SFO
RDM,SJC
RDM,SLC
RDM,SMF
RDU,ATL
RDU,AUS
RDU,BDL
RDU,BHM
RDU,BNA
RDU,BOS
RDU,BWI
RDU,CHS
RDU,CLE
RDU,CLT
RDU,CMH
RDU,CVG
RDU,DCA
RDU,DEN
RDU,DFW
RDU,DTW
RDU,EWR
RDU,GRB
RDU,GRR
RDU,IAD
RDU,IAH
RDU,IND
RDU,JAX
RDU,JFK
RDU,LAS
RDU,LAX
RDU,LGA
RDU,MCI
RDU,MCO
RDU,MDW
RDU,MEM
RDU,MIA
RDU,MKE
RDU,MSN
RDU,MSP
RDU,MSY
RDU,ORD
RDU,PHL
RDU,PHX
RDU,SAT
RDU,SDF
RDU,SLC
RDU,STL
RDU,TPA
RDU,XNA
RFD,COS
RFD,DEN
RFD,GJT
RHI,MSP
RIC,ATL
RIC,BOS
RIC,BUF
RIC,BWI
RIC,CLE
RIC,CLT
RIC,CVG
RIC,DCA
RIC,DFW
RIC,DTW
RIC,EWR
RIC,FLL
RIC,IAH
RIC,JFK
RIC,LGA
RIC,MCO
RIC,MEM
RIC,MIA
RIC,MSP
RIC,ORD
RIC,PHL
RIC,RDU
RNO,ATL
RNO,BOI
RNO,DEN
RNO,DFW
RNO,GEG
RNO,IAH
RNO,LAS
RNO,LAX
RNO,LGB
RNO,MDW
RNO,OAK
RNO,ONT
RNO,ORD
RNO,PDX
RNO,PHX
RNO,SAN
RNO,SEA
RNO,SFO
RNO,SJC
RNO,SLC
RNO,SNA
RNO,TUS
ROA,ATL
ROA,CVG
ROA,DTW
ROA,IAD
ROA,ORD
ROC,ATL
ROC,BOS
ROC,BWI
ROC,CLE
ROC,CLT
ROC,CVG
ROC,DFW
ROC,DTW
ROC,EWR
ROC,FLL
ROC,IAD
ROC,JFK
ROC,LAS
ROC,MCO
ROC,MSP
ROC,ORD
ROC,PHL
ROC,SYR
ROC,TPA
ROW,DFW
RST,DTW
RST,MSP
RST,ORD
RSW,ATL
RSW,BDL
RSW,BOS
RSW,BTV
RSW,BWI
RSW,CAK
RSW,CLE
RSW,CLT
RSW,CMH
RSW,CVG
RSW,DCA
RSW,DEN
RSW,DFW
RSW,DTW
RSW,EWR
RSW,FNT
RSW,HPN
RSW,IAH
RSW,IND
RSW,ISP
RSW,JFK
RSW,LGA
RSW,MCO
RSW,MDW
RSW,MEM
RSW,MIA
RSW,MKE
RSW,MSP
RSW,ORD
RSW,PHL
RSW,PIT
RSW,STL
SAN,ABQ
SAN,ATL
SAN,AUS
SAN,BFL
SAN,BNA
SAN,BOI
SAN,BOS
SAN,BWI
SAN,CLE
SAN,CLT
SAN,COS
SAN,CVG
SAN,DEN
SAN,DFW
SAN,DTW
SAN,ELP
SAN,EWR
SAN,FAT
SAN,GEG
SAN,HNL
SAN,HOU
SAN,IAD
SAN,IAH
SAN,JFK
SAN,LAS
SAN,LAX
SAN,MCI
SAN,MCO
SAN,MDW
SAN,MRY
SAN,MSP
SAN,OAK
SAN,OGG
SAN,OKC
SAN,OMA
SAN,ONT
SAN,ORD
SAN,PDX
SAN,PHL
SAN,PHX
SAN,PIT
SAN,PSP
SAN,RNO
SAN,SAT
SAN,SBA
SAN,SEA
SAN,SFO
SAN,SJC
SAN,SLC
SAN,SMF
SAN,STL
SAN,TUL
SAN,TUS
SAT,ABQ
SAT,ATL
SAT,AUS
SAT,BNA
SAT,BWI
SAT,CLE
SAT,COS
SAT,CVG
SAT,DAL
SAT,DEN
SAT,DFW
SAT,DTW
SAT,ELP
SAT,EWR
SAT,GSO
SAT,HOU
SAT,HRL
SAT,IAD
SAT,IAH
SAT,LAS
SAT,LAX
SAT,MCI
SAT,MCO
SAT,MDW
SAT,MEM
SAT,MSP
SAT,MSY
SAT,OKC
SAT,ONT
SAT,ORD
SAT,PHX
SAT,PVU
SAT,RDU
SAT,SAN
SAT,SFO
SAT,SLC
SAT,SMF
SAT,STL
SAT,TPA
SAT,TUL
SAT,TUS
SAV,ATL
SAV,BOS
SAV,CLT
SAV,CVG
SAV,DCA
SAV,DFW
SAV,DTW
SAV,EWR
SAV,HHH
SAV,IAD
SAV,IAH
SAV,JAX
SAV,LGA
SAV,MCO
SAV,MEM
SAV,MSP
SAV,ORD
SBA,DEN
SBA,DFW
SBA,DRO
SBA,IDA
SBA,LAS
SBA,LAX
SBA,MOD
SBA,MRY
SBA,PHX
SBA,SAN
SBA,SFO
SBA,SJC
SBA,SLC
SBA,SMF
SBA,TWF
SBN,ATL
SBN,CVG
SBN,DTW
SBN,MSP
SBN,ORD
SBP,LAS
SBP,LAX
SBP,PHX
SBP,SFO
SBP,SJC
SBP,SLC
SBP,SMX
SCC,ANC
SCC,BRW
SCE,ATL
SCE,CVG
SCE,DTW
SDF,ATL
SDF,BHM
SDF,BOS
SDF,BWI
SDF,CLE
SDF,CLT
SDF,CVG
SDF,DEN
SDF,DFW
SDF,DTW
SDF,EWR
SDF,FWA
SDF,IAH
SDF,JAX
SDF,JFK
SDF,LAS
SDF,LAX
SDF,LGA
SDF,MCI
SDF,MCO
SDF,MDW
SDF,MEM
SDF,MIA
SDF,MSP
SDF,ORD
SDF,PHX
SDF,RDU
SDF,SLC
SDF,STL
SDF,TPA
SEA,ABQ
SEA,ANC
SEA,ATL
SEA,AUS
SEA,BNA
SEA,BOI
SEA,BOS
SEA,BUR
SEA,BWI
SEA,CLE
SEA,CLT
SEA,CVG
SEA,DCA
SEA,DEN
SEA,DFW
SEA,DTW
SEA,EUG
SEA,EWR
SEA,FAI
SEA,GEG
SEA,HNL
SEA,IAD
SEA,IAH
SEA,IND
SEA,JFK
SEA,JNU
SEA,KTN
SEA,LAS
SEA,LAX
SEA,LGB
SEA,LIH
SEA,MCI
SEA,MCO
SEA,MDW
SEA,MEM
SEA,MIA
SEA,MSP
SEA,MSY
SEA,OAK
SEA,OGD
SEA,OGG
SEA,ONT
SEA,ORD
SEA,PDX
SEA,PHL
SEA,PHX
SEA,PIT
SEA,PSP
SEA,RNO
SEA,SAN
SEA,SFO
SEA,SIT
SEA,SJC
SEA,SLC
SEA,SMF
SEA,SNA
SEA,STL
SEA,TUS
SEA,TWF
SFO,ABQ
SFO,ACV
SFO,ANC
SFO,ASE
SFO,ATL
SFO,AUS
SFO,BFL
SFO,BIL
SFO,BOI
SFO,BOS
SFO,BUR
SFO,BWI
SFO,BZN
SFO,CEC
SFO,CIC
SFO,CLE
SFO,CLT
SFO,COS
SFO,CVG
SFO,DEN
SFO,DFW
SFO,DTW
SFO,ELP
SFO,EUG
SFO,EWR
SFO,FAT
SFO,HNL
SFO,IAD
SFO,IAH
SFO,IND
SFO,JFK
SFO,KOA
SFO,LAS
SFO,LAX
SFO,LIH
SFO,MCO
SFO,MDW
SFO,MEM
SFO,MFR
SFO,MIA
SFO,MOD
SFO,MRY
SFO,MSP
SFO,MSY
SFO,OAK
SFO,OGG
SFO,ONT
SFO,ORD
SFO,PDX
SFO,PHL
SFO,PHX
SFO,PIH
SFO,PIT
SFO,PMD
SFO,PSP
SFO,RDD
SFO,RDM
SFO,RNO
SFO,SAN
SFO,SAT
SFO,SBA
SFO,SBP
SFO,SEA
SFO,SLC
SFO,SMF
SFO,SMX
SFO,SNA
SFO,STL
SFO,TUS
SFO,TWF
SGF,ATL
SGF,COS
SGF,CVG
SGF,DEN
SGF,DFW
SGF,DTW
SGF,MCI
SGF,MEM
SGF,MSP
SGF,MTJ
SGF,ORD
SGF,RFD
SGF,SPI
SGF,STL
SGU,LAX
SGU,PIH
SGU,PVU
SGU,SLC
SGU,TWF
SHV,ATL
SHV,CVG
SHV,DFW
SHV,DTW
SHV,IAH
SHV,MEM
SHV,ORD
SIT,JNU
SIT,KTN
SIT,SEA
SJC,ATL
SJC,AUS
SJC,BOS
SJC,BUR
SJC,DEN
SJC,DFW
SJC,EWR
SJC,GJT
SJC,HNL
SJC,IAD
SJC,IAH
SJC,JFK
SJC,LAS
SJC,LAX
SJC,MDW
SJC,MSP
SJC,ONT
SJC,ORD
SJC,PDX
SJC,PHX
SJC,PIH
SJC,RNO
SJC,SAN
SJC,SBA
SJC,SEA
SJC,SFO
SJC,SLC
SJC,SMX
SJC,SNA
SJT,DFW
SJU,ATL
SJU,BDL
SJU,BOS
SJU,BWI
SJU,CLE
SJU,CLT
SJU,CVG
SJU,DFW
SJU,DTW
SJU,EWR
SJU,FLL
SJU,IAD
SJU,IAH
SJU,JFK
SJU,LAX
SJU,MCO
SJU,MEM
SJU,MIA
SJU,MSP
SJU,ORD
SJU,PHL
SJU,PIT
SJU,STT
SJU,TPA
SLC,ABI
SLC,ABQ
SLC,AMA
SLC,ANC
SLC,ASE
SLC,ATL
SLC,AUS
SLC,BFL
SLC,BHM
SLC,BIL
SLC,BLI
SLC,BNA
SLC,BOI
SLC,BOS
SLC,BTM
SLC,BUR
SLC,BWI
SLC,BZN
SLC,CDC
SLC,CLE
SLC,CLT
SLC,CMH
SLC,COD
SLC,COS
SLC,CPR
SLC,CVG
SLC,CYS
SLC,DCA
SLC,DEN
SLC,DFW
SLC,DRO
SLC,DSM
SLC,DTW
SLC,EAU
SLC,EKO
SLC,ELP
SLC,EUG
SLC,EWR
SLC,FAI
SLC,FAR
SLC,FAT
SLC,FCA
SLC,FLL
SLC,FSD
SLC,GEG
SLC,GJT
SLC,GRR
SLC,GTF
SLC,HDN
SLC,HLN
SLC,HNL
SLC,HOU
SLC,HSV
SLC,IAD
SLC,IAH
SLC,ICT
SLC,IDA
SLC,JAC
SLC,JFK
SLC,KOA
SLC,LAS
SLC,LAX
SLC,LBB
SLC,LGA
SLC,LGB
SLC,LIT
SLC,LNK
SLC,LWS
SLC,MCI
SLC,MCO
SLC,MDW
SLC,MEM
SLC,MFR
SLC,MKE
SLC,MRY
SLC,MSN
SLC,MSO
SLC,MSP
SLC,MSY
SLC,MTJ
SLC,OAK
SLC,OGG
SLC,OKC
SLC,OMA
SLC,ONT
SLC,ORD
SLC,PDX
SLC,PHL
SLC,PHX
SLC,PIH
SLC,PIT
SLC,PSC
SLC,PSP
SLC,RAP
SLC,RDM
SLC,RDU
SLC,RNO
SLC,SAN
SLC,SAT
SLC,SBA
SLC,SBP
SLC,SDF
SLC,SEA
SLC,SFO
SLC,SGF
SLC,SGU
SLC,SHV
SLC,SJC
SLC,SLE
SLC,SMF
SLC,SNA
SLC,STL
SLC,SUN
SLC,SUX
SLC,TPA
SLC,TUL
SLC,TUS
SLC,TWF
SLC,WYS
SLC,XNA
SLC,YKM
SLC,YUM
SLE,BOI
SLE,SLC
SMF,ABQ
SMF,ACV
SMF,ATL
SMF,AUS
SMF,BFL
SMF,BUR
SMF,CEC
SMF,COS
SMF,CVG
SMF,DEN
SMF,DFW
SMF,FAT
SMF,GEG
SMF,HNL
SMF,IAD
SMF,IAH
SMF,IDA
SMF,JFK
SMF,LAS
SMF,LAX
SMF,LGB
SMF,MCI
SMF,MDW
SMF,MSP
SMF,OGG
SMF,OKC
SMF,ONT
SMF,ORD
SMF,PDX
SMF,PHX
SMF,RDD
SMF,RNO
SMF,SAN
SMF,SAT
SMF,SBA
SMF,SEA
SMF,SFO
SMF,SLC
SMF,SNA
SMF,TUL
SMF,TUS
SMX,LAX
SNA,ATL
SNA,AUS
SNA,BFL
SNA,CVG
SNA,DEN
SNA,DFW
SNA,EWR
SNA,GJT
SNA,HNL
SNA,IAH
SNA,KOA
SNA,LAS
SNA,LAX
SNA,MDW
SNA,MSP
SNA,OAK
SNA,OGG
SNA,ORD
SNA,PDX
SNA,PHX
SNA,RNO
SNA,SEA
SNA,SFO
SNA,SJC
SNA,SLC
SNA,SMF
SNA,STL
SOP,ATL
SPI,IAD
SPI,ORD
SPS,DFW
SRQ,ATL
SRQ,BOS
SRQ,BWI
SRQ,CLE
SRQ,CLT
SRQ,CVG
SRQ,DCA
SRQ,DTW
SRQ,EWR
SRQ,IAH
SRQ,IND
SRQ,JFK
SRQ,MDW
SRQ,MIA
SRQ,STL
STL,ABQ
STL,ATL
STL,AUS
STL,BHM
STL,BNA
STL,BOS
STL,BWI
STL,CID
STL,CLE
STL,CLT
STL,CMH
STL,CVG
STL,DAL
STL,DCA
STL,DEN
STL,DFW
STL,DTW
STL,EWR
STL,FLL
STL,GJT
STL,HOU
STL,IAH
STL,JFK
STL,LAS
STL,LAX
STL,LGA
STL,LIT
STL,MCI
STL,MCO
STL,MDW
STL,MEM
STL,MIA
STL,MSP
STL,MSY
STL,OKC
STL,OMA
STL,ORD
STL,PHX
STL,RDU
STL,RSW
STL,SAN
STL,SAT
STL,SDF
STL,SEA
STL,SFO
STL,SGF
STL,SLC
STL,SNA
STL,SRQ
STL,TPA
STL,TUL
STT,ATL
STT,BOS
STT,CLT
STT,EWR
STT,JFK
STT,LGA
STT,MIA
STT,PHL
STT,SJU
STX,ATL
STX,CLT
STX,MIA
SUN,PIH
SUN,SLC
SUN,TWF
SUX,MSP
SWF,ATL
SWF,DTW
SWF,FLL
SWF,JFK
SWF,MCO
SWF,ORD
SWF,PBI
SWF,TPA
SYR,ATL
SYR,CLE
SYR,CLT
SYR,CVG
SYR,DCA
SYR,DFW
SYR,DTW
SYR,EWR
SYR,FLL
SYR,HPN
SYR,IAD
SYR,JFK
SYR,MCO
SYR,ORD
SYR,PHL
SYR,TPA
TEX,PHX
TLH,ATL
TLH,CLT
TLH,IAH
TLH,JAX
TLH,MCO
TLH,MEM
TOL,ATL
TOL,ORD
TPA,ABQ
TPA,ALB
TPA,ATL
TPA,AUS
TPA,BDL
TPA,BHM
TPA,BNA
TPA,BOS
TPA,BUF
TPA,BWI
TPA,CAK
TPA,CLE
TPA,CLT
TPA,CMH
TPA,CVG
TPA,DAY
TPA,DCA
TPA,DEN
TPA,DFW
TPA,DTW
TPA,EWR
TPA,FLL
TPA,FNT
TPA,GPT
TPA,GRR
TPA,GSO
TPA,HOU
TPA,HPN
TPA,IAD
TPA,IAH
TPA,IND
TPA,ISP
TPA,JAX
TPA,JFK
TPA,LAS
TPA,LAX
TPA,LGA
TPA,MCI
TPA,MCO
TPA,MDW
TPA,MEM
TPA,MHT
TPA,MIA
TPA,MKE
TPA,MSP
TPA,MSY
TPA,ORD
TPA,ORF
TPA,PBI
TPA,PHL
TPA,PHX
TPA,PIT
TPA,PVD
TPA,RDU
TPA,ROC
TPA,SAT
TPA,SDF
TPA,SJU
TPA,SLC
TPA,STL
TPA,SWF
TPA,TYS
TRI,ATL
TRI,CLT
TRI,CVG
TRI,MCO
TRI,TYS
TTN,ATL
TTN,BOS
TTN,JFK
TTN,LGA
TUL,ABQ
TUL,ATL
TUL,AUS
TUL,CVG
TUL,DAL
TUL,DEN
TUL,DFW
TUL,DTW
TUL,EWR
TUL,FWA
TUL,GJT
TUL,HOU
TUL,IAH
TUL,LAS
TUL,MCI
TUL,MEM
TUL,MSP
TUL,ONT
TUL,ORD
TUL,PHX
TUL,PIA
TUL,PVU
TUL,RFD
TUL,SAN
TUL,SAT
TUL,SLC
TUL,SMF
TUL,STL
TUP,ATL
TUS,ABQ
TUS,ATL
TUS,AUS
TUS,DEN
TUS,DFW
TUS,ELP
TUS,EWR
TUS,GEG
TUS,IAD
TUS,IAH
TUS,JFK
TUS,LAS
TUS,LAX
TUS,MCI
TUS,MDW
TUS,MSP
TUS,OAK
TUS,OMA
