STATION,STATION_NAME,DATE,PRCP,SNWD,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,WT01,WT02,WT08,WT03,WT10
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081114,0,-9999,294,122,29,60,60,103,134,2129,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081115,0,-9999,344,211,43,70,70,98,134,828,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081116,0,-9999,328,144,12,210,210,76,89,1056,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081117,0,-9999,300,128,9,210,210,45,54,1013,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081118,0,-9999,289,122,9,210,210,40,54,1459,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081119,0,-9999,256,117,10,220,240,45,67,1505,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081120,3,-9999,233,100,9,210,210,45,58,1514,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081121,0,-9999,278,111,7,210,210,45,54,1354,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081122,0,-9999,228,122,12,220,220,58,67,1533,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081123,0,-9999,189,128,10,210,200,54,63,1544,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081124,3,-9999,211,106,14,240,250,58,81,1442,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081125,124,-9999,244,144,11,250,240,45,67,2127,1,-9999,1,1,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081126,279,-9999,200,139,25,60,50,81,112,333,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081127,86,-9999,189,139,10,210,210,45,63,1526,1,-9999,-9999,1,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081128,0,-9999,189,128,7,230,240,36,54,1456,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081129,3,-9999,206,106,8,220,210,36,54,1403,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081130,3,-9999,222,122,14,220,220,45,58,1351,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081201,0,-9999,183,122,11,200,180,54,63,1934,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081202,0,-9999,156,139,10,120,110,36,63,2135,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081203,0,-9999,183,133,17,210,330,36,54,716,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081204,0,-9999,189,128,13,210,210,45,58,1254,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081205,3,-9999,233,100,5,220,210,40,54,1445,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081206,0,-9999,239,94,10,220,10,40,54,703,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081207,0,-9999,183,139,11,230,250,45,67,1451,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081208,0,-9999,189,122,20,210,210,72,81,1200,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081209,0,-9999,228,89,32,60,50,107,143,1127,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081210,0,-9999,222,67,10,200,210,40,54,1308,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081211,0,-9999,228,83,9,200,200,40,54,1416,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081212,0,-9999,183,111,22,220,210,63,72,1210,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081213,0,-9999,167,111,28,230,220,76,112,1435,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081214,0,-9999,139,56,9,240,240,45,72,1245,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081215,381,-9999,139,89,31,200,210,125,170,826,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081216,5,-9999,150,78,11,210,340,45,58,1615,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081217,221,-9999,117,67,29,80,80,103,139,923,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081218,0,-9999,139,56,19,180,180,63,81,1216,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081219,0,-9999,144,50,14,190,230,40,63,1213,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081220,0,-9999,156,50,9,220,210,54,67,1331,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081221,0,-9999,172,56,10,200,220,45,58,1311,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081222,46,-9999,144,89,23,230,220,58,72,2115,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081223,3,-9999,144,61,14,270,270,54,72,1506,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081224,5,-9999,139,89,16,80,110,40,63,1239,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081225,36,-9999,156,67,31,240,230,81,125,1356,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081226,0,-9999,139,28,16,310,290,72,112,1143,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081227,0,-9999,161,33,-9999,330,330,54,54,1353,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081228,0,-9999,206,39,15,210,210,36,36,1553,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081229,0,-9999,194,61,9,200,200,40,54,1320,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081230,0,-9999,206,72,9,200,210,54,58,1516,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081231,3,-9999,178,78,6,220,210,36,45,1550,1,1,1,-9999,-9999
