STATION,STATION_NAME,DATE,PRCP,SNWD,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,WT01,WT02,WT08,WT03,WT10
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080527,0,-9999,211,122,23,220,240,63,89,1522,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080528,0,-9999,217,128,21,200,200,63,98,1322,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080529,0,-9999,228,133,20,230,230,63,76,1452,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080530,0,-9999,233,133,21,220,220,67,76,1335,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080531,0,-9999,222,150,20,200,200,63,98,1218,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080601,0,-9999,222,144,20,210,220,63,76,1421,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080602,0,-9999,217,144,29,230,230,67,94,1353,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080603,0,-9999,211,150,34,210,230,63,81,1634,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080604,0,-9999,211,150,29,210,210,58,89,1425,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080605,0,-9999,228,144,21,230,220,54,76,1559,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080606,0,-9999,250,156,24,210,210,63,76,1400,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080607,0,-9999,222,161,31,220,220,72,89,1309,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080608,0,-9999,233,167,25,200,230,58,81,1325,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080609,0,-9999,233,167,23,200,200,67,81,1656,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080610,0,-9999,217,161,30,220,200,72,94,1459,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080611,0,-9999,228,161,28,210,220,67,98,1523,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080612,0,-9999,228,167,25,200,200,72,89,1329,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080613,0,-9999,239,167,20,210,230,58,81,1245,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080614,0,-9999,244,156,17,220,220,54,67,1545,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080615,0,-9999,256,150,21,220,220,54,67,1627,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080616,0,-9999,267,167,25,210,210,72,94,1232,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080617,0,-9999,272,172,23,220,200,63,76,1326,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080618,0,-9999,306,172,20,210,210,67,81,1622,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080619,0,-9999,300,178,26,210,220,81,98,1710,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080620,0,-9999,344,183,19,210,210,58,72,1217,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080621,0,-9999,350,217,20,220,210,63,76,1133,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080622,0,-9999,322,200,27,200,200,72,81,1326,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080623,0,-9999,278,189,28,220,210,63,89,1317,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080624,0,-9999,239,178,30,210,200,63,89,1152,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080625,0,-9999,239,178,30,190,190,63,98,1343,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080626,0,-9999,239,178,29,190,200,125,157,807,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080627,0,-9999,233,178,25,210,210,63,81,1436,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080628,0,-9999,322,178,17,220,220,54,67,1504,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080629,0,-9999,267,172,18,220,310,45,72,1511,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080630,0,-9999,283,172,21,230,220,45,67,1340,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080701,0,-9999,256,178,24,220,260,54,72,1116,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080702,0,-9999,272,172,23,220,220,54,72,1534,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080703,0,-9999,250,172,22,220,200,76,94,1224,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080704,0,-9999,294,172,22,220,230,63,89,1309,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080705,0,-9999,278,183,22,220,220,67,94,1308,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080706,0,-9999,244,183,26,200,220,63,81,1213,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080707,0,-9999,250,183,26,210,220,58,94,1251,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080708,0,-9999,250,189,26,200,110,67,116,1025,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080709,0,-9999,239,183,30,210,200,58,76,1420,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080710,0,-9999,244,194,31,210,210,76,103,1521,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080711,0,-9999,256,194,30,200,200,40,54,1915,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080712,0,-9999,278,194,22,190,200,63,76,2124,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080713,0,-9999,283,194,21,230,220,54,72,1357,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080714,0,-9999,272,194,17,220,220,58,76,1327,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080715,0,-9999,283,194,22,220,230,54,72,1539,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080716,0,-9999,267,194,23,220,190,58,81,1113,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080717,0,-9999,267,183,30,210,210,67,94,1426,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080718,0,-9999,244,183,26,200,220,58,81,1353,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080719,0,-9999,233,178,33,200,220,67,89,1226,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080720,0,-9999,233,178,28,200,200,54,81,1647,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080721,0,-9999,256,172,21,210,230,54,81,1039,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080722,0,-9999,250,178,24,190,190,63,76,1719,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080723,0,-9999,256,178,20,220,220,54,72,1538,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080724,0,-9999,250,172,24,210,220,54,72,1527,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080725,0,-9999,250,178,26,220,220,81,94,1637,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080726,0,-9999,261,194,33,220,220,76,98,1235,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080727,0,-9999,261,194,24,210,200,63,103,1511,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080728,0,-9999,256,194,20,220,220,54,72,1318,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080729,0,-9999,250,189,17,200,220,63,81,1222,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080730,0,-9999,250,189,27,210,220,58,76,1605,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080731,0,-9999,261,189,22,210,330,63,81,1211,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080801,0,-9999,256,194,21,210,220,58,72,1546,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080802,0,-9999,250,194,26,210,210,67,81,1608,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080803,0,-9999,283,189,19,200,220,63,89,1537,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080804,0,-9999,278,206,25,200,210,72,94,1235,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080805,0,-9999,283,206,22,210,230,58,81,1229,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080806,0,-9999,294,200,20,230,210,54,67,1321,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080807,0,-9999,289,200,26,210,220,63,76,1115,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080808,0,-9999,283,194,24,210,200,58,76,1349,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080809,0,-9999,283,194,19,220,220,58,72,1445,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080810,0,-9999,283,189,22,220,210,58,76,1336,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080811,0,-9999,261,183,21,210,220,58,76,1319,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080812,0,-9999,261,183,24,220,200,58,76,1548,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080813,0,-9999,272,200,28,190,190,67,89,1251,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080814,0,-9999,289,200,21,220,220,54,72,1243,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080815,0,-9999,261,200,26,200,210,67,89,1315,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080816,0,-9999,267,194,24,210,220,58,72,1622,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080817,0,-9999,272,189,21,210,210,54,72,1413,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080818,0,-9999,256,189,20,220,240,54,76,1026,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080819,0,-9999,250,178,20,200,190,63,89,1403,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080820,0,-9999,250,172,28,190,220,63,81,1354,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080821,0,-9999,244,178,27,210,220,63,81,1451,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080822,0,-9999,256,189,21,200,200,58,81,1318,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080823,0,-9999,267,189,17,220,220,54,76,1429,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080824,0,-9999,283,189,18,210,220,45,63,1331,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080825,0,-9999,283,194,28,220,220,72,98,1525,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080826,0,-9999,267,194,25,210,200,67,81,1621,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080827,0,-9999,267,194,23,210,220,58,67,1116,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080828,0,-9999,250,189,20,220,210,54,72,1429,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080829,0,-9999,283,189,23,210,210,89,103,1046,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080830,0,-9999,283,211,26,220,220,72,89,1332,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080831,0,-9999,261,206,32,220,200,67,89,1445,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080901,0,-9999,256,194,26,210,200,58,76,1618,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080902,0,-9999,283,183,16,230,220,58,72,1522,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080903,0,-9999,294,189,20,200,190,63,76,1659,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080904,0,-9999,294,194,17,230,240,58,157,1505,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080905,0,-9999,300,194,19,230,210,58,67,1356,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080906,0,-9999,283,189,20,210,220,54,67,1532,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080907,0,-9999,256,183,21,200,220,58,72,1506,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080908,0,-9999,244,194,27,210,210,67,89,1451,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080909,0,-9999,256,194,24,200,190,63,81,1204,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080910,0,-9999,250,189,20,210,220,63,81,1142,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080911,0,-9999,239,189,17,220,220,63,81,1431,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080912,0,-9999,222,189,19,190,190,54,67,942,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080913,0,-9999,250,189,13,220,220,58,72,1514,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080914,0,-9999,261,178,14,230,240,54,76,1302,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080915,0,-9999,272,172,17,200,200,58,81,1040,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080916,0,-9999,256,178,32,200,190,81,103,1259,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080917,0,-9999,261,189,20,240,210,45,67,1500,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080918,0,-9999,283,189,16,230,220,54,63,1336,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080919,0,-9999,278,178,17,230,240,54,72,1312,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080920,0,-9999,239,167,28,220,200,63,89,1451,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080921,0,-9999,233,172,24,220,200,58,76,1355,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080922,0,-9999,250,178,21,210,220,58,72,1356,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080923,0,-9999,256,172,14,230,220,45,63,1358,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080924,0,-9999,283,178,14,210,240,40,58,1340,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080925,0,-9999,311,172,16,220,220,45,58,1319,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080926,0,-9999,272,167,17,200,250,54,63,1215,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080927,0,-9999,244,167,17,200,190,45,58,1538,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080928,0,-9999,261,161,15,210,220,54,72,1047,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080929,3,-9999,278,167,16,130,130,72,103,841,1,-9999,1,1,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20080930,0,-9999,344,178,12,220,230,45,58,1459,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081001,0,-9999,350,206,18,200,210,67,81,1453,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081002,0,-9999,278,189,23,210,140,63,89,53,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081003,0,-9999,233,167,27,210,200,63,76,1355,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081004,3,-9999,222,172,26,220,220,63,81,1152,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081005,0,-9999,233,156,15,210,200,58,76,1154,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081006,0,-9999,289,156,11,230,220,40,63,1302,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081007,0,-9999,361,161,9,220,210,58,72,1420,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081008,0,-9999,333,178,14,210,230,45,63,1218,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081009,0,-9999,250,172,32,200,190,89,112,1341,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081010,0,-9999,233,150,22,210,220,67,94,1415,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081011,0,-9999,206,122,19,240,230,67,94,1402,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081012,0,-9999,239,106,26,50,60,72,103,730,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081013,0,-9999,272,178,85,60,40,148,210,2012,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081014,0,-9999,311,167,25,20,20,107,157,951,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081015,0,-9999,311,144,13,210,210,63,72,1127,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081016,0,-9999,283,139,15,210,220,63,72,1108,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081017,0,-9999,311,139,17,210,200,54,67,1106,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081018,0,-9999,261,139,13,230,230,45,63,1504,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081019,0,-9999,217,144,18,220,250,54,63,1419,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081020,0,-9999,211,144,12,220,210,45,67,1305,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081021,0,-9999,256,133,12,200,220,54,63,1416,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081022,3,-9999,372,139,14,30,70,72,98,1222,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081023,0,-9999,322,150,11,210,210,54,67,1142,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081024,0,-9999,283,133,12,200,210,45,67,1402,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081025,0,-9999,283,122,9,200,220,54,63,1244,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081026,0,-9999,256,139,7,220,220,40,54,1411,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081027,3,-9999,300,133,7,210,230,45,54,1535,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081028,0,-9999,300,133,9,210,220,36,45,1353,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081029,0,-9999,267,144,18,220,220,58,72,1302,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081030,3,-9999,306,133,19,200,160,72,94,1453,1,1,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081031,0,-9999,289,183,12,220,220,45,63,1308,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081101,0,-9999,278,172,9,270,250,45,58,2344,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081102,15,-9999,211,161,13,270,270,54,72,1504,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081103,0,-9999,206,144,18,210,220,63,94,1416,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081104,43,-9999,200,144,20,200,210,58,76,1340,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081105,0,-9999,222,111,15,210,210,54,67,1219,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081106,0,-9999,278,100,13,210,-9999,63,76,1306,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081107,0,-9999,322,128,18,70,80,98,130,1037,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081108,0,-9999,267,133,13,190,200,54,67,1435,1,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081109,0,-9999,194,133,32,280,280,72,107,1513,1,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081110,0,-9999,194,117,19,210,210,58,81,1220,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081111,0,-9999,211,106,7,240,230,40,63,1322,-9999,-9999,-9999,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081112,0,-9999,222,111,13,220,210,45,63,1232,-9999,-9999,1,-9999,-9999
GHCND:USW00093184,SANTA ANA JOHN WAYNE AIRPORT CA US,20081113,0,-9999,261,117,9,220,200,40,58,1416,1,-9999,1,-9999,-9999
