STATION,STATION_NAME,DATE,PRCP,SNWD,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070911,0,-9999,317,239,28,280,270,58,72,1349
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070912,0,-9999,322,244,26,20,20,67,76,1950
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070913,10,-9999,328,233,31,130,130,89,107,1908
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070914,0,-9999,322,233,26,250,280,58,67,1449
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070915,0,-9999,339,244,28,270,280,76,94,1458
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070916,124,-9999,339,244,26,50,50,72,98,1837
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070917,0,-9999,339,244,33,50,50,98,125,1935
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070918,66,-9999,339,233,38,30,40,72,98,1651
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070919,0,-9999,294,228,44,360,360,81,103,1930
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070920,155,-9999,278,222,39,130,130,112,130,1515
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070921,71,-9999,317,239,52,150,200,94,107,954
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070922,8,-9999,289,233,29,60,70,76,89,1921
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070923,109,-9999,328,239,31,90,90,98,112,1312
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070924,61,-9999,328,239,37,40,10,98,134,1520
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070925,8,-9999,328,239,40,70,70,89,134,1544
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070926,79,-9999,322,228,29,80,60,98,125,1459
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070927,0,-9999,317,222,24,290,300,67,81,1304
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070928,0,-9999,333,239,27,320,330,63,76,1724
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070929,46,-9999,328,239,42,80,70,112,130,1609
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20070930,0,-9999,311,228,59,70,30,107,139,1401
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071001,0,-9999,322,228,57,60,60,107,139,1544
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071002,401,-9999,306,233,48,360,210,89,107,1633
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071003,0,-9999,317,233,33,210,210,63,67,1356
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071004,259,-9999,333,244,29,90,100,81,94,1830
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071005,46,-9999,333,250,41,80,80,103,130,2357
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071006,10,-9999,339,256,57,90,80,112,134,35
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071007,74,-9999,333,250,44,80,90,112,143,1458
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071008,0,-9999,328,250,52,60,80,89,103,1409
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071009,0,-9999,333,233,41,90,90,72,89,1209
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071010,0,-9999,333,228,28,310,310,67,81,1605
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071011,0,-9999,311,228,27,280,270,63,72,1449
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071012,0,-9999,317,217,35,70,70,63,76,844
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071013,0,-9999,317,211,39,70,70,72,94,1429
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071014,0,-9999,317,206,43,100,80,89,116,1046
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071015,0,-9999,322,206,48,90,90,98,112,949
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071016,0,-9999,317,222,40,100,100,76,94,903
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071017,0,-9999,322,228,28,270,60,54,76,1026
GHCND:USW00012871,SARASOTA BRADENTON AIRPORT FL US,20071018,0,-9999,311,239,30,210,190,63,76,1312
