STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080529,0,178,33,34,200,180,98,161,1320
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080530,0,189,6,31,230,230,81,125,1032
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080531,0,217,11,24,320,220,72,107,1231
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080601,0,244,33,28,280,290,72,107,1521
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080602,0,228,61,32,220,190,89,134,1131
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080603,0,211,39,31,190,190,98,148,2117
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080604,0,150,17,25,320,320,89,112,1516
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080605,76,106,11,24,330,340,94,134,1032
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080606,8,200,11,26,170,180,107,134,1454
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080607,0,222,44,37,180,220,112,161,1054
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080608,56,139,6,38,260,240,89,139,1153
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080609,0,178,-16,29,240,230,67,94,1459
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080610,0,239,28,31,260,250,98,143,1302
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080611,3,133,6,32,210,210,103,170,1144
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080612,0,139,-10,33,170,170,134,161,1415
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080613,0,194,-27,27,10,350,67,89,1619
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080614,0,233,17,36,10,10,81,107,1216
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080615,0,256,50,30,260,290,89,116,1207
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080616,0,250,78,34,240,240,112,143,1644
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080617,0,250,78,24,250,230,81,103,1224
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080618,0,261,61,24,230,240,76,103,1131
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080619,0,244,67,32,330,350,81,116,1315
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080620,0,239,39,25,360,20,72,116,1245
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080621,0,244,44,26,310,330,72,94,1622
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080622,0,256,44,37,180,250,139,201,1543
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080623,0,233,67,30,320,320,89,107,1443
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080624,0,244,56,26,320,340,130,170,1736
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080625,0,272,39,32,190,270,72,103,1405
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080626,0,256,89,37,330,350,81,134,1506
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080627,0,261,67,34,10,10,81,116,1447
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080628,0,267,72,37,350,10,81,112,1337
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080629,0,261,67,26,350,350,67,98,1726
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080630,0,272,72,35,160,170,125,161,1941
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080701,13,267,78,31,330,330,112,161,1451
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080702,8,261,56,26,310,340,112,179,1621
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080703,0,272,50,32,360,360,72,107,1319
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080704,0,289,78,25,320,330,58,89,1228
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080705,0,261,106,29,180,180,130,161,1525
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080706,0,239,89,30,140,130,76,103,1552
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080707,81,217,83,29,310,320,94,139,1459
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080708,0,261,50,27,320,320,98,134,1504
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080709,0,272,72,28,340,330,58,89,1329
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080710,0,278,72,33,360,340,72,103,1517
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080711,0,283,83,29,310,340,76,112,1714
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080712,0,261,83,31,330,90,72,139,1926
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080713,0,267,44,30,360,360,72,103,1325
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080714,0,267,72,26,340,360,67,94,1155
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080715,0,272,83,30,10,330,67,89,1411
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080716,0,283,72,23,280,320,81,125,1344
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080717,0,239,78,21,310,350,67,94,1526
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080718,0,261,78,25,140,140,107,143,1412
GHCND:USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD CO US,20080719,0,294,67,24,130,340,63,148,1426
