STATION,STATION_NAME,DATE,MDPR,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080413,-9999,0,0,0,83,11,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080414,-9999,0,0,0,133,-11,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080415,-9999,0,0,0,206,67,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080416,-9999,0,0,0,233,133,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080417,-9999,0,0,0,183,150,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080418,-9999,0,0,0,156,72,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080419,-9999,0,0,0,178,67,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080420,-9999,0,0,0,250,83,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080421,-9999,0,0,0,250,178,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080422,-9999,320,0,0,239,117,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080423,-9999,279,0,0,239,133,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080424,-9999,0,0,0,233,156,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080425,-9999,0,0,0,217,67,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080426,-9999,0,0,0,172,39,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080427,-9999,33,0,0,156,67,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080428,-9999,0,0,0,128,61,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080429,-9999,0,0,0,172,39,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080430,-9999,0,0,0,261,89,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080501,-9999,13,0,0,278,178,77,190,190,148,197,1936
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080502,-9999,109,0,-9999,167,78,75,230,220,134,192,1345
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080503,-9999,0,0,0,161,61,43,270,260,94,130,41
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080504,-9999,0,0,0,211,61,20,230,190,58,81,1233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080505,-9999,0,0,0,239,111,15,230,230,58,67,1550
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080506,-9999,0,0,0,233,167,43,180,190,94,116,1354
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080507,-9999,0,0,0,189,156,27,230,220,89,112,39
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080508,-9999,0,0,0,222,117,37,20,30,89,116,102
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080509,-9999,8,0,0,183,106,34,80,130,98,139,337
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080510,-9999,150,0,0,161,78,52,310,300,134,197,2315
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080511,-9999,15,0,0,172,61,56,310,310,130,192,52
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080512,-9999,0,0,0,233,78,42,150,150,103,139,1750
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080513,-9999,0,0,0,244,150,41,330,330,76,107,1615
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080514,-9999,0,0,0,200,89,29,10,20,67,103,1142
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080515,-9999,0,0,0,211,133,31,80,40,67,103,1400
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080516,-9999,0,0,0,256,122,30,290,260,67,103,1235
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080517,-9999,0,0,0,300,150,25,290,280,81,112,1601
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080518,-9999,0,0,0,261,133,16,270,20,58,89,745
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080519,-9999,0,0,0,289,161,34,350,360,67,103,1153
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080520,-9999,0,0,0,239,139,37,360,10,81,112,1051
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080521,-9999,0,0,0,239,111,20,100,160,58,94,1408
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080522,-9999,107,0,0,211,128,56,90,80,98,134,2006
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080523,-9999,0,0,0,256,161,60,90,60,112,143,1909
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080524,-9999,284,0,0,244,144,46,240,250,112,148,410
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080525,-9999,25,0,0,322,194,41,230,320,89,116,2229
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080526,-9999,84,0,0,256,189,26,170,170,98,116,1218
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080527,-9999,0,0,0,244,150,46,60,60,89,112,1832
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080528,-9999,0,0,0,217,128,39,90,100,81,98,155
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080529,-9999,0,0,0,289,167,49,180,180,94,143,2304
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080530,-9999,0,0,0,311,167,42,180,250,94,130,1303
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080531,-9999,0,0,0,317,189,13,290,320,54,67,1525
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080601,-9999,0,0,0,317,183,17,130,130,54,72,1625
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080602,-9999,36,0,0,317,200,34,140,130,148,206,1132
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080603,-9999,170,0,0,317,200,51,180,180,130,170,1812
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080604,-9999,41,0,0,306,194,47,190,200,112,143,1815
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080605,-9999,307,0,0,289,194,62,250,250,148,192,2133
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080606,-9999,15,0,0,289,189,58,130,210,107,157,439
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080607,-9999,0,0,0,300,250,81,210,210,134,179,1233
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080608,-9999,277,0,0,300,194,74,210,220,143,197,1846
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080609,-9999,43,0,0,228,183,23,170,160,72,98,659
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080610,-9999,0,0,0,289,178,45,170,170,98,139,1742
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080611,-9999,15,0,0,311,211,72,180,180,125,170,1808
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080612,-9999,315,0,0,311,189,38,290,290,107,143,1946
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080613,-9999,8,0,0,278,189,21,250,240,63,81,1530
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080614,-9999,0,0,0,306,172,32,200,280,72,98,1425
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080615,-9999,69,0,0,272,189,38,350,350,107,143,1137
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080616,-9999,23,0,0,261,189,21,40,10,67,76,1350
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080617,-9999,0,0,0,278,150,10,80,20,40,58,1338
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080618,-9999,0,0,0,283,194,15,200,130,54,63,1557
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080619,-9999,20,0,0,300,183,23,50,50,94,116,1912
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080620,-9999,0,0,0,289,167,17,30,30,58,76,2238
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080621,-9999,0,0,0,311,200,17,360,350,67,89,1503
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080622,-9999,25,0,0,306,194,25,330,320,54,72,301
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080623,-9999,0,0,0,289,206,28,80,140,58,76,1340
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080624,-9999,61,0,0,294,200,42,200,230,98,130,2315
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080625,-9999,0,0,0,339,244,58,220,220,98,134,8
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080626,-9999,0,0,0,306,217,52,80,110,116,157,820
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080627,-9999,137,0,0,317,200,43,280,290,107,148,223
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080628,-9999,5,0,0,289,200,30,330,310,89,130,1654
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080629,-9999,0,0,0,289,189,47,360,320,103,139,1254
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080630,-9999,0,0,0,300,189,15,330,330,58,94,1214
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080701,-9999,0,0,0,306,178,35,180,180,76,98,1726
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080702,-9999,792,0,0,322,194,51,190,200,40,58,2259
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080703,-9999,127,0,0,272,172,30,40,70,67,81,1935
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080704,-9999,51,0,0,272,167,21,40,80,58,81,1331
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080705,-9999,0,0,0,278,189,33,120,120,72,98,1456
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080706,-9999,0,0,0,350,239,44,210,210,81,98,1718
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080707,-9999,0,0,0,344,256,56,200,200,103,130,1516
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080708,-9999,30,0,0,328,222,24,200,220,89,116,1300
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080709,-9999,0,0,0,294,211,19,190,160,54,98,642
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080710,-9999,0,0,0,322,228,38,210,190,81,107,1659
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080711,-9999,53,0,0,322,233,56,190,190,107,157,1808
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080712,-9999,135,0,0,278,178,31,10,320,76,98,939
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080713,-9999,76,0,0,300,161,22,280,320,54,72,1349
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080714,-9999,0,0,0,311,200,29,190,190,72,103,1404
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080715,-9999,0,0,0,328,200,37,190,300,89,103,1757
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080716,-9999,0,0,0,328,211,38,180,200,81,107,1221
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080717,-9999,0,0,0,333,228,37,190,190,67,89,1717
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080718,-9999,0,0,0,278,228,22,210,220,67,89,1434
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080719,-9999,0,0,0,344,222,35,200,200,89,112,1643
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080720,-9999,0,0,0,372,261,45,220,210,76,98,1029
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080721,-9999,0,0,0,378,239,29,10,30,76,107,2246
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080722,-9999,23,0,0,344,222,41,150,110,76,125,1825
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080723,-9999,0,0,0,289,222,42,90,110,72,94,1810
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080724,-9999,13,0,0,333,239,44,80,80,81,103,1316
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080725,-9999,74,0,0,333,217,33,60,60,94,125,410
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080726,-9999,25,0,0,317,222,21,200,240,143,197,1829
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080727,-9999,0,0,0,344,217,33,200,200,76,103,1618
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080728,-9999,229,0,0,294,200,39,90,80,116,143,326
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080729,-9999,376,0,0,278,222,30,50,50,89,112,2029
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080730,-9999,323,0,0,250,206,24,80,80,67,89,2
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080731,-9999,0,0,0,311,206,16,210,200,58,72,1613
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080801,-9999,0,0,0,328,228,23,240,210,58,76,806
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080802,-9999,0,0,0,361,244,31,170,170,63,81,1600
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080803,-9999,0,0,0,378,278,39,170,170,76,112,1655
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080804,-9999,76,0,0,378,267,45,280,270,103,143,2252
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080805,-9999,0,0,0,350,256,42,200,200,107,134,132
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080806,-9999,0,0,0,311,222,33,50,60,63,76,1413
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080807,-9999,0,0,0,300,217,16,30,50,45,72,1343
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080808,-9999,0,0,0,317,189,21,70,150,58,72,2220
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080809,-9999,0,0,0,233,178,23,200,200,72,81,1033
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080810,-9999,0,0,0,294,183,36,80,80,72,94,1427
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080811,-9999,0,0,0,278,189,37,90,80,63,89,1427
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080812,-9999,0,0,0,289,211,30,180,310,72,89,1618
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080813,-9999,0,0,0,322,183,13,360,150,45,81,613
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080814,-9999,46,0,0,256,200,18,130,170,58,67,1525
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080815,-9999,51,0,0,267,172,30,60,50,81,103,1730
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080816,-9999,0,0,0,283,156,25,90,50,58,67,1357
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080817,-9999,0,0,0,278,178,13,50,50,63,72,1641
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080818,-9999,0,0,0,283,161,15,70,80,54,67,1307
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080819,-9999,0,0,0,283,178,25,110,100,76,98,1043
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080820,-9999,102,0,0,267,183,36,100,100,89,116,2046
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080821,-9999,25,0,0,278,189,29,80,150,54,72,2037
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080822,-9999,0,0,0,322,217,38,170,180,72,98,1626
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080823,-9999,173,0,0,311,211,33,350,340,116,157,349
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080824,-9999,0,0,0,311,200,32,50,60,63,81,820
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080825,-9999,0,0,0,278,156,34,80,70,67,94,1435
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080826,-9999,0,0,0,278,167,27,80,80,58,72,1708
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080827,-9999,0,0,0,306,183,31,120,120,72,94,1627
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080828,-9999,0,0,0,356,244,38,360,360,107,143,1715
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080829,-9999,0,0,0,306,167,29,60,20,63,89,148
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080830,-9999,0,0,0,300,156,31,110,120,72,89,1456
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080831,-9999,0,0,0,306,206,34,120,120,76,98,1457
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080901,-9999,0,0,0,328,217,31,190,180,89,107,1104
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080902,-9999,203,0,0,311,189,33,360,10,81,107,2218
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080903,-9999,208,0,0,189,133,53,20,30,81,107,211
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080904,-9999,168,0,0,178,128,32,350,350,67,98,1214
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080905,-9999,0,0,0,222,117,7,30,310,45,63,1139
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080906,-9999,23,0,0,183,133,8,50,100,31,36,1838
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080907,-9999,0,0,0,228,144,17,80,330,45,107,809
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080908,-9999,488,0,0,183,122,43,20,10,76,103,901
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080909,-9999,0,0,0,211,106,38,80,80,76,98,1124
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080910,-9999,28,0,0,244,139,36,120,120,72,94,1402
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080911,-9999,203,0,0,222,206,27,190,180,54,72,430
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080912,-9999,1229,0,0,239,194,18,290,290,58,81,1759
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080913,-9999,282,0,0,233,200,21,200,200,76,112,649
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080914,-9999,41,0,0,200,122,46,300,320,107,148,846
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080915,-9999,0,0,0,222,94,21,330,320,63,89,1113
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080916,-9999,0,0,0,261,106,21,190,210,54,72,1319
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080917,-9999,0,0,0,278,122,11,140,150,45,58,1628
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080918,-9999,0,0,0,267,150,21,120,120,58,89,1330
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080919,-9999,0,0,0,267,150,9,180,250,54,67,1208
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080920,-9999,0,0,0,278,156,16,90,130,58,72,1254
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080921,-9999,0,0,0,261,156,26,130,140,67,94,2306
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080922,-9999,0,0,0,267,161,36,170,170,72,103,1656
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080923,-9999,0,0,0,283,200,38,200,200,76,112,1321
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080924,-9999,130,0,0,272,167,20,360,10,94,116,444
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080925,-9999,0,0,0,283,167,9,90,90,45,58,1619
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080926,-9999,0,0,0,278,194,17,130,140,54,72,1322
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080927,-9999,0,0,0,300,144,8,210,200,40,54,2241
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080928,-9999,0,0,0,306,189,19,240,240,45,58,1137
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080929,-9999,23,0,0,233,133,30,330,320,81,116,242
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080930,-9999,0,0,0,228,100,17,320,320,76,103,1408
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081001,-9999,0,0,0,211,117,32,30,20,89,112,1101
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081002,-9999,0,0,0,211,78,9,280,220,40,72,1307
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081003,-9999,0,0,0,244,106,10,180,160,40,58,2113
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081004,-9999,0,0,0,250,117,32,130,130,72,103,1540
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081005,-9999,0,0,0,267,167,45,190,170,81,125,2348
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081006,-9999,28,0,0,222,178,46,140,150,98,139,1344
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081007,-9999,18,0,0,183,89,26,340,340,76,125,1500
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081008,-9999,0,0,0,233,72,21,200,190,63,81,1533
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081009,-9999,0,0,0,250,111,25,80,110,67,89,949
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081010,-9999,0,0,0,239,139,39,180,190,89,112,1038
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081011,-9999,0,0,0,267,139,35,150,150,76,98,2253
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081012,-9999,0,0,0,233,194,47,190,170,94,125,1342
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081013,-9999,69,0,0,217,106,43,170,170,81,116,730
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081014,-9999,28,0,0,144,111,29,70,90,58,67,1541
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081015,-9999,94,0,0,144,78,30,330,330,67,98,1457
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081016,-9999,0,0,0,172,44,11,10,20,40,54,1300
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081017,-9999,36,0,0,167,50,17,230,250,63,76,1356
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081018,-9999,0,0,0,167,56,20,180,160,45,76,2022
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081019,-9999,0,0,0,228,106,41,170,170,94,116,1541
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081020,-9999,0,0,0,206,111,28,60,60,76,98,1603
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081021,-9999,81,0,0,150,83,46,300,290,112,157,1713
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081022,-9999,490,0,0,78,144,47,130,120,89,130,708
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081023,-9999,102,0,0,106,50,41,190,190,98,130,1257
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081024,-9999,0,0,0,106,56,30,270,260,67,89,1451
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081025,-9999,0,0,0,200,39,39,220,220,89,112,1635
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081026,-9999,0,0,0,200,33,54,320,320,134,183,1634
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081027,-9999,0,0,0,89,6,35,320,330,89,112,852
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081028,-9999,0,0,0,122,-11,8,260,230,45,58,1302
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081029,-9999,0,0,0,200,17,10,200,240,45,63,950
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081030,-9999,0,0,0,233,67,33,180,170,81,112,1425
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20081031,-9999,0,0,0,228,133,16,200,190,58,72,10
