STATION,STATION_NAME,DATE,MDPR,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20070926,-9999,0,0,0,239,111,7,60,80,36,76,1128
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20070927,-9999,0,0,0,289,133,10,330,330,45,63,1535
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20070928,-9999,0,0,0,283,128,23,140,150,76,112,2130
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20070929,-9999,0,0,0,283,189,57,190,200,103,130,1028
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20070930,-9999,0,0,0,289,156,62,240,240,139,197,1527
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071001,-9999,0,0,0,261,128,21,250,250,58,76,331
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071002,-9999,51,0,0,267,156,38,230,230,103,148,1415
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071003,-9999,0,0,0,256,117,19,200,130,54,67,2022
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071004,-9999,0,0,0,300,178,33,180,180,89,116,1413
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071005,-9999,0,0,0,311,222,52,190,180,103,125,1532
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071006,-9999,0,0,0,300,211,45,170,180,76,103,2328
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071007,-9999,203,0,0,278,228,39,150,150,107,157,1338
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071008,-9999,102,0,0,239,150,26,300,290,81,125,408
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071009,-9999,0,0,0,289,128,18,360,300,58,89,1425
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071010,-9999,0,0,0,194,100,34,360,320,67,94,1216
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071011,-9999,0,0,0,178,67,13,80,60,40,58,831
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071012,-9999,0,0,0,189,94,21,130,130,45,72,2046
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071013,-9999,483,0,0,183,139,47,150,140,107,161,1143
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071014,-9999,58,0,0,244,144,37,140,180,76,112,1542
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071015,-9999,25,0,0,183,128,43,200,190,89,107,1416
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071016,-9999,0,0,0,206,106,36,240,190,76,98,1428
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071017,-9999,594,0,0,178,144,33,120,130,103,134,1047
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071018,-9999,0,0,0,206,111,62,260,260,103,161,1659
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071019,-9999,0,0,0,189,100,39,280,280,103,134,1346
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071020,-9999,0,0,0,278,139,62,190,200,130,170,2347
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071021,-9999,3,0,0,233,122,65,200,220,130,183,623
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071022,-9999,140,0,0,139,78,40,360,350,72,98,1627
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071023,-9999,0,0,0,189,39,14,360,360,76,98,2358
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071024,-9999,0,0,0,161,67,51,20,10,103,143,109
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071025,-9999,0,0,0,150,39,32,40,50,72,94,941
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071026,-9999,0,0,0,128,83,10,80,90,54,63,46
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071027,-9999,0,0,0,167,67,20,10,10,67,81,1411
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071028,-9999,0,0,0,156,28,9,170,180,58,81,1350
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071029,-9999,0,0,0,206,50,28,190,180,63,76,1609
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071030,-9999,0,0,0,222,111,52,190,190,89,116,2039
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071031,-9999,0,0,0,161,50,42,10,10,98,130,1104
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071101,-9999,0,0,0,150,11,9,170,170,45,63,1549
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071102,-9999,0,0,0,183,39,19,270,350,58,72,1716
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071103,-9999,0,0,0,156,22,16,240,240,54,67,2354
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071104,-9999,0,0,0,200,44,25,200,200,72,94,2226
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071105,-9999,0,0,0,150,44,38,10,350,125,170,1030
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071106,-9999,0,0,0,89,-6,22,320,320,58,76,1422
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071107,-9999,0,0,0,122,-6,34,220,210,89,107,1548
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071108,-9999,0,0,0,178,-6,9,230,230,54,72,2
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071109,-9999,0,0,0,161,33,14,60,50,45,58,1030
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071110,-9999,0,0,0,172,44,35,200,200,81,112,2326
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071111,-9999,0,0,0,217,144,52,210,200,98,125,200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071112,-9999,0,0,0,194,89,19,30,360,67,94,1334
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071113,-9999,0,0,0,189,44,20,190,200,89,103,1715
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071114,-9999,0,0,0,128,50,47,320,330,98,139,1559
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071115,-9999,0,0,0,100,11,34,300,310,81,116,32
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071116,-9999,0,0,0,167,33,40,210,210,112,179,853
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071117,-9999,0,0,0,206,17,6,80,70,40,54,2355
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071118,-9999,0,0,0,156,56,28,120,100,58,76,949
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071119,-9999,0,0,0,244,11,69,200,200,103,143,1416
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071120,-9999,0,0,0,228,72,59,200,180,103,139,1226
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071121,-9999,84,0,0,72,-28,59,350,320,94,134,1529
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071122,-9999,0,0,0,-17,-61,33,320,350,63,76,1326
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071123,-9999,0,0,0,17,-67,15,170,150,45,63,1812
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071124,-9999,0,0,0,0,-11,21,190,180,40,58,2243
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071125,-9999,0,0,0,56,-22,7,210,200,40,54,1139
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071126,-9999,0,0,0,106,11,22,10,320,63,76,1636
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071127,-9999,0,0,0,128,-11,27,180,190,67,98,2346
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071128,-9999,0,0,0,117,6,48,350,350,98,130,1409
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071129,-9999,0,0,0,94,-33,29,200,200,67,81,1435
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071130,-9999,0,0,0,33,-11,37,30,360,72,94,749
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071201,-9999,13,0,0,172,0,69,190,190,161,233,1641
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071202,-9999,0,0,0,178,-39,52,320,320,103,143,1335
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071203,-9999,0,0,0,67,-56,33,200,210,81,107,1557
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071204,-9999,0,0,0,139,6,19,240,240,67,89,2109
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071205,-9999,0,0,0,106,-28,50,350,350,125,165,607
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071206,-9999,30,76,64,-6,-39,21,170,160,45,67,1229
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071207,-9999,0,-9999,0,6,-39,31,40,40,58,72,2301
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071208,-9999,0,-9999,0,-6,-72,57,50,50,89,107,1106
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071209,-9999,0,-9999,0,-6,-78,31,60,50,72,81,1034
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071210,-9999,23,-9999,0,-6,-72,17,60,50,63,76,1904
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071211,-9999,424,0,0,6,-17,27,10,10,63,81,2039
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071212,-9999,0,0,0,-17,-33,20,350,360,54,72,111
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071213,-9999,0,0,0,28,-22,26,260,280,63,81,947
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071214,-9999,0,0,0,0,-44,31,60,60,98,112,1848
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071215,-9999,20,-9999,38,-28,-89,42,60,50,76,98,213
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071216,-9999,0,-9999,0,11,-106,17,250,250,40,54,1017
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071217,-9999,0,0,0,67,-78,25,190,200,67,89,2142
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071218,-9999,0,0,0,83,-78,32,210,200,89,112,328
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071219,-9999,0,0,0,117,-33,13,80,200,54,76,1432
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071220,-9999,0,0,0,111,-6,9,320,320,40,45,1520
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071221,-9999,0,0,0,122,-22,28,130,130,76,98,1502
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071222,-9999,61,25,33,100,-61,53,340,350,98,143,1737
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071223,-9999,0,-9999,0,-6,-83,45,270,270,94,134,1311
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071224,-9999,0,-9999,0,-50,44,22,230,240,58,67,223
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071225,-9999,0,-9999,0,100,6,27,160,170,67,94,1429
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071226,-9999,20,25,20,44,-17,21,360,350,54,67,2257
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071227,-9999,8,25,0,-6,-44,33,70,60,72,94,2222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071228,-9999,8,51,25,-22,-67,31,280,290,72,103,1139
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071229,-9999,0,-9999,0,17,-72,15,200,210,58,67,1302
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071230,-9999,0,-9999,0,33,-72,24,230,230,94,125,1326
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20071231,-9999,0,25,0,33,-28,39,300,300,89,130,630
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080101,-9999,0,0,0,33,-111,61,310,320,107,143,1348
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080102,-9999,0,0,0,-50,-133,17,320,330,58,89,15
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080103,-9999,0,0,0,33,-100,59,180,180,112,134,1400
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080104,-9999,0,0,0,83,-11,56,200,190,107,134,339
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080105,-9999,0,0,0,161,72,44,210,210,89,112,856
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080106,-9999,0,0,0,156,72,39,230,250,103,161,756
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080107,-9999,0,0,0,178,67,43,200,210,116,165,940
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080108,-9999,102,0,0,78,-6,31,300,310,89,139,1329
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080109,-9999,0,0,0,78,-22,23,130,130,72,89,1624
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080110,-9999,173,0,0,28,-11,34,70,70,98,116,921
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080111,-9999,0,0,0,89,-33,23,210,220,89,107,1333
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080112,-9999,0,0,0,44,-28,37,320,320,72,98,1637
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080113,-9999,0,0,0,28,-44,34,280,250,58,76,2114
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080114,-9999,0,0,0,6,-72,33,320,320,63,81,1539
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080115,-9999,0,0,0,56,-89,29,180,170,67,94,2053
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080116,-9999,81,51,38,50,-39,37,180,190,72,103,211
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080117,-9999,0,0,8,-39,-106,46,280,270,81,107,1534
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080118,-9999,0,-9999,0,-33,-128,35,350,320,76,107,1524
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080119,-9999,0,-9999,0,-94,-167,14,330,330,45,63,1332
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080120,-9999,0,-9999,0,-39,-167,31,110,120,72,103,1503
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080121,-9999,0,25,0,28,-78,53,210,200,103,125,1841
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080122,-9999,0,25,0,-50,-133,35,310,290,72,107,52
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080123,-9999,0,0,0,17,-128,43,320,330,103,143,1910
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080124,-9999,0,0,0,17,-172,21,330,330,63,81,12
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080125,-9999,0,0,0,6,-100,38,180,180,94,112,1227
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080126,-9999,0,0,0,106,-28,27,280,290,72,94,1209
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080127,-9999,0,0,0,150,-22,34,180,190,98,130,2021
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080128,-9999,0,0,0,161,89,82,210,190,143,201,1529
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080129,-9999,0,25,20,128,-111,60,330,320,125,174,741
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080130,-9999,0,0,0,-6,-117,42,90,80,81,112,2113
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080131,-9999,0,0,0,17,-39,44,20,20,76,98,1629
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080201,-9999,0,0,0,33,-61,27,180,130,72,98,1714
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080202,-9999,0,0,0,83,-22,12,320,320,45,63,1328
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080203,-9999,33,0,0,22,-17,35,80,60,72,98,1138
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080204,-9999,0,0,0,206,0,43,210,220,103,134,1055
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080205,-9999,351,25,25,28,-22,51,30,30,130,157,2130
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080206,-9999,25,51,20,-11,-61,39,320,320,94,112,721
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080207,-9999,0,25,0,39,-78,24,260,250,72,94,1528
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080208,-9999,0,-9999,0,78,-11,38,200,210,81,103,800
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080209,-9999,0,-9999,0,83,-50,43,350,300,94,116,1241
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080210,-9999,0,0,0,-50,-111,47,360,10,94,116,327
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080211,-9999,0,0,0,-72,-111,52,110,120,81,103,905
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080212,-9999,0,0,0,-39,-100,36,320,300,76,98,1347
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080213,-9999,0,0,0,67,-94,32,170,170,76,98,1651
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080214,-9999,0,0,0,139,-67,55,320,330,107,139,1559
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080215,-9999,0,0,0,17,-100,24,360,360,63,76,37
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080216,-9999,208,0,0,17,-56,25,70,80,54,63,2358
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080217,-9999,216,0,76,39,0,49,310,320,125,161,1545
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080218,-9999,0,0,0,11,-94,47,300,290,89,130,243
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080219,-9999,0,0,0,56,-111,35,230,240,94,116,1530
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080220,-9999,0,0,0,-6,-139,60,30,30,107,130,421
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080221,-9999,38,25,13,-67,-100,40,70,70,76,103,135
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080222,-9999,0,0,0,-17,-72,11,350,360,40,54,845
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080223,-9999,0,0,0,33,-67,14,190,180,45,67,1310
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080224,-9999,0,0,0,61,-22,26,200,210,67,81,2204
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080225,-9999,0,0,5,100,-11,46,330,320,112,161,2116
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080226,-9999,0,0,0,11,-56,57,320,330,103,157,253
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080227,-9999,0,0,0,72,-56,19,290,320,54,76,1400
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080228,-9999,0,0,0,61,0,26,130,130,67,81,1433
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080229,-9999,0,0,0,117,-6,23,350,340,76,107,853
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080301,-9999,0,0,0,206,17,58,220,200,157,201,1456
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080302,-9999,185,0,0,228,22,76,210,200,143,197,1222
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080303,-9999,76,0,0,22,-56,65,360,360,107,148,226
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080304,-9999,0,0,0,72,-72,15,30,330,63,112,1058
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080305,-9999,0,0,0,67,-22,42,320,330,89,112,1200
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080306,-9999,0,0,0,67,-56,17,330,320,54,76,135
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080307,-9999,13,0,0,11,-94,45,360,360,89,112,1648
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080308,-9999,0,0,0,33,-117,25,210,210,72,94,1624
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080309,-9999,0,0,0,122,-6,23,20,20,94,107,1823
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080310,-9999,0,0,0,83,-33,20,360,310,45,67,1127
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080311,-9999,0,0,0,189,-21,32,230,230,89,107,1314
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080312,-9999,0,0,0,256,-17,27,250,260,103,134,1541
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080313,-9999,0,0,0,172,44,13,130,130,76,103,1746
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080314,-9999,0,0,0,194,39,26,50,50,58,72,2322
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080315,-9999,91,0,0,89,0,43,20,10,89,112,317
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080316,-9999,0,0,0,67,-11,38,90,90,81,112,2032
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080317,-9999,394,0,0,72,33,32,80,100,89,112,1009
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080318,-9999,0,0,0,89,33,32,10,320,67,94,650
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080319,-9999,0,0,0,150,22,27,10,90,67,98,1545
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080320,-9999,0,0,0,194,50,42,190,170,107,148,2149
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080321,-9999,0,0,0,150,50,56,310,310,107,143,1155
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080322,-9999,0,0,0,122,11,32,330,320,81,107,2106
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080323,-9999,0,0,0,122,6,46,10,330,81,112,939
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080324,-9999,0,0,0,144,-22,59,180,180,134,165,2048
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080325,-9999,0,0,0,156,61,37,200,210,125,174,137
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080326,-9999,10,0,0,117,50,42,90,90,89,107,1601
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080327,-9999,0,0,0,117,33,56,30,30,103,116,1714
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080328,-9999,0,0,0,122,22,43,30,70,81,98,1447
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080329,-9999,0,0,0,106,28,45,120,100,76,98,1151
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080330,-9999,0,0,0,150,67,36,60,70,72,81,1220
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080331,-9999,0,0,0,217,56,67,190,170,148,210,710
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080401,-9999,0,0,0,83,33,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080402,-9999,0,0,0,144,22,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080403,-9999,71,0,0,94,44,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080404,-9999,0,0,0,150,39,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080405,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080406,-9999,0,0,0,194,100,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080407,-9999,8,0,0,139,22,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080408,-9999,338,0,0,83,56,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080409,-9999,23,0,0,128,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080410,-9999,132,0,0,194,83,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080411,-9999,0,0,0,94,22,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013988,KANSAS CITY DOWNTOWN AIRPORT MO US,20080412,-9999,3,0,0,56,11,-9999,-9999,-9999,-9999,-9999,-9999
