STATION,STATION_NAME,DATE,MDPR,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,FMTM
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070212,-9999,0,-9999,-9999,228,83,14,170,160,67,103,1258,1305
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070213,-9999,0,-9999,-9999,244,83,29,230,240,80,107,1726,1727
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070214,-9999,0,-9999,-9999,211,50,54,260,260,107,130,1113,1142
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070215,-9999,0,-9999,-9999,128,6,26,270,330,72,98,1146,1210
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070216,-9999,0,-9999,-9999,117,-22,39,300,290,76,103,1507,1616
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070217,-9999,0,-9999,-9999,144,-50,31,240,260,80,98,1437,1654
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070218,-9999,33,-9999,-9999,128,22,47,300,270,94,116,1225,1448
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070219,-9999,0,-9999,-9999,156,0,17,50,50,58,72,934,934
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070220,-9999,0,-9999,-9999,228,0,21,210,250,63,80,1514,1536
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070221,-9999,0,-9999,-9999,261,94,33,260,240,103,125,1424,1425
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070222,-9999,0,-9999,-9999,261,100,38,290,280,80,98,1352,1346
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070223,-9999,0,-9999,-9999,228,67,30,50,50,67,80,1002,1037
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070224,-9999,0,-9999,-9999,233,39,31,130,130,76,94,1023,1021
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070225,-9999,0,-9999,-9999,250,106,44,210,210,103,139,1805,1806
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070226,-9999,0,-9999,-9999,278,161,38,240,220,80,103,1636,1610
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070227,-9999,3,-9999,-9999,278,111,26,280,280,67,112,1413,1414
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070228,-9999,0,-9999,-9999,272,61,30,110,100,76,89,1614,1142
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070301,-9999,71,-9999,-9999,283,156,43,140,140,89,103,826,827
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070302,-9999,198,-9999,-9999,233,128,28,320,320,89,103,726,727
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070303,-9999,25,-9999,-9999,150,100,18,110,340,45,58,156,1204
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070304,-9999,0,-9999,-9999,200,78,34,270,270,80,112,1424,1540
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070305,-9999,0,-9999,-9999,183,0,30,360,360,72,94,913,913
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070306,-9999,0,-9999,-9999,222,-6,22,20,40,80,103,1043,1047
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070307,-9999,0,-9999,-9999,244,44,18,260,190,63,76,1416,1835
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070308,-9999,0,-9999,-9999,250,44,10,80,70,58,72,1856,1857
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070309,-9999,0,-9999,-9999,256,72,22,70,90,72,98,1656,1656
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070310,-9999,0,-9999,-9999,261,100,12,60,60,58,76,1923,1901
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070311,-9999,0,-9999,-9999,267,100,19,80,40,63,89,1438,1351
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070312,-9999,0,-9999,-9999,272,89,16,100,110,63,72,1722,1722
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070313,-9999,0,-9999,-9999,272,94,13,140,150,54,103,1059,1545
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070314,-9999,0,-9999,-9999,278,122,24,150,160,72,80,1606,1558
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070315,-9999,0,-9999,-9999,278,150,34,160,150,76,103,939,940
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070316,-9999,117,-9999,-9999,267,144,39,290,270,80,112,1428,1642
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070317,-9999,0,-9999,-9999,178,50,36,330,340,98,148,300,123
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070318,-9999,0,-9999,-9999,200,28,22,360,30,67,89,1527,1513
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070319,-9999,0,-9999,-9999,228,28,24,100,110,72,103,1309,1359
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070320,-9999,0,-9999,-9999,256,67,17,120,100,63,107,1316,1317
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070321,-9999,0,-9999,-9999,256,83,31,60,80,98,112,1639,1511
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070322,-9999,0,-9999,-9999,261,100,33,110,100,107,125,1051,1051
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070323,-9999,0,-9999,-9999,278,117,25,70,60,72,98,1718,1719
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070324,-9999,0,-9999,-9999,283,106,22,80,60,67,103,1444,1707
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070325,-9999,0,-9999,-9999,294,94,23,110,100,89,125,1608,1608
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070326,-9999,0,-9999,-9999,289,122,30,90,90,76,112,1611,1612
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070327,-9999,0,-9999,-9999,283,156,21,100,110,63,80,1915,1916
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070328,-9999,0,-9999,-9999,283,111,20,90,150,58,76,1241,1754
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070329,-9999,0,-9999,-9999,289,106,26,90,60,76,107,1628,1736
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070330,-9999,15,-9999,-9999,256,161,40,60,30,80,103,1514,1604
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070331,-9999,0,-9999,-9999,267,144,27,120,110,67,98,1723,912
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070401,-9999,0,-9999,-9999,283,122,22,160,160,72,94,920,950
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070402,-9999,0,-9999,-9999,294,122,20,270,240,63,94,1119,1551
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070403,-9999,0,-9999,-9999,306,139,14,270,190,63,80,1401,1928
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070404,-9999,0,-9999,-9999,311,139,35,240,230,76,103,1826,1826
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070405,-9999,0,-9999,-9999,222,133,21,20,10,58,80,815,902
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070406,-9999,0,-9999,-9999,222,67,34,320,340,72,98,1120,1121
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070407,-9999,0,-9999,-9999,167,61,35,280,310,80,112,1042,1428
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070408,-9999,0,-9999,-9999,172,17,23,230,280,58,80,1447,1841
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070409,-9999,36,-9999,-9999,117,89,14,40,140,45,54,1117,1016
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070410,-9999,13,-9999,-9999,172,100,19,30,30,58,76,736,743
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070411,-9999,0,-9999,-9999,294,144,27,210,210,76,112,2123,2124
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070412,-9999,0,-9999,-9999,311,150,35,260,300,67,103,1335,1358
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070413,-9999,0,-9999,-9999,300,111,34,110,40,67,98,846,1826
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070414,-9999,0,-9999,-9999,322,156,41,250,170,80,116,1239,1814
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070415,-9999,58,-9999,-9999,244,89,77,270,300,134,174,2250,1136
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070416,-9999,0,-9999,-9999,228,56,53,330,320,107,139,1248,1037
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070417,-9999,0,-9999,-9999,289,94,41,330,310,80,107,853,839
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070418,-9999,66,-9999,-9999,261,111,22,240,190,72,98,1357,1421
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070419,-9999,0,-9999,-9999,261,100,17,40,40,54,72,1138,1138
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070420,-9999,0,-9999,-9999,239,106,47,50,30,103,134,1517,1519
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070421,-9999,0,-9999,-9999,261,117,37,70,100,80,116,926,933
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070422,-9999,0,-9999,-9999,272,72,30,130,120,80,103,1449,1629
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070423,-9999,0,-9999,-9999,283,83,24,130,130,72,89,1552,1552
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070424,-9999,0,-9999,-9999,289,94,14,280,130,54,76,1330,1932
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070425,-9999,0,-9999,-9999,300,139,18,220,210,67,80,1104,1103
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070426,-9999,0,-9999,-9999,306,139,30,210,210,80,116,1503,1504
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070427,-9999,5,-9999,-9999,300,183,42,260,250,94,116,1709,1709
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070428,-9999,0,-9999,-9999,289,139,29,280,290,72,94,1600,1600
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070429,-9999,0,-9999,-9999,306,144,22,280,280,63,89,1548,1526
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070430,-9999,0,-9999,-9999,311,111,10,70,80,54,67,1335,1336
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070501,-9999,0,-9999,-9999,317,128,17,110,100,54,63,1943,1243
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070502,-9999,0,-9999,-9999,317,150,16,10,170,54,63,2018,1144
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070503,-9999,0,-9999,-9999,328,139,14,90,100,63,72,1852,1852
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070504,-9999,0,-9999,-9999,333,144,20,80,70,63,89,1757,1704
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070505,-9999,20,-9999,-9999,322,189,19,110,110,67,80,1911,1912
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070506,-9999,0,-9999,-9999,322,172,36,50,40,98,134,1417,2029
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070507,-9999,0,-9999,-9999,239,106,47,40,50,98,130,1330,1433
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070508,-9999,0,-9999,-9999,267,111,36,330,340,80,112,1409,1418
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070509,-9999,0,-9999,-9999,283,167,39,30,340,89,125,1609,1703
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070510,-9999,0,-9999,-9999,300,178,43,60,20,94,125,1621,1701
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070511,-9999,0,-9999,-9999,311,167,27,60,50,72,94,1200,1201
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070512,-9999,0,-9999,-9999,322,150,12,100,100,45,63,1507,1507
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070513,-9999,20,-9999,-9999,294,183,18,170,180,76,89,1544,1544
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070514,-9999,0,-9999,-9999,278,183,51,70,50,103,139,1309,1312
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070515,-9999,0,-9999,-9999,294,150,35,100,60,80,112,1230,1215
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070516,-9999,0,-9999,-9999,317,122,17,350,20,67,94,1338,1225
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070517,-9999,137,-9999,-9999,306,172,17,20,20,58,76,1553,1557
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070518,-9999,0,-9999,-9999,283,167,31,50,60,76,98,1459,1643
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070519,-9999,0,-9999,-9999,278,133,33,40,80,80,103,1458,1555
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070520,-9999,0,-9999,-9999,294,89,20,70,60,72,89,1024,1025
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070521,-9999,0,-9999,-9999,306,106,18,110,100,76,94,1800,1720
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070522,-9999,0,-9999,-9999,300,133,36,60,60,98,130,1619,1619
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070523,-9999,0,-9999,-9999,300,167,49,60,80,107,143,1616,1612
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070524,-9999,18,-9999,-9999,300,161,45,50,80,103,192,1529,1143
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070525,-9999,0,-9999,-9999,283,167,38,60,90,94,112,1652,1555
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070526,-9999,0,-9999,-9999,289,128,31,90,60,80,116,1208,1702
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070527,-9999,0,-9999,-9999,294,139,29,80,90,72,103,1735,1736
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070528,-9999,0,-9999,-9999,311,139,30,110,120,89,107,1641,1445
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070529,-9999,0,-9999,-9999,311,178,42,60,120,94,116,1610,1622
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070530,-9999,0,-9999,-9999,322,156,34,110,110,98,125,1535,1517
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070531,-9999,0,-9999,-9999,311,178,34,100,110,80,103,1758,1759
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070601,-9999,8,-9999,-9999,278,178,27,130,140,72,94,1235,1215
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070602,-9999,615,-9999,-9999,250,178,51,270,290,89,112,1949,2211
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070603,-9999,0,-9999,-9999,311,189,60,240,240,112,139,1224,1311
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070604,-9999,0,-9999,-9999,311,217,54,230,250,103,139,1129,1348
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070605,-9999,0,-9999,-9999,322,222,51,250,260,98,116,1407,1359
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070606,-9999,0,-9999,-9999,328,217,31,290,310,67,94,1131,1121
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070607,-9999,0,-9999,-9999,322,194,21,220,220,67,89,1057,1058
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070608,-9999,0,-9999,-9999,333,189,12,130,250,80,130,1739,1644
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070609,-9999,119,-9999,-9999,344,189,26,130,100,116,170,1747,1751
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070610,-9999,0,-9999,-9999,361,228,24,120,120,107,134,1853,1854
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070611,-9999,0,-9999,-9999,361,222,17,240,240,80,107,1532,1552
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070612,-9999,30,-9999,-9999,278,206,16,10,20,125,161,1022,1023
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070613,-9999,58,-9999,-9999,289,189,20,20,20,94,125,1432,1433
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070614,-9999,5,-9999,-9999,289,172,25,70,50,67,103,1155,1732
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070615,-9999,0,-9999,-9999,317,167,19,60,80,72,89,1705,1621
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070616,-9999,0,-9999,-9999,322,178,22,50,90,76,94,1458,1502
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070617,-9999,0,-9999,-9999,339,172,22,110,120,72,94,1449,1840
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070618,-9999,0,-9999,-9999,344,189,19,140,110,58,72,1647,1429
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070619,-9999,0,-9999,-9999,328,211,11,130,130,89,103,1743,1742
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070620,-9999,424,-9999,-9999,283,200,29,230,230,89,125,1415,1415
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070621,-9999,33,-9999,-9999,294,222,29,20,20,76,98,1618,1618
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070622,-9999,0,-9999,-9999,328,228,30,30,90,63,80,1028,1508
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070623,-9999,0,-9999,-9999,339,200,10,110,110,40,58,1441,1954
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070624,-9999,0,-9999,-9999,339,200,13,150,250,45,72,2255,2301
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070625,-9999,257,-9999,-9999,311,200,9,110,280,103,183,1302,1452
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070626,-9999,0,-9999,-9999,328,194,28,60,120,89,107,1602,1442
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070627,-9999,0,-9999,-9999,328,211,26,50,50,76,98,1556,1557
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070628,-9999,0,-9999,-9999,322,200,19,130,130,72,98,1518,1519
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070629,-9999,201,-9999,-9999,322,206,17,100,120,80,107,1400,1401
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070630,-9999,0,-9999,-9999,333,206,13,90,110,58,72,1548,1550
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070701,-9999,137,-9999,-9999,350,222,20,60,40,116,161,1500,1523
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070702,-9999,0,-9999,-9999,322,217,7,330,270,58,107,1715,1800
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070703,-9999,86,-9999,-9999,289,217,32,50,50,98,116,1603,1603
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070704,-9999,66,-9999,-9999,267,228,33,100,100,72,94,1134,1137
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070705,-9999,152,-9999,-9999,311,222,22,120,100,72,94,1603,1604
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070706,-9999,0,-9999,-9999,339,217,20,310,310,58,72,1559,1559
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070707,-9999,0,-9999,-9999,344,228,21,270,280,76,103,1254,1733
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070708,-9999,0,-9999,-9999,339,222,26,210,200,94,116,1228,1228
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070709,-9999,5,-9999,-9999,344,233,31,210,200,63,94,1637,1638
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070710,-9999,0,-9999,-9999,344,222,20,210,210,80,103,1520,1521
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070711,-9999,0,-9999,-9999,339,228,34,240,240,80,125,1330,1556
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070712,-9999,0,-9999,-9999,322,239,25,280,290,76,103,1115,1116
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070713,-9999,0,-9999,-9999,344,233,23,280,280,80,98,1418,1419
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070714,-9999,127,-9999,-9999,306,217,17,230,200,89,116,1031,1032
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070715,-9999,13,-9999,-9999,317,211,11,310,300,67,94,1340,1341
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070716,-9999,61,-9999,-9999,339,217,19,170,170,112,139,2033,2033
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070717,-9999,142,-9999,-9999,339,211,12,250,250,130,161,1608,1609
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070718,-9999,30,-9999,-9999,350,211,15,300,300,80,103,1658,1658
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070719,-9999,0,-9999,-9999,350,228,24,280,240,63,98,1248,1615
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070720,-9999,0,-9999,-9999,333,244,26,240,230,67,80,1556,1557
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070721,-9999,193,-9999,-9999,322,217,19,70,240,107,143,1807,1722
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070722,-9999,0,-9999,-9999,300,200,25,60,50,94,116,1143,1147
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070723,-9999,0,-9999,-9999,300,194,30,90,80,72,98,1335,1335
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070724,-9999,25,-9999,-9999,300,217,14,80,180,45,72,1456,1813
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070725,-9999,102,-9999,-9999,322,200,10,270,280,112,134,1606,1600
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070726,-9999,0,-9999,-9999,333,206,7,300,290,45,63,1843,1844
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070727,-9999,0,-9999,-9999,322,228,17,240,200,40,58,2014,2121
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070728,-9999,986,-9999,-9999,322,217,27,240,250,76,134,1422,1422
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070729,-9999,0,-9999,-9999,322,222,21,190,190,67,94,1442,1627
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070730,-9999,0,-9999,-9999,328,228,26,230,220,63,94,1107,1545
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070731,-9999,140,-9999,-9999,333,228,18,270,190,76,103,1326,1358
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070801,-9999,0,-9999,-9999,311,217,21,60,50,67,80,1250,1323
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070802,-9999,163,-9999,-9999,278,233,29,120,120,67,89,1430,1435
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070803,-9999,414,-9999,-9999,294,228,33,240,250,161,246,1528,1529
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070804,-9999,30,-9999,-9999,322,239,23,280,290,94,125,1231,1233
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070805,-9999,0,-9999,-9999,344,233,16,290,60,54,76,1331,934
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070806,-9999,0,-9999,-9999,344,244,13,40,40,72,94,1712,1716
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070807,-9999,0,-9999,-9999,350,239,10,260,270,45,58,1928,1924
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070808,-9999,0,-9999,-9999,350,250,14,250,230,40,63,2108,2115
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070809,-9999,254,-9999,-9999,356,239,17,150,270,89,103,1956,1857
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070810,-9999,0,-9999,-9999,350,239,20,220,210,67,89,1601,1601
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070811,-9999,0,-9999,-9999,344,239,25,10,20,94,125,2115,2115
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070812,-9999,338,-9999,-9999,344,222,16,200,200,112,130,1829,1829
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070813,-9999,0,-9999,-9999,344,228,11,100,100,67,80,1640,1638
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070814,-9999,117,-9999,-9999,356,233,14,30,30,134,170,1711,1712
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070815,-9999,0,-9999,-9999,344,222,9,340,330,67,89,1707,1709
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070816,-9999,0,-9999,-9999,333,222,13,130,120,63,89,1656,1701
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070817,-9999,0,-9999,-9999,328,217,11,150,60,36,54,1435,1705
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070818,-9999,0,-9999,-9999,339,228,16,140,100,63,80,1646,1417
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070819,-9999,0,-9999,-9999,339,211,26,80,60,67,80,1547,1423
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070820,-9999,0,-9999,-9999,350,233,21,110,110,63,76,1843,1900
GHCND:USW00012816,GAINESVILLE REGIONAL AIRPORT FL US,20070821,-9999,0,-9999,-9999,344,222,16,90,90,54,67,1624,1625
