STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,WESD,AWND,WDF2,WDF5,WSF2,WSF5,PGTM,FMTM,WT09,WT14,WT07,WT01,WT15,WT17,WT06,WT21,WT05,WT02,WT11,WT22,WT04,WT13,WT16,WT08,WT18,WT03,WT10
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070114,203,0,0,33,0,0,26,290,290,54,67,2354,2355,-9999,1,-9999,1,-9999,-9999,1,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070115,5,0,0,28,-67,0,70,270,280,103,134,1410,1706,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070116,0,0,0,-50,-117,0,44,280,280,94,112,338,338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070117,0,0,0,-6,-83,0,34,150,150,67,89,2329,2329,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070118,0,0,0,17,-28,0,59,290,320,130,156,2153,2021,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070119,0,0,0,56,-56,0,45,250,310,80,112,234,1552,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070120,25,0,23,17,-50,0,31,80,100,58,76,1912,2145,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070121,28,76,56,33,-17,0,39,110,100,98,112,141,137,-9999,1,-9999,1,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070122,0,25,0,17,-11,0,43,280,260,72,89,2123,2222,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070123,0,25,0,67,-28,0,44,260,260,94,107,1228,1229,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070124,0,0,0,39,-6,0,37,290,290,63,76,2357,2341,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070125,0,0,0,17,-33,0,34,330,320,98,130,114,114,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070126,0,0,0,156,-28,0,52,240,240,125,143,1631,1358,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070127,0,0,0,89,-56,0,65,280,280,125,148,2310,2307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070128,3,0,0,-56,-111,0,62,310,310,112,148,917,920,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070129,0,0,0,61,-100,0,49,290,280,112,143,2216,2216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070130,0,0,3,-22,-117,0,71,280,310,112,161,112,1052,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070131,8,0,13,-28,-128,0,28,160,200,63,89,1903,1853,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070201,3,25,3,-11,-61,0,29,310,310,58,72,2224,2250,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070202,0,0,0,-39,-111,0,53,270,290,107,134,1139,1123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070203,0,0,0,-61,-117,0,61,280,270,125,161,722,1115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070204,0,0,0,-17,-144,0,53,310,300,125,148,1534,1522,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070205,8,0,18,-100,-150,0,25,330,340,63,76,59,104,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070206,0,25,0,72,-106,0,49,340,350,76,103,2125,1909,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070207,0,0,0,-56,-111,0,30,20,30,67,80,152,153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070208,0,0,0,-39,-89,0,36,340,340,63,72,412,346,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070209,0,0,0,-6,-78,0,36,300,280,63,80,1205,1207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070210,0,0,0,-6,-100,0,32,310,320,76,94,234,222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070211,0,0,0,78,-39,0,21,150,200,58,72,1501,1710,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070212,127,0,0,56,11,0,23,80,80,89,103,2216,2216,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070213,112,0,69,11,-72,0,71,30,10,125,161,1531,1142,-9999,-9999,-9999,1,-9999,-9999,1,-9999,-9999,1,-9999,-9999,1,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070214,0,76,0,-61,-111,0,47,350,340,76,107,21,41,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070215,0,76,0,-94,-144,0,37,290,310,63,76,1434,1900,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070216,3,51,5,-6,-150,0,47,200,200,103,134,2201,2202,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070217,10,51,25,0,-61,0,60,310,320,125,156,1309,1155,-9999,1,-9999,1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070218,0,76,0,28,-83,0,38,130,130,76,98,1951,1952,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070219,0,25,0,150,6,0,48,230,200,112,148,1206,1433,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070220,0,0,0,122,0,0,17,340,360,67,76,1340,1345,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070221,0,0,0,161,-17,0,16,280,280,76,98,2307,2308,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070222,0,0,0,106,6,0,41,310,330,80,107,1303,1316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070223,0,0,0,100,-6,0,62,120,120,107,134,2006,2024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070224,208,0,0,78,22,0,96,120,120,179,215,1338,1339,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070225,30,0,0,89,17,0,85,260,260,143,192,1340,1458,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070226,0,0,0,83,-11,0,40,280,270,98,112,837,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070227,0,0,0,89,-33,0,24,80,100,67,80,2202,2314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070228,3,0,0,161,0,0,69,140,130,125,148,1321,1322,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070301,0,0,0,200,28,0,92,250,260,179,232,2224,1128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070302,0,0,0,100,11,0,88,260,260,170,210,1651,1657,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070303,0,0,10,28,-50,0,77,280,280,130,156,1113,1114,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070304,0,0,0,67,-83,0,48,260,270,89,107,1239,1223,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070305,0,0,0,172,-6,0,47,320,320,94,130,1324,1419,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070306,0,0,0,94,-28,0,47,120,120,76,103,801,1643,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070307,0,0,0,83,-11,0,44,40,40,72,103,1429,1832,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070308,0,0,0,117,-39,0,26,100,100,54,63,1737,1741,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070309,15,0,0,211,28,0,35,270,260,80,103,1455,1456,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070310,0,0,0,167,28,0,28,330,310,63,80,140,201,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070311,0,0,0,161,44,0,28,100,120,67,80,831,909,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070312,0,0,0,244,44,0,29,270,250,80,98,1611,1548,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070313,0,0,0,261,133,0,52,240,230,103,130,1204,1134,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070314,213,0,0,217,83,0,43,20,30,139,174,2332,2333,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070315,3,0,0,94,50,0,55,30,50,112,156,12,2352,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070316,0,0,0,72,-6,0,49,320,310,89,116,1450,1531,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070317,0,0,0,33,-11,0,8,140,170,36,54,1535,1411,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070318,0,0,0,106,-28,0,49,150,150,94,116,2017,2018,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070319,0,0,0,206,78,0,44,270,270,94,107,1250,1157,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070320,13,0,0,122,67,0,49,150,160,76,103,2355,2356,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070321,0,0,0,261,117,0,66,200,190,125,161,1438,1438,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070322,46,0,0,228,161,0,52,210,230,80,130,1600,1600,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070323,53,0,0,217,150,0,31,230,230,103,116,736,737,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070324,0,0,0,267,156,0,28,130,130,76,98,1602,1602,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070325,0,0,0,283,161,0,43,210,210,98,130,1257,1429,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070326,0,0,0,261,189,0,43,200,200,103,134,1244,1245,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070327,8,0,0,267,139,0,37,140,140,103,130,1741,1617,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070328,8,0,0,244,167,0,28,170,170,72,98,125,126,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070329,0,0,0,244,167,0,35,100,90,72,89,1648,1654,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070330,213,0,0,183,161,0,34,280,340,76,98,825,733,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070331,140,0,0,217,122,0,60,170,170,112,161,1604,1605,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070401,0,0,0,233,117,0,67,250,260,161,197,1357,1301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070402,0,0,0,283,89,0,34,150,190,89,116,2149,1832,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070403,259,0,0,233,39,0,55,310,310,130,170,1012,1013,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,1,-9999,1,1,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070404,0,0,0,67,0,0,73,280,310,130,170,1523,1516,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070405,0,0,0,61,-17,0,51,320,330,80,112,1350,924,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070406,0,0,0,22,-17,0,67,310,320,103,143,1356,1538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070407,0,0,0,28,-50,0,63,310,260,103,139,1453,1240,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070408,0,0,0,89,-33,0,29,260,290,72,112,1056,1441,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070409,0,0,0,117,-17,0,22,330,340,76,98,1451,1534,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070410,165,0,0,122,67,0,70,120,140,112,148,1331,2245,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070411,25,0,0,156,50,0,85,280,270,143,197,1921,2234,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,1,1,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070412,0,0,0,78,11,0,62,280,280,143,228,138,133,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070413,89,0,0,106,6,0,21,70,70,54,67,2358,2358,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,1,1,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070414,147,0,0,56,28,0,55,20,40,94,130,944,1630,-9999,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999,1,-9999,1,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070415,0,0,0,150,6,0,31,290,340,72,103,1416,1548,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT MO US,20070416,0,0,0,222,44,0,23,280,290,63,89,1159,1311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
