STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070301,269,457,224,-44,-78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070302,353,686,363,-39,-78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070303,94,787,198,-72,-106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070304,33,838,84,-39,-150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070305,18,787,33,-78,-183,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070306,25,737,28,-128,-233,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070307,0,737,0,-61,-244,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070308,0,737,0,6,-200,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070309,0,686,0,78,-50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070310,0,635,0,50,-44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070311,0,610,0,117,-89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070312,3,508,0,83,11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070313,0,457,0,189,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070314,3,356,8,56,-89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070315,8,356,18,-78,-117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070316,10,356,36,-17,-161,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070317,0,356,0,-11,-200,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070318,5,356,8,33,-156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070319,69,457,112,11,-117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070320,8,457,36,0,-122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070321,0,406,0,39,-50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070322,20,356,0,56,6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070323,0,305,0,139,-6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070324,0,279,0,156,17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070325,94,178,0,106,50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070326,15,76,0,172,39,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070327,0,0,0,94,6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070328,0,0,0,83,-11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070329,0,0,0,128,6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070330,61,0,0,33,-11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070331,46,0,0,56,0,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070401,48,0,0,122,11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070402,3,0,0,67,0,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070403,170,0,79,0,-17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070404,455,178,610,-11,-100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070405,104,406,183,-83,-111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070406,84,406,170,-89,-111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070407,86,508,191,-56,-89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070408,0,508,0,-39,-150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070409,0,406,0,-28,-183,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070410,0,406,0,6,-194,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070411,69,406,51,-6,-106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070412,157,406,119,-22,-33,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070413,0,457,0,61,-83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070414,0,406,0,106,-78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070415,0,356,0,72,-56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070416,0,279,0,117,-44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070417,0,229,0,67,-28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070418,0,178,0,50,17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070419,0,127,0,139,-6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070420,0,76,0,178,-22,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070421,0,25,0,217,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070422,0,0,0,283,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070423,104,0,0,133,50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070424,0,0,0,117,-11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070425,0,0,0,100,-28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070426,0,0,0,150,0,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070427,8,0,0,144,22,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070428,0,0,0,172,22,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070429,0,0,0,267,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070430,0,0,0,139,6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070501,5,0,0,167,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070502,0,0,0,106,11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070503,0,0,0,167,-17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070504,0,0,0,211,11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070505,0,0,0,150,33,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070506,0,0,0,178,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070507,3,0,0,183,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070508,0,0,0,256,139,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070509,13,0,0,244,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070510,0,0,0,289,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070511,0,0,0,128,33,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070512,0,0,0,133,0,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070513,33,0,0,211,-22,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070514,259,0,0,244,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070515,81,0,0,100,28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070516,3,0,0,89,17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070517,0,0,0,172,33,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070518,0,0,0,228,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070519,30,0,0,161,-11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070520,3,0,0,56,-11,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070521,46,0,0,128,-6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070522,0,0,0,278,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070523,0,0,0,272,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070524,30,0,0,283,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070525,0,0,0,183,50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070526,10,0,0,194,28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070527,0,0,0,122,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070528,0,0,0,233,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070529,3,0,0,289,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070530,0,0,0,300,172,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070531,5,0,0,272,172,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070601,0,0,0,256,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070602,8,0,0,250,144,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070603,0,0,0,200,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070604,10,0,0,167,72,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070605,0,0,0,128,22,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070606,18,0,0,233,28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070607,0,0,0,256,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070608,0,0,0,206,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070609,0,0,0,256,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070610,76,0,0,300,106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070611,0,0,0,300,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070612,0,0,0,317,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070613,0,0,0,306,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070614,0,0,0,300,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070615,0,0,0,328,144,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070616,3,0,0,244,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070617,107,0,0,261,100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070618,224,0,0,300,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070619,0,0,0,172,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070620,46,0,0,244,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070621,0,0,0,211,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070622,0,0,0,206,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070623,0,0,0,278,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070624,0,0,0,300,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070625,0,0,0,317,167,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070626,0,0,0,317,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070627,0,0,0,294,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070628,0,0,0,144,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070629,0,0,0,233,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070630,0,0,0,167,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070701,0,0,0,178,33,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070702,10,0,0,167,78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070703,3,0,0,267,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070704,0,0,0,283,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070705,0,0,0,261,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070706,0,0,0,272,111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070707,0,0,0,317,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070708,132,0,0,306,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070709,0,0,0,256,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070710,61,0,0,272,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070711,41,0,0,217,111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070712,13,0,0,161,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070713,97,0,0,194,78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070714,71,0,0,183,100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070715,0,0,0,222,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070716,0,0,0,239,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070717,0,0,0,256,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070718,10,0,0,267,139,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070719,20,0,0,161,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070720,0,0,0,200,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070721,0,0,0,256,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070722,0,0,0,283,139,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070723,0,0,0,267,167,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070724,0,0,0,289,189,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070725,0,0,0,328,194,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070726,142,0,0,289,194,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070727,0,0,0,244,161,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070728,0,0,0,261,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070729,0,0,0,294,106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070730,0,0,0,322,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070731,0,0,0,317,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070801,0,0,0,333,206,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070802,0,0,0,289,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070803,0,0,0,250,111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070804,0,0,0,283,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070805,0,0,0,239,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070806,0,0,0,228,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070807,36,0,0,294,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070808,0,0,0,239,139,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070809,0,0,0,272,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070810,0,0,0,267,144,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070811,8,0,0,289,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070812,0,0,0,239,128,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070813,0,0,0,228,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070814,0,0,0,267,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070815,0,0,0,256,106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070816,0,0,0,228,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070817,0,0,0,172,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070818,0,0,0,206,17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070819,0,0,0,189,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070820,0,0,0,222,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070821,13,0,0,178,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070822,0,0,0,278,161,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070823,0,0,0,267,144,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070824,0,0,0,217,111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070825,0,0,0,200,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070826,0,0,0,261,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070827,0,0,0,289,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070828,160,0,0,272,167,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070829,0,0,0,206,100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070830,0,0,0,217,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070831,0,0,0,206,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070901,0,0,0,278,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070902,0,0,0,289,167,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070903,28,0,0,217,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070904,1090,0,0,161,122,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070905,0,0,0,311,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070906,0,0,0,294,206,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070907,107,0,0,228,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070908,0,0,0,194,94,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070909,0,0,0,128,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070910,0,0,0,144,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070911,46,0,0,122,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070912,3,0,0,83,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070913,3,0,0,189,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070914,30,0,0,94,28,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070915,8,0,0,128,-6,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070916,0,0,0,189,50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070917,3,0,0,228,83,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070918,56,0,0,272,150,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070919,18,0,0,206,111,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070920,0,0,0,183,72,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070921,353,0,0,244,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070922,0,0,0,206,78,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070923,0,0,0,244,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070924,69,0,0,289,156,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070925,5,0,0,228,100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070926,8,0,0,139,61,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070927,23,0,0,150,67,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070928,0,0,0,150,50,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070929,15,0,0,183,56,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20070930,38,0,0,233,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071001,64,0,0,156,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071002,74,0,0,178,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071003,5,0,0,194,117,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071004,0,0,0,244,100,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071005,13,0,0,150,89,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071006,145,0,0,239,133,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071007,5,0,0,289,178,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071008,69,0,0,283,106,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071009,13,0,0,106,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071010,439,0,0,67,44,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071011,74,0,0,50,17,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071012,25,0,0,67,0,-9999
GHCND:USW00094850,MARQUETTE WEATHER SERVICE OFFICE AIRPORT MI US,20071013,0,0,0,117,0,-9999
