STATION,STATION_NAME,DATE,MDPR,DAPR,PRCP,SNWD,SNOW,TMAX,TMIN,TOBS
GHCND:USC00481840,CODY WY US,20071118,-9999,-9999,0,0,0,144,78,128
GHCND:USC00481840,CODY WY US,20071119,-9999,-9999,0,0,0,156,-6,-6
GHCND:USC00481840,CODY WY US,20071120,-9999,-9999,36,51,51,-6,-67,-67
GHCND:USC00481840,CODY WY US,20071121,-9999,-9999,0,0,0,-56,-128,-94
GHCND:USC00481840,CODY WY US,20071122,-9999,-9999,0,0,0,-17,-156,-72
GHCND:USC00481840,CODY WY US,20071123,-9999,-9999,0,0,0,22,-139,-44
GHCND:USC00481840,CODY WY US,20071124,-9999,-9999,0,0,0,56,-117,17
GHCND:USC00481840,CODY WY US,20071125,-9999,-9999,0,0,0,61,-6,-6
GHCND:USC00481840,CODY WY US,20071126,-9999,-9999,0,0,0,39,-89,0
GHCND:USC00481840,CODY WY US,20071127,-9999,-9999,0,0,0,56,-44,17
GHCND:USC00481840,CODY WY US,20071128,-9999,-9999,0,0,0,11,-83,-33
GHCND:USC00481840,CODY WY US,20071129,-9999,-9999,0,0,0,-22,-78,-78
GHCND:USC00481840,CODY WY US,20071130,-9999,-9999,3,0,0,-56,-111,-72
GHCND:USC00481840,CODY WY US,20071201,-9999,-9999,0,0,0,-72,-144,-144
GHCND:USC00481840,CODY WY US,20071202,-9999,-9999,0,0,0,22,-189,6
GHCND:USC00481840,CODY WY US,20071203,-9999,-9999,0,0,0,100,-6,56
GHCND:USC00481840,CODY WY US,20071204,-9999,-9999,0,0,0,111,56,94
GHCND:USC00481840,CODY WY US,20071205,-9999,-9999,0,0,0,94,-6,28
GHCND:USC00481840,CODY WY US,20071206,-9999,-9999,3,0,0,28,-22,-22
GHCND:USC00481840,CODY WY US,20071207,-9999,-9999,20,0,51,-22,-83,-83
GHCND:USC00481840,CODY WY US,20071208,-9999,-9999,8,0,25,-83,-133,-128
GHCND:USC00481840,CODY WY US,20071209,-9999,-9999,0,0,0,-39,-167,-83
GHCND:USC00481840,CODY WY US,20071210,-9999,-9999,0,0,0,-17,-117,-56
GHCND:USC00481840,CODY WY US,20071211,-9999,-9999,0,0,0,-22,-150,-83
GHCND:USC00481840,CODY WY US,20071212,-9999,-9999,0,0,0,28,-156,0
GHCND:USC00481840,CODY WY US,20071213,-9999,-9999,0,0,0,28,-156,-61
GHCND:USC00481840,CODY WY US,20071214,-9999,-9999,0,0,0,-56,-156,-94
GHCND:USC00481840,CODY WY US,20071215,-9999,-9999,0,0,0,-6,-133,-78
GHCND:USC00481840,CODY WY US,20071216,-9999,-9999,0,0,0,33,-83,17
GHCND:USC00481840,CODY WY US,20071217,-9999,-9999,0,0,0,50,-100,17
GHCND:USC00481840,CODY WY US,20071218,-9999,-9999,0,0,0,67,-17,39
GHCND:USC00481840,CODY WY US,20071219,-9999,-9999,0,0,0,67,-11,44
GHCND:USC00481840,CODY WY US,20071220,-9999,-9999,0,0,0,72,22,22
GHCND:USC00481840,CODY WY US,20071221,-9999,-9999,33,76,76,33,-89,-89
GHCND:USC00481840,CODY WY US,20071222,-9999,-9999,0,0,0,-6,-167,-11
GHCND:USC00481840,CODY WY US,20071223,-9999,-9999,0,0,0,22,-50,11
GHCND:USC00481840,CODY WY US,20071224,-9999,-9999,0,0,0,33,-67,22
GHCND:USC00481840,CODY WY US,20071225,-9999,-9999,0,0,0,39,-78,28
GHCND:USC00481840,CODY WY US,20071226,-9999,-9999,0,0,0,11,-78,-39
GHCND:USC00481840,CODY WY US,20071227,-9999,-9999,0,0,0,-22,-117,-67
GHCND:USC00481840,CODY WY US,20071228,-9999,-9999,0,0,0,-44,-117,-50
GHCND:USC00481840,CODY WY US,20071229,-9999,-9999,0,0,0,-6,-67,-39
GHCND:USC00481840,CODY WY US,20071230,-9999,-9999,0,0,0,-11,-100,-44
GHCND:USC00481840,CODY WY US,20071231,-9999,-9999,0,0,0,-22,-78,-50
GHCND:USC00481840,CODY WY US,20080101,-9999,-9999,0,0,0,-17,-128,-78
GHCND:USC00481840,CODY WY US,20080102,-9999,-9999,0,0,0,6,-139,-22
GHCND:USC00481840,CODY WY US,20080103,-9999,-9999,0,0,0,94,-89,-22
GHCND:USC00481840,CODY WY US,20080104,-9999,-9999,0,0,0,106,-39,78
GHCND:USC00481840,CODY WY US,20080105,-9999,-9999,0,0,0,78,-6,-6
GHCND:USC00481840,CODY WY US,20080106,-9999,-9999,0,0,0,44,-67,-22
GHCND:USC00481840,CODY WY US,20080107,-9999,-9999,0,0,0,6,-83,-22
GHCND:USC00481840,CODY WY US,20080108,-9999,-9999,0,0,0,6,-56,-17
GHCND:USC00481840,CODY WY US,20080109,-9999,-9999,0,0,0,44,-39,-22
GHCND:USC00481840,CODY WY US,20080110,-9999,-9999,0,0,0,33,-67,6
GHCND:USC00481840,CODY WY US,20080111,-9999,-9999,0,0,0,33,-22,17
GHCND:USC00481840,CODY WY US,20080112,-9999,-9999,0,0,0,28,-17,6
GHCND:USC00481840,CODY WY US,20080113,-9999,-9999,0,0,0,50,-44,17
GHCND:USC00481840,CODY WY US,20080114,-9999,-9999,0,0,0,39,-83,6
GHCND:USC00481840,CODY WY US,20080115,-9999,-9999,0,0,0,61,-72,-72
GHCND:USC00481840,CODY WY US,20080116,-9999,-9999,0,0,0,-67,-167,-106
GHCND:USC00481840,CODY WY US,20080117,-9999,-9999,0,0,0,-22,-139,-28
GHCND:USC00481840,CODY WY US,20080118,-9999,-9999,5,25,25,-28,-117,-117
GHCND:USC00481840,CODY WY US,20080119,-9999,-9999,0,0,0,-33,-156,-56
GHCND:USC00481840,CODY WY US,20080120,-9999,-9999,0,0,0,-39,-183,-183
GHCND:USC00481840,CODY WY US,20080121,-9999,-9999,0,0,0,-167,-250,-194
GHCND:USC00481840,CODY WY US,20080122,-9999,-9999,0,0,0,-89,-272,-167
GHCND:USC00481840,CODY WY US,20080123,-9999,-9999,0,0,0,-72,-178,-117
GHCND:USC00481840,CODY WY US,20080124,-9999,-9999,0,0,0,-28,-178,-94
GHCND:USC00481840,CODY WY US,20080125,-9999,-9999,0,0,0,17,-122,-11
GHCND:USC00481840,CODY WY US,20080126,-9999,-9999,0,0,0,72,-33,56
GHCND:USC00481840,CODY WY US,20080127,-9999,-9999,0,0,0,100,-6,56
GHCND:USC00481840,CODY WY US,20080128,-9999,-9999,0,0,0,61,-189,-189
GHCND:USC00481840,CODY WY US,20080129,-9999,-9999,0,0,0,-22,-194,-44
GHCND:USC00481840,CODY WY US,20080130,-9999,-9999,0,0,0,-6,-67,-44
GHCND:USC00481840,CODY WY US,20080131,-9999,-9999,0,0,0,6,-72,-28
GHCND:USC00481840,CODY WY US,20080201,-9999,-9999,0,0,0,6,-83,-28
GHCND:USC00481840,CODY WY US,20080202,-9999,-9999,0,0,0,-11,-67,-28
GHCND:USC00481840,CODY WY US,20080203,-9999,-9999,0,0,0,-6,-122,-39
GHCND:USC00481840,CODY WY US,20080204,-9999,-9999,0,0,0,-33,-89,-61
GHCND:USC00481840,CODY WY US,20080205,-9999,-9999,0,0,0,0,-144,-28
GHCND:USC00481840,CODY WY US,20080206,-9999,-9999,0,0,0,-6,-83,-44
GHCND:USC00481840,CODY WY US,20080207,-9999,-9999,0,0,0,50,-56,11
GHCND:USC00481840,CODY WY US,20080208,-9999,-9999,0,0,0,33,-44,17
GHCND:USC00481840,CODY WY US,20080209,-9999,-9999,0,0,0,17,-133,-117
GHCND:USC00481840,CODY WY US,20080210,-9999,-9999,0,0,0,100,-167,72
GHCND:USC00481840,CODY WY US,20080211,-9999,-9999,0,0,0,78,-28,28
GHCND:USC00481840,CODY WY US,20080212,-9999,-9999,0,0,0,89,-56,72
GHCND:USC00481840,CODY WY US,20080213,-9999,-9999,41,127,127,72,-39,-28
GHCND:USC00481840,CODY WY US,20080214,-9999,-9999,0,76,0,6,-111,-11
GHCND:USC00481840,CODY WY US,20080215,-9999,-9999,0,0,0,67,-122,39
GHCND:USC00481840,CODY WY US,20080216,-9999,-9999,0,0,0,56,-33,28
GHCND:USC00481840,CODY WY US,20080217,-9999,-9999,18,51,51,28,-106,-28
GHCND:USC00481840,CODY WY US,20080218,-9999,-9999,0,0,0,78,-89,61
GHCND:USC00481840,CODY WY US,20080219,-9999,-9999,0,0,0,128,-6,117
GHCND:USC00481840,CODY WY US,20080220,-9999,-9999,0,0,0,122,-44,83
GHCND:USC00481840,CODY WY US,20080221,-9999,-9999,0,0,0,111,-50,78
GHCND:USC00481840,CODY WY US,20080222,-9999,-9999,0,0,0,111,-44,78
GHCND:USC00481840,CODY WY US,20080223,-9999,-9999,0,0,0,100,-28,61
GHCND:USC00481840,CODY WY US,20080224,-9999,-9999,0,0,0,78,-11,56
GHCND:USC00481840,CODY WY US,20080225,-9999,-9999,0,0,0,56,-39,-33
GHCND:USC00481840,CODY WY US,20080226,-9999,-9999,13,0,25,72,-111,67
GHCND:USC00481840,CODY WY US,20080227,-9999,-9999,0,0,0,122,-39,106
GHCND:USC00481840,CODY WY US,20080228,-9999,-9999,0,0,0,106,33,72
GHCND:USC00481840,CODY WY US,20080229,-9999,-9999,0,0,0,117,-44,111
GHCND:USC00481840,CODY WY US,20080301,-9999,-9999,0,0,0,156,33,61
GHCND:USC00481840,CODY WY US,20080302,-9999,-9999,0,0,0,67,-44,0
GHCND:USC00481840,CODY WY US,20080303,-9999,-9999,0,0,0,61,-72,28
GHCND:USC00481840,CODY WY US,20080304,-9999,-9999,0,0,0,28,-39,-39
GHCND:USC00481840,CODY WY US,20080305,-9999,-9999,0,0,0,0,-117,-44
GHCND:USC00481840,CODY WY US,20080306,-9999,-9999,0,0,0,44,-100,17
GHCND:USC00481840,CODY WY US,20080307,-9999,-9999,0,0,0,128,-33,72
GHCND:USC00481840,CODY WY US,20080308,-9999,-9999,0,0,0,89,-22,72
GHCND:USC00481840,CODY WY US,20080309,-9999,-9999,0,0,0,106,-39,83
GHCND:USC00481840,CODY WY US,20080310,-9999,-9999,0,0,0,144,-11,139
GHCND:USC00481840,CODY WY US,20080311,-9999,-9999,0,0,0,156,33,128
GHCND:USC00481840,CODY WY US,20080312,-9999,-9999,0,0,0,133,-33,78
GHCND:USC00481840,CODY WY US,20080313,-9999,-9999,0,0,0,83,-22,56
GHCND:USC00481840,CODY WY US,20080314,-9999,-9999,20,0,51,56,-44,-17
GHCND:USC00481840,CODY WY US,20080315,-9999,-9999,0,0,0,61,-61,28
GHCND:USC00481840,CODY WY US,20080316,-9999,-9999,0,0,0,56,-61,33
GHCND:USC00481840,CODY WY US,20080317,-9999,-9999,0,0,0,67,-39,50
GHCND:USC00481840,CODY WY US,20080318,-9999,-9999,0,0,0,89,-17,72
GHCND:USC00481840,CODY WY US,20080319,-9999,-9999,0,0,0,117,-22,100
GHCND:USC00481840,CODY WY US,20080320,-9999,-9999,0,0,0,106,0,61
GHCND:USC00481840,CODY WY US,20080321,-9999,-9999,0,0,0,67,-33,44
GHCND:USC00481840,CODY WY US,20080322,-9999,-9999,0,0,0,56,-56,22
GHCND:USC00481840,CODY WY US,20080323,-9999,-9999,0,0,0,111,-50,100
GHCND:USC00481840,CODY WY US,20080324,-9999,-9999,0,0,0,122,67,94
GHCND:USC00481840,CODY WY US,20080325,-9999,-9999,0,0,0,94,-44,44
GHCND:USC00481840,CODY WY US,20080326,-9999,-9999,81,102,102,56,-44,-22
GHCND:USC00481840,CODY WY US,20080327,-9999,-9999,13,51,25,22,-94,0
GHCND:USC00481840,CODY WY US,20080328,-9999,-9999,0,0,0,44,-72,44
GHCND:USC00481840,CODY WY US,20080329,-9999,-9999,0,0,0,50,-56,-6
GHCND:USC00481840,CODY WY US,20080330,-9999,-9999,0,0,0,17,-83,6
GHCND:USC00481840,CODY WY US,20080331,-9999,-9999,0,0,0,6,-72,-28
GHCND:USC00481840,CODY WY US,20080401,-9999,-9999,0,0,0,33,-89,28
GHCND:USC00481840,CODY WY US,20080402,-9999,-9999,0,0,0,89,-72,78
GHCND:USC00481840,CODY WY US,20080403,-9999,-9999,0,0,0,106,-56,100
GHCND:USC00481840,CODY WY US,20080404,-9999,-9999,0,0,0,133,22,117
GHCND:USC00481840,CODY WY US,20080405,-9999,-9999,0,0,0,117,-11,28
GHCND:USC00481840,CODY WY US,20080406,-9999,-9999,0,0,0,100,-56,78
GHCND:USC00481840,CODY WY US,20080407,-9999,-9999,0,0,0,83,-22,44
GHCND:USC00481840,CODY WY US,20080408,-9999,-9999,0,0,0,83,-11,50
GHCND:USC00481840,CODY WY US,20080409,-9999,-9999,0,0,0,72,-33,61
GHCND:USC00481840,CODY WY US,20080410,-9999,-9999,0,0,0,67,-28,33
GHCND:USC00481840,CODY WY US,20080411,-9999,-9999,0,0,0,94,-39,83
GHCND:USC00481840,CODY WY US,20080412,-9999,-9999,0,0,0,139,-33,122
GHCND:USC00481840,CODY WY US,20080413,-9999,-9999,0,0,0,222,-6,217
GHCND:USC00481840,CODY WY US,20080414,-9999,-9999,0,0,0,239,89,222
GHCND:USC00481840,CODY WY US,20080415,-9999,-9999,0,0,0,222,56,67
GHCND:USC00481840,CODY WY US,20080416,-9999,-9999,0,0,0,72,-28,44
GHCND:USC00481840,CODY WY US,20080417,-9999,-9999,0,0,0,133,-11,128
GHCND:USC00481840,CODY WY US,20080418,-9999,-9999,0,0,0,172,44,150
GHCND:USC00481840,CODY WY US,20080419,-9999,-9999,0,0,0,194,28,167
GHCND:USC00481840,CODY WY US,20080420,-9999,-9999,41,76,76,167,-67,-67
GHCND:USC00481840,CODY WY US,20080421,-9999,-9999,8,25,25,44,-122,39
GHCND:USC00481840,CODY WY US,20080422,-9999,-9999,0,0,0,133,-33,128
GHCND:USC00481840,CODY WY US,20080423,-9999,-9999,0,0,0,133,-33,89
GHCND:USC00481840,CODY WY US,20080424,-9999,-9999,0,0,0,111,-17,0
GHCND:USC00481840,CODY WY US,20080425,-9999,-9999,0,0,0,89,-50,33
GHCND:USC00481840,CODY WY US,20080426,-9999,-9999,8,0,25,94,-61,78
GHCND:USC00481840,CODY WY US,20080427,-9999,-9999,0,0,0,183,-22,172
GHCND:USC00481840,CODY WY US,20080428,-9999,-9999,0,0,0,217,100,200
GHCND:USC00481840,CODY WY US,20080429,-9999,-9999,0,0,0,244,61,222
GHCND:USC00481840,CODY WY US,20080430,-9999,-9999,0,0,0,222,33,44
GHCND:USC00481840,CODY WY US,20080501,-9999,-9999,0,0,0,78,17,72
GHCND:USC00481840,CODY WY US,20080502,-9999,-9999,28,0,51,78,-22,56
GHCND:USC00481840,CODY WY US,20080503,-9999,-9999,0,0,0,172,-22,161
GHCND:USC00481840,CODY WY US,20080504,-9999,-9999,0,0,0,183,39,167
GHCND:USC00481840,CODY WY US,20080505,-9999,-9999,0,0,0,228,56,217
GHCND:USC00481840,CODY WY US,20080506,-9999,-9999,0,0,0,222,72,167
GHCND:USC00481840,CODY WY US,20080507,-9999,-9999,5,0,0,167,61,83
GHCND:USC00481840,CODY WY US,20080508,-9999,-9999,13,0,0,156,44,150
GHCND:USC00481840,CODY WY US,20080509,-9999,-9999,5,0,0,150,28,33
GHCND:USC00481840,CODY WY US,20080510,-9999,-9999,41,0,0,133,0,133
GHCND:USC00481840,CODY WY US,20080511,-9999,-9999,0,0,0,206,61,194
GHCND:USC00481840,CODY WY US,20080512,-9999,-9999,28,0,0,194,6,94
GHCND:USC00481840,CODY WY US,20080513,-9999,-9999,0,0,0,156,22,156
GHCND:USC00481840,CODY WY US,20080514,-9999,-9999,0,0,0,156,89,117
GHCND:USC00481840,CODY WY US,20080515,-9999,-9999,41,0,0,183,50,183
GHCND:USC00481840,CODY WY US,20080516,-9999,-9999,0,0,0,250,106,244
GHCND:USC00481840,CODY WY US,20080517,-9999,-9999,0,0,0,272,117,267
GHCND:USC00481840,CODY WY US,20080518,-9999,-9999,0,0,0,278,167,272
GHCND:USC00481840,CODY WY US,20080519,-9999,-9999,0,0,0,283,150,217
GHCND:USC00481840,CODY WY US,20080520,-9999,-9999,0,0,0,283,83,272
GHCND:USC00481840,CODY WY US,20080521,-9999,-9999,79,0,0,272,61,67
GHCND:USC00481840,CODY WY US,20080522,-9999,-9999,503,0,0,72,33,67
GHCND:USC00481840,CODY WY US,20080523,-9999,-9999,183,0,0,133,61,117
GHCND:USC00481840,CODY WY US,20080524,-9999,-9999,5,0,0,161,78,150
GHCND:USC00481840,CODY WY US,20080525,-9999,-9999,0,0,0,156,67,122
GHCND:USC00481840,CODY WY US,20080526,-9999,-9999,142,0,0,122,56,67
GHCND:USC00481840,CODY WY US,20080527,-9999,-9999,53,0,0,100,50,94
GHCND:USC00481840,CODY WY US,20080528,-9999,-9999,0,0,0,189,61,106
GHCND:USC00481840,CODY WY US,20080529,-9999,-9999,28,0,0,211,83,200
GHCND:USC00481840,CODY WY US,20080530,-9999,-9999,10,0,0,211,111,194
GHCND:USC00481840,CODY WY US,20080531,-9999,-9999,0,0,0,217,67,211
GHCND:USC00481840,CODY WY US,20080601,-9999,-9999,0,0,0,244,100,217
GHCND:USC00481840,CODY WY US,20080602,-9999,-9999,0,0,0,239,94,228
GHCND:USC00481840,CODY WY US,20080603,-9999,-9999,0,0,0,228,83,194
GHCND:USC00481840,CODY WY US,20080604,-9999,-9999,0,0,0,194,111,144
GHCND:USC00481840,CODY WY US,20080605,-9999,-9999,13,0,0,189,94,167
GHCND:USC00481840,CODY WY US,20080606,-9999,-9999,0,0,0,189,122,139
GHCND:USC00481840,CODY WY US,20080607,-9999,-9999,0,0,0,167,67,128
GHCND:USC00481840,CODY WY US,20080608,-9999,-9999,0,0,0,156,78,144
GHCND:USC00481840,CODY WY US,20080609,-9999,-9999,0,0,0,183,67,167
GHCND:USC00481840,CODY WY US,20080610,-9999,-9999,36,0,0,183,94,183
GHCND:USC00481840,CODY WY US,20080611,-9999,-9999,0,0,0,183,39,100
GHCND:USC00481840,CODY WY US,20080612,-9999,-9999,15,0,0,156,44,144
GHCND:USC00481840,CODY WY US,20080613,-9999,-9999,0,0,0,217,94,200
GHCND:USC00481840,CODY WY US,20080614,-9999,-9999,0,0,0,278,89,261
GHCND:USC00481840,CODY WY US,20080615,-9999,-9999,0,0,0,272,94,233
GHCND:USC00481840,CODY WY US,20080616,-9999,-9999,0,0,0,278,83,250
GHCND:USC00481840,CODY WY US,20080617,-9999,-9999,0,0,0,311,100,306
GHCND:USC00481840,CODY WY US,20080618,-9999,-9999,0,0,0,311,144,261
GHCND:USC00481840,CODY WY US,20080619,-9999,-9999,0,0,0,278,128,250
GHCND:USC00481840,CODY WY US,20080620,-9999,-9999,0,0,0,267,106,261
GHCND:USC00481840,CODY WY US,20080621,-9999,-9999,0,0,0,306,117,300
GHCND:USC00481840,CODY WY US,20080622,-9999,-9999,0,0,0,306,167,267
GHCND:USC00481840,CODY WY US,20080623,-9999,-9999,5,0,0,267,111,239
GHCND:USC00481840,CODY WY US,20080624,-9999,-9999,0,0,0,317,122,294
GHCND:USC00481840,CODY WY US,20080625,-9999,-9999,0,0,0,300,128,283
GHCND:USC00481840,CODY WY US,20080626,-9999,-9999,0,0,0,294,150,283
GHCND:USC00481840,CODY WY US,20080627,-9999,-9999,0,0,0,283,150,244
GHCND:USC00481840,CODY WY US,20080628,-9999,-9999,0,0,0,261,100,256
GHCND:USC00481840,CODY WY US,20080629,-9999,-9999,0,0,0,311,128,306
GHCND:USC00481840,CODY WY US,20080630,-9999,-9999,13,0,0,339,167,194
GHCND:USC00481840,CODY WY US,20080701,-9999,-9999,0,0,0,306,156,289
GHCND:USC00481840,CODY WY US,20080702,-9999,-9999,38,0,0,289,128,189
GHCND:USC00481840,CODY WY US,20080703,-9999,-9999,18,0,0,289,122,278
GHCND:USC00481840,CODY WY US,20080704,-9999,-9999,0,0,0,339,172,311
GHCND:USC00481840,CODY WY US,20080705,-9999,-9999,0,0,0,328,183,311
GHCND:USC00481840,CODY WY US,20080706,-9999,-9999,0,0,0,306,161,267
GHCND:USC00481840,CODY WY US,20080707,-9999,-9999,3,0,0,272,133,267
GHCND:USC00481840,CODY WY US,20080708,-9999,-9999,0,0,0,267,144,256
GHCND:USC00481840,CODY WY US,20080709,-9999,-9999,0,0,0,317,150,311
GHCND:USC00481840,CODY WY US,20080710,-9999,-9999,0,0,0,322,156,317
GHCND:USC00481840,CODY WY US,20080711,-9999,-9999,0,0,0,322,150,200
GHCND:USC00481840,CODY WY US,20080712,-9999,-9999,0,0,0,250,67,244
GHCND:USC00481840,CODY WY US,20080713,-9999,-9999,0,0,0,289,111,289
GHCND:USC00481840,CODY WY US,20080714,-9999,-9999,0,0,0,300,139,294
GHCND:USC00481840,CODY WY US,20080715,-9999,-9999,0,0,0,317,161,311
GHCND:USC00481840,CODY WY US,20080716,-9999,-9999,0,0,0,311,156,283
GHCND:USC00481840,CODY WY US,20080717,-9999,-9999,0,0,0,283,139,272
GHCND:USC00481840,CODY WY US,20080718,-9999,-9999,0,0,0,283,139,228
GHCND:USC00481840,CODY WY US,20080719,-9999,-9999,0,0,0,300,117,294
GHCND:USC00481840,CODY WY US,20080720,-9999,-9999,0,0,0,294,128,261
GHCND:USC00481840,CODY WY US,20080721,-9999,-9999,8,0,0,333,189,283
GHCND:USC00481840,CODY WY US,20080722,-9999,-9999,0,0,0,333,178,328
GHCND:USC00481840,CODY WY US,20080723,-9999,-9999,0,0,0,333,150,300
GHCND:USC00481840,CODY WY US,20080724,-9999,-9999,0,0,0,300,128,261
GHCND:USC00481840,CODY WY US,20080725,-9999,-9999,0,0,0,300,144,294
GHCND:USC00481840,CODY WY US,20080726,-9999,-9999,0,0,0,339,144,322
GHCND:USC00481840,CODY WY US,20080727,-9999,-9999,0,0,0,350,172,333
GHCND:USC00481840,CODY WY US,20080728,-9999,-9999,0,0,0,333,194,294
GHCND:USC00481840,CODY WY US,20080729,-9999,-9999,0,0,0,333,122,294
GHCND:USC00481840,CODY WY US,20080730,-9999,-9999,0,0,0,317,156,311
GHCND:USC00481840,CODY WY US,20080731,-9999,-9999,0,0,0,311,150,300
GHCND:USC00481840,CODY WY US,20080801,-9999,-9999,0,0,0,361,178,356
GHCND:USC00481840,CODY WY US,20080802,-9999,-9999,0,0,0,356,189,289
GHCND:USC00481840,CODY WY US,20080803,-9999,-9999,0,0,0,289,133,261
GHCND:USC00481840,CODY WY US,20080804,-9999,-9999,0,0,0,272,144,239
GHCND:USC00481840,CODY WY US,20080805,-9999,-9999,0,0,0,289,133,289
GHCND:USC00481840,CODY WY US,20080806,-9999,-9999,0,0,0,306,156,283
GHCND:USC00481840,CODY WY US,20080807,-9999,-9999,0,0,0,333,172,322
GHCND:USC00481840,CODY WY US,20080808,-9999,-9999,0,0,0,328,178,311
GHCND:USC00481840,CODY WY US,20080809,-9999,-9999,99,0,0,322,150,311
GHCND:USC00481840,CODY WY US,20080810,-9999,-9999,0,0,0,311,161,272
GHCND:USC00481840,CODY WY US,20080811,-9999,-9999,0,0,0,278,133,272
GHCND:USC00481840,CODY WY US,20080812,-9999,-9999,0,0,0,289,122,283
GHCND:USC00481840,CODY WY US,20080813,-9999,-9999,0,0,0,283,150,250
GHCND:USC00481840,CODY WY US,20080814,-9999,-9999,0,0,0,250,128,228
GHCND:USC00481840,CODY WY US,20080815,-9999,-9999,104,0,0,228,122,200
GHCND:USC00481840,CODY WY US,20080816,-9999,-9999,0,0,0,272,83,267
GHCND:USC00481840,CODY WY US,20080817,-9999,-9999,0,0,0,294,111,294
GHCND:USC00481840,CODY WY US,20080818,-9999,-9999,0,0,0,317,144,300
GHCND:USC00481840,CODY WY US,20080819,-9999,-9999,0,0,0,344,144,311
GHCND:USC00481840,CODY WY US,20080820,-9999,-9999,0,0,0,311,172,300
GHCND:USC00481840,CODY WY US,20080821,-9999,-9999,0,0,0,306,167,294
GHCND:USC00481840,CODY WY US,20080822,-9999,-9999,0,0,0,294,83,222
GHCND:USC00481840,CODY WY US,20080823,-9999,-9999,0,0,0,278,89,272
GHCND:USC00481840,CODY WY US,20080824,-9999,-9999,0,0,0,333,139,300
GHCND:USC00481840,CODY WY US,20080825,-9999,-9999,0,0,0,356,167,322
GHCND:USC00481840,CODY WY US,20080826,-9999,-9999,0,0,0,322,167,233
GHCND:USC00481840,CODY WY US,20080827,-9999,-9999,0,0,0,233,83,222
GHCND:USC00481840,CODY WY US,20080828,-9999,-9999,0,0,0,250,67,244
GHCND:USC00481840,CODY WY US,20080829,-9999,-9999,0,0,0,300,122,294
GHCND:USC00481840,CODY WY US,20080830,-9999,-9999,0,0,0,328,167,311
GHCND:USC00481840,CODY WY US,20080831,-9999,-9999,20,0,0,311,167,272
GHCND:USC00481840,CODY WY US,20080901,-9999,-9999,307,0,0,272,94,94
GHCND:USC00481840,CODY WY US,20080902,-9999,-9999,86,0,0,178,56,167
GHCND:USC00481840,CODY WY US,20080903,-9999,-9999,13,0,0,167,83,139
GHCND:USC00481840,CODY WY US,20080904,-9999,-9999,5,0,0,156,78,100
GHCND:USC00481840,CODY WY US,20080905,-9999,-9999,10,0,0,156,39,144
GHCND:USC00481840,CODY WY US,20080906,-9999,-9999,15,0,0,150,78,117
GHCND:USC00481840,CODY WY US,20080907,-9999,-9999,66,0,0,117,83,94
GHCND:USC00481840,CODY WY US,20080908,-9999,-9999,0,0,0,183,28,183
GHCND:USC00481840,CODY WY US,20080909,-9999,-9999,0,0,0,267,56,250
GHCND:USC00481840,CODY WY US,20080910,-9999,-9999,18,0,0,250,83,83
GHCND:USC00481840,CODY WY US,20080911,-9999,-9999,30,0,0,167,67,156
GHCND:USC00481840,CODY WY US,20080912,-9999,-9999,0,0,0,206,33,200
GHCND:USC00481840,CODY WY US,20080913,-9999,-9999,0,0,0,200,78,89
GHCND:USC00481840,CODY WY US,20080914,-9999,-9999,0,0,0,194,22,189
GHCND:USC00481840,CODY WY US,20080915,-9999,-9999,0,0,0,256,56,250
GHCND:USC00481840,CODY WY US,20080916,-9999,-9999,0,0,0,283,89,278
GHCND:USC00481840,CODY WY US,20080917,-9999,-9999,0,0,0,278,111,272
GHCND:USC00481840,CODY WY US,20080918,-9999,-9999,0,0,0,272,111,228
GHCND:USC00481840,CODY WY US,20080919,-9999,-9999,0,0,0,272,100,256
GHCND:USC00481840,CODY WY US,20080920,-9999,-9999,0,0,0,256,89,206
GHCND:USC00481840,CODY WY US,20080921,-9999,-9999,0,0,0,206,122,189
GHCND:USC00481840,CODY WY US,20080922,-9999,-9999,0,0,0,194,89,161
GHCND:USC00481840,CODY WY US,20080923,-9999,-9999,0,0,0,189,44,178
GHCND:USC00481840,CODY WY US,20080924,-9999,-9999,0,0,0,228,67,222
GHCND:USC00481840,CODY WY US,20080925,-9999,-9999,0,0,0,278,106,267
GHCND:USC00481840,CODY WY US,20080926,-9999,-9999,0,0,0,267,83,217
GHCND:USC00481840,CODY WY US,20080927,-9999,-9999,0,0,0,267,67,228
GHCND:USC00481840,CODY WY US,20080928,-9999,-9999,0,0,0,239,100,189
GHCND:USC00481840,CODY WY US,20080929,-9999,-9999,0,0,0,228,44,222
GHCND:USC00481840,CODY WY US,20080930,-9999,-9999,0,0,0,256,72,244
GHCND:USC00481840,CODY WY US,20081001,-9999,-9999,0,0,0,261,89,250
GHCND:USC00481840,CODY WY US,20081002,-9999,-9999,0,0,0,261,139,239
GHCND:USC00481840,CODY WY US,20081003,-9999,-9999,0,0,0,244,117,228
GHCND:USC00481840,CODY WY US,20081004,-9999,-9999,0,0,0,228,100,183
GHCND:USC00481840,CODY WY US,20081005,-9999,-9999,13,0,0,183,94,156
GHCND:USC00481840,CODY WY US,20081006,-9999,-9999,0,0,0,156,56,117
GHCND:USC00481840,CODY WY US,20081007,-9999,-9999,0,0,0,206,56,194
