STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070226,-9999,-9999,-9999,-11,-56
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070227,-9999,-9999,-9999,11,-39
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070228,-9999,-9999,-9999,50,-56
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070301,-9999,-9999,-9999,-28,-178
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070302,-9999,-9999,-9999,-39,-139
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070303,-9999,-9999,-9999,-61,-178
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070304,0,-9999,0,-9999,-9999
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070305,0,-9999,0,22,-122
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070306,0,-9999,0,72,-72
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070307,0,-9999,-9999,78,-28
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070308,-9999,-9999,-9999,122,-28
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070309,-9999,-9999,-9999,78,-17
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070310,0,-9999,0,111,0
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070311,-9999,-9999,-9999,78,0
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070312,0,-9999,-9999,-9999,-28
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070313,0,-9999,0,150,-22
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070314,0,-9999,0,172,-22
GHCND:USW00023063,EAGLE CO AIRPORT CO US,20070315,-9999,-9999,-9999,172,39
