STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,PGTM
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070101,30,-9999,-9999,189,83,36,310,300,72,89,547
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070102,0,-9999,-9999,133,17,29,60,60,67,76,1023
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070103,0,-9999,-9999,167,50,26,40,60,45,58,1129
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070104,0,-9999,-9999,206,117,19,120,130,40,45,1628
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070105,409,-9999,-9999,228,161,37,270,270,94,112,1406
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070106,0,-9999,-9999,211,128,9,210,210,45,58,2357
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070107,58,-9999,-9999,267,172,38,190,190,81,103,1702
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070108,114,-9999,-9999,211,44,41,300,300,98,134,355
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070109,0,-9999,-9999,172,6,32,300,300,103,125,1435
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070110,0,-9999,-9999,133,22,25,10,350,63,76,916
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070111,0,-9999,-9999,194,6,28,100,100,72,89,1121
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070112,0,-9999,-9999,244,106,24,170,170,67,81,1345
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070113,0,-9999,-9999,250,94,12,190,180,58,72,1616
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070114,0,-9999,-9999,261,111,16,150,150,63,72,1343
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070115,0,-9999,-9999,256,172,37,170,180,72,98,1230
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070116,20,-9999,-9999,194,67,41,320,330,89,107,1919
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070117,0,-9999,-9999,117,50,53,50,70,81,98,2244
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070118,0,-9999,-9999,72,44,25,60,60,72,81,111
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070119,5,-9999,-9999,144,67,24,320,330,54,63,1508
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070120,0,-9999,-9999,150,56,27,40,20,54,72,1018
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070121,196,-9999,-9999,206,67,33,190,200,76,94,1517
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070122,79,-9999,-9999,194,94,28,340,320,81,98,620
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070123,0,-9999,-9999,106,67,21,360,300,45,63,11
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070124,0,-9999,-9999,106,67,20,300,290,45,58,427
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070125,0,-9999,-9999,156,56,38,310,330,81,98,1647
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070126,0,-9999,-9999,150,-5,16,20,10,58,76,910
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070127,114,-9999,-9999,150,-21,13,10,10,54,72,2336
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070128,112,-9999,-9999,150,22,48,290,270,103,139,1632
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070129,0,-9999,-9999,89,-43,17,310,300,72,94,16
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070130,0,-9999,-9999,128,-5,17,260,260,63,72,1615
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070131,0,-9999,-9999,122,-10,24,30,90,54,63,1400
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070201,457,-9999,-9999,178,61,35,290,280,116,148,1245
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070202,0,-9999,-9999,122,61,32,310,300,81,94,1852
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070203,0,-9999,-9999,72,6,23,330,320,58,72,418
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070204,0,-9999,-9999,133,-5,11,270,270,54,63,1537
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070205,0,-9999,-9999,122,11,20,330,290,58,67,1522
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070206,0,-9999,-9999,144,-27,15,290,290,54,58,1557
GHCND:USW00013869,ALBANY SW GEORGIA REGIONAL AIRPORT GA US,20070207,0,-9999,-9999,211,22,30,250,260,76,94,1423
