Origin,Dest,IsDelayed
DEN,MDW,1123
DEN,MEM,697
DEN,MFR,130
DEN,MIA,416
DEN,MKE,537
DEN,MLI,251
DEN,MRY,100
DEN,MSN,361
DEN,MSO,377
DEN,MSP,1817
DEN,MSY,330
DEN,MTJ,474
DEN,OAK,701
DEN,OGG,45
DEN,OKC,669
DEN,OMA,990
DEN,ONT,518
DEN,ORD,2454
DEN,PBI,19
DEN,PDX,1464
DEN,PHL,1074
DEN,PHX,2975
DEN,PIA,18
DEN,PIH,0
DEN,PIT,364
DEN,PSC,303
DEN,PSP,379
DEN,RAP,665
DEN,RDM,13
DEN,RDU,81
DEN,RFD,208
DEN,RNO,573
DEN,RSW,141
DEN,SAN,1473
DEN,SAT,667
DEN,SBA,195
DEN,SDF,28
DEN,SEA,2327
DEN,SFO,2163
DEN,SGF,397
DEN,SJC,1102
DEN,SLC,2885
DEN,SMF,1067
DEN,SNA,992
DEN,STL,673
DEN,TPA,693
DEN,TUL,524
DEN,TUS,588
DEN,TWF,0
DEN,TYS,106
DEN,XNA,228
DFW,ABI,1037
DFW,ABQ,941
DFW,ACT,694
DFW,AEX,370
DFW,AMA,946
DFW,ANC,95
DFW,ATL,2833
DFW,AUS,1838
DFW,BDL,410
DFW,BHM,426
DFW,BNA,948
DFW,BOS,1147
DFW,BTR,1122
DFW,BUR,515
DFW,BWI,931
DFW,CAE,405
DFW,CHA,116
DFW,CHS,354
DFW,CID,609
DFW,CLE,929
DFW,CLL,523
DFW,CLT,1235
DFW,CMH,602
DFW,CMI,139
DFW,COS,679
DFW,CRP,795
DFW,CVG,1095
DFW,DAY,398
DFW,DCA,1383
DFW,DEN,2825
DFW,DSM,749
DFW,DTW,1121
DFW,EGE,188
DFW,ELP,881
DFW,EVV,100
DFW,EWR,1735
DFW,FAT,223
DFW,FLL,901
DFW,FNT,49
DFW,FSM,677
DFW,FWA,282
DFW,GGG,383
DFW,GPT,367
DFW,GRK,1135
DFW,GRR,360
DFW,GSO,373
DFW,GSP,466
DFW,GUC,47
DFW,HDN,52
DFW,HNL,158
DFW,HOU,809
DFW,HSV,636
DFW,IAD,625
DFW,IAH,1565
DFW,ICT,613
DFW,IND,738
DFW,JAC,91
DFW,JAN,973
DFW,JAX,426
DFW,JFK,400
DFW,LAS,1961
DFW,LAW,711
DFW,LAX,2563
DFW,LBB,1284
DFW,LEX,381
DFW,LFT,492
DFW,LGA,2402
DFW,LIT,1540
DFW,LRD,562
DFW,MAF,693
DFW,MCI,1003
DFW,MCO,1576
DFW,MDT,211
DFW,MDW,2
DFW,MEM,681
DFW,MFE,439
DFW,MIA,1314
DFW,MKE,316
DFW,MLI,165
DFW,MLU,336
DFW,MOB,480
DFW,MSN,340
DFW,MSP,1220
DFW,MSY,849
DFW,MTJ,85
DFW,OAK,479
DFW,OGG,62
DFW,OKC,973
DFW,OMA,583
DFW,ONT,599
DFW,ORD,3392
DFW,ORF,345
DFW,PBI,304
DFW,PDX,518
DFW,PHL,1457
DFW,PHX,1983
DFW,PIA,198
DFW,PIT,1041
DFW,PNS,737
DFW,PSP,309
DFW,RDU,832
DFW,RIC,393
DFW,RNO,337
DFW,ROC,201
DFW,ROW,82
DFW,RSW,311
DFW,SAN,1277
DFW,SAT,1599
DFW,SAV,286
DFW,SBA,167
DFW,SDF,540
DFW,SEA,1446
DFW,SFO,1622
DFW,SGF,1181
DFW,SHV,1271
DFW,SJC,709
DFW,SJT,546
DFW,SJU,458
DFW,SLC,1034
DFW,SMF,669
DFW,SNA,1170
DFW,SPS,679
DFW,STL,1222
DFW,SYR,152
DFW,TPA,987
DFW,TUL,1358
DFW,TUS,958
DFW,TXK,367
DFW,TYR,541
DFW,TYS,588
DFW,VPS,731
DFW,XNA,974
DHN,ATL,485
DLG,ANC,84
DLH,DTW,121
DLH,MSP,419
DRO,DEN,582
DRO,GJT,0
DRO,PHX,147
DRO,SLC,84
DSM,ATL,467
DSM,CVG,211
DSM,DCA,56
DSM,DEN,483
DSM,DFW,627
DSM,DTW,310
DSM,IAH,147
DSM,LGA,160
DSM,MEM,245
DSM,MSP,375
DSM,OMA,0
DSM,ORD,1574
DSM,PHX,122
DSM,PIH,0
DSM,SLC,76
DSM,TWF,0
DTW,ABE,262
DTW,ALB,413
DTW,ANC,45
DTW,ATL,2026
DTW,ATW,246
DTW,AUS,106
DTW,AVL,175
DTW,AVP,140
DTW,AZO,406
DTW,BDL,617
DTW,BGM,180
DTW,BGR,226
DTW,BHM,296
DTW,BNA,984
DTW,BOS,1064
DTW,BTV,216
DTW,BUF,672
DTW,BWI,1063
DTW,BZN,10
DTW,CAE,200
DTW,CAK,225
DTW,CHS,162
DTW,CID,254
DTW,CLE,431
DTW,CLT,1201
DTW,CMH,671
DTW,CVG,1003
DTW,CWA,125
DTW,DAY,234
DTW,DCA,980
DTW,DEN,1182
DTW,DFW,1226
DTW,DLH,139
DTW,DSM,327
DTW,ELM,332
DTW,ERI,230
DTW,EVV,285
DTW,EWR,2113
DTW,FLL,672
DTW,FNT,628
DTW,FWA,313
DTW,GRB,569
DTW,GRR,1067
DTW,GSO,275
DTW,GSP,334
DTW,HPN,235
DTW,HSV,174
DTW,IAD,917
DTW,IAH,882
DTW,IND,1116
DTW,JAN,185
DTW,JAX,357
DTW,JFK,856
DTW,LAN,572
DTW,LAS,819
DTW,LAX,831
DTW,LEX,420
DTW,LGA,2490
DTW,LIT,115
DTW,LNK,93
DTW,MBS,652
DTW,MCI,689
DTW,MCO,1251
DTW,MDT,327
DTW,MDW,1274
DTW,MEM,985
DTW,MHT,438
DTW,MIA,442
DTW,MKE,668
DTW,MLI,264
DTW,MSN,617
DTW,MSP,2490
DTW,MSY,223
DTW,MYR,129
DTW,OKC,221
DTW,OMA,410
DTW,ORD,2872
DTW,ORF,586
DTW,PBI,191
DTW,PDX,112
DTW,PHL,1118
DTW,PHX,1172
DTW,PIA,39
DTW,PIT,638
DTW,PLN,106
DTW,PVD,466
DTW,PWM,272
DTW,RDU,545
DTW,RIC,272
DTW,ROA,183
DTW,ROC,457
DTW,RST,66
DTW,RSW,571
DTW,SAN,245
DTW,SAT,323
DTW,SAV,145
DTW,SBN,411
DTW,SCE,63
DTW,SDF,485
DTW,SEA,599
DTW,SFO,593
DTW,SGF,87
DTW,SHV,102
DTW,SJU,54
DTW,SLC,78
DTW,SRQ,121
DTW,STL,832
DTW,STT,8
DTW,SWF,200
DTW,SYR,520
DTW,TPA,757
DTW,TUL,215
DTW,TVC,463
DTW,TYS,479
DTW,XNA,97
EAU,MSP,10
EGE,ATL,31
EGE,CLT,8
EGE,CVG,5
EGE,DEN,405
EGE,DFW,133
EGE,EWR,100
EGE,IAH,30
EGE,LAX,36
EGE,LGA,14
EGE,MIA,15
EGE,MSP,39
EGE,ORD,80
EGE,PHL,5
EKO,OGD,0
EKO,PIH,0
EKO,SLC,216
ELM,DTW,269
ELP,ABQ,178
ELP,ATL,113
ELP,AUS,343
ELP,COS,0
ELP,DAL,523
ELP,DEN,241
ELP,DFW,599
ELP,GJT,0
ELP,HOU,249
ELP,IAH,273
ELP,LAS,234
ELP,LAX,235
ELP,LBB,148
ELP,MAF,140
ELP,MFE,1
ELP,ONT,31
ELP,ORD,258
ELP,PHX,935
ELP,SAN,82
ELP,SAT,384
ELP,SLC,42
ELP,TUS,19
ERI,ATL,151
ERI,CLE,0
ERI,DTW,173
EUG,DEN,186
EUG,LAS,66
EUG,LAX,72
EUG,PDX,159
EUG,PHX,45
EUG,SFO,705
EUG,SJC,0
EUG,SLC,155
EVV,ATL,398
EVV,DFW,108
EVV,DTW,216
EVV,MEM,114
EVV,ORD,612
EWN,ATL,224
EWR,ABQ,218
EWR,ACK,55
EWR,ALB,597
EWR,ATL,2605
EWR,AUS,440
EWR,AVL,130
EWR,BDL,500
EWR,BGR,98
EWR,BHM,279
EWR,BNA,702
EWR,BOS,1450
EWR,BQN,242
EWR,BTV,571
EWR,BUF,709
EWR,BWI,567
EWR,CAE,250
EWR,CHS,517
EWR,CLE,794
EWR,CLT,2091
EWR,CMH,701
EWR,CVG,1077
EWR,DAB,93
EWR,DAY,383
EWR,DCA,807
EWR,DEN,889
EWR,DFW,1425
EWR,DTW,1583
EWR,EGE,91
EWR,FLL,1637
EWR,GRB,0
EWR,GRR,181
EWR,GSO,642
EWR,GSP,354
EWR,HDN,9
EWR,HNL,179
EWR,IAD,911
EWR,IAH,1645
EWR,IND,635
EWR,JAN,65
EWR,JAX,598
EWR,JFK,1
EWR,LAN,0
EWR,LAS,1033
EWR,LAX,1407
EWR,LEX,174
EWR,LIT,215
EWR,MCI,611
EWR,MCO,1852
EWR,MDW,242
EWR,MEM,478
EWR,MHT,497
EWR,MIA,1126
EWR,MKE,770
EWR,MSN,122
EWR,MSP,1181
EWR,MSY,350
EWR,MTJ,18
EWR,MYR,87
EWR,OKC,155
EWR,OMA,391
EWR,ORD,3236
EWR,ORF,728
EWR,PBI,916
EWR,PDX,322
EWR,PHX,928
EWR,PIT,937
EWR,PSE,96
EWR,PVD,641
EWR,PWM,523
EWR,RDU,1523
EWR,RIC,832
EWR,ROC,719
EWR,RSW,535
EWR,SAN,395
EWR,SAT,351
EWR,SAV,395
EWR,SDF,408
EWR,SEA,782
EWR,SFO,1120
EWR,SJC,134
EWR,SJU,641
EWR,SLC,393
EWR,SNA,294
EWR,SRQ,144
EWR,STL,647
EWR,STT,55
EWR,SYR,595
EWR,TPA,984
EWR,TUL,216
EWR,TUS,164
EWR,TYS,234
EWR,XNA,195
EYW,ATL,459
FAI,ANC,739
FAI,BRW,107
FAI,MSP,43
FAI,SCC,43
FAI,SEA,265
FAI,SLC,29
FAR,CID,0
FAR,COS,0
FAR,DEN,363
FAR,MSN,0
FAR,MSP,537
FAR,ORD,379
FAR,SLC,109
FAT,BOI,1
FAT,DEN,308
FAT,DFW,163
FAT,LAS,491
FAT,LAX,813
FAT,LGB,12
FAT,MRY,0
FAT,MTJ,0
FAT,ONT,30
FAT,PHX,268
FAT,SAN,78
FAT,SFO,770
FAT,SLC,347
FAT,SMF,0
FAT,TWF,0
FAY,ATL,803
FCA,ATL,6
FCA,DEN,77
FCA,GTF,35
FCA,MSP,153
FCA,ORD,11
FCA,PIH,0
FCA,SLC,369
FCA,TWF,0
FLG,PHX,331
FLL,ATL,1759
FLL,BDL,223
FLL,BNA,128
FLL,BOS,839
FLL,BUF,17
FLL,BWI,677
FLL,CAK,55
FLL,CLE,80
FLL,CLT,867
FLL,CMH,4
FLL,CVG,189
FLL,DCA,405
FLL,DEN,324
FLL,DFW,751
FLL,DTW,447
FLL,EWR,1948
FLL,GPT,98
FLL,HOU,123
FLL,HPN,323
FLL,IAD,358
FLL,IAH,349
FLL,IND,151
FLL,ISP,190
FLL,JAX,482
FLL,JFK,2066
FLL,LAS,281
FLL,LAX,260
FLL,LGA,1431
FLL,LGB,55
FLL,MCO,470
FLL,MDW,424
FLL,MEM,122
FLL,MIA,0
FLL,MSP,196
FLL,MSY,13
FLL,OAK,61
FLL,ORD,653
FLL,PHF,68
FLL,PHL,1323
FLL,PHX,362
FLL,PIT,247
FLL,PSE,13
FLL,PVD,59
FLL,RIC,22
FLL,ROC,17
FLL,RSW,0
FLL,SJU,236
FLL,SLC,54
FLL,STL,135
FLL,SWF,248
FLL,SYR,16
FLL,TPA,586
FLO,ATL,194
FNT,ATL,983
FNT,DFW,31
FNT,DTW,277
FNT,LAS,16
FNT,LGA,32
FNT,MCO,46
FNT,MSP,62
FNT,ORD,447
FNT,RSW,91
FNT,TPA,92
FSD,ATL,121
FSD,COS,0
FSD,CVG,75
FSD,CYS,0
FSD,DEN,524
FSD,MSN,0
FSD,MSP,411
FSD,ORD,610
FSD,PIH,0
FSD,RFD,0
FSD,SBN,0
FSD,SLC,77
FSM,ATL,137
FSM,DFW,479
FSM,MEM,72
FWA,ATL,292
FWA,CVG,1
FWA,DFW,187
FWA,DTW,341
FWA,ORD,930
GEG,BOI,165
GEG,DEN,295
GEG,GJT,0
GEG,LAS,122
GEG,LAX,92
GEG,MSP,208
GEG,OAK,84
GEG,ONT,73
GEG,ORD,66
GEG,PDX,265
GEG,PHX,135
GEG,PVU,0
GEG,RNO,5
GEG,SAN,92
GEG,SEA,1213
GEG,SLC,556
GEG,SMF,90
GEG,TUS,6
GEG,TWF,0
GFK,MSP,224
GGG,DFW,228
GJT,DEN,653
GJT,PHX,234
GJT,SLC,218
GJT,TWF,0
GLH,MEM,0
GNV,ATL,699
GPT,ATL,754
GPT,DFW,344
GPT,FLL,85
GPT,IAH,497
GPT,MEM,200
GPT,MSY,1
GPT,ORD,13
GPT,TPA,70
GRB,ATL,79
GRB,CVG,148
GRB,DTW,307
GRB,MQT,141
GRB,MSP,323
GRB,ORD,1204
GRK,ATL,239
GRK,DFW,758
GRK,IAH,197
GRR,ATL,544
GRR,CLE,218
GRR,CVG,158
GRR,DCA,79
GRR,DEN,76
GRR,DFW,232
GRR,DTW,666
GRR,EWR,252
GRR,IAH,241
GRR,LGA,197
GRR,MCO,47
GRR,MEM,101
GRR,MKE,1
GRR,MSP,466
GRR,ORD,1152
GRR,TPA,2
GSO,ATL,878
GSO,BNA,1
GSO,BOS,142
GSO,BTR,1
GSO,CLT,205
GSO,CMH,1
GSO,CVG,307
GSO,DCA,1
GSO,DFW,313
GSO,DTW,301
GSO,EWR,608
GSO,IAD,103
GSO,IAH,219
GSO,JAX,1
GSO,LGA,261
GSO,MCO,110
GSO,MEM,260
GSO,MIA,34
GSO,MSP,115
GSO,MSY,2
GSO,ORD,496
GSO,RDU,6
GSO,TPA,0
GSP,ATL,519
GSP,CLE,99
GSP,CVG,131
GSP,DFW,396
GSP,DTW,274
GSP,EWR,211
GSP,IAD,371
GSP,IAH,186
GSP,LGA,201
GSP,MCN,0
GSP,MCO,59
GSP,MEM,256
GSP,ORD,626
GSP,RSW,1
GST,JNU,45
GTF,DEN,161
GTF,FCA,57
GTF,MSP,152
GTF,PIH,0
GTF,SLC,180
GTR,ATL,336
GUC,DEN,262
GUC,DFW,41
HDN,ATL,55
HDN,DEN,301
HDN,DFW,57
HDN,EWR,8
HDN,IAH,51
HDN,JFK,0
HDN,LGA,7
HDN,MSP,40
HDN,ORD,80
HDN,PIH,0
HDN,SLC,172
HHH,ATL,380
HLN,MSP,108
HLN,PIH,0
HLN,SLC,277
HLN,TWF,0
HNL,ANC,22
HNL,ATL,75
HNL,CVG,10
HNL,DEN,65
HNL,DFW,149
HNL,EWR,89
HNL,IAH,150
HNL,ITO,739
HNL,KOA,992
HNL,LAS,189
HNL,LAX,1269
HNL,LIH,1077
HNL,MSP,128
HNL,OAK,68
HNL,OGG,1269
HNL,ORD,134
HNL,PDX,182
HNL,PHX,260
HNL,SAN,122
HNL,SEA,334
HNL,SFO,567
HNL,SJC,88
HNL,SLC,57
HNL,SMF,141
HNL,SNA,86
HOU,ABQ,269
HOU,ATL,1038
HOU,AUS,735
HOU,BHM,218
HOU,BNA,584
HOU,BWI,420
HOU,CRP,619
HOU,DAL,2943
HOU,DEN,239
HOU,DFW,668
HOU,ELP,289
HOU,FLL,205
HOU,HRL,1069
HOU,JAN,535
HOU,JAX,145
HOU,JFK,364
HOU,LAS,380
HOU,LAX,367
HOU,LIT,107
HOU,MAF,247
HOU,MCO,490
HOU,MDW,710
HOU,MSY,1140
HOU,OAK,118
HOU,OKC,543
HOU,PHL,256
HOU,PHX,545
HOU,SAN,36
HOU,SAT,829
HOU,STL,480
HOU,TPA,394
HOU,TUL,465
HPN,ATL,995
HPN,CLE,78
HPN,CVG,327
HPN,DTW,255
HPN,FLL,336
HPN,JFK,2
HPN,MCO,367
HPN,MSP,139
HPN,ORD,1320
HPN,PBI,363
HPN,RSW,41
HPN,TPA,48
HRL,AUS,101
HRL,HOU,853
HRL,IAH,198
HRL,SAT,162
HSV,ATL,543
HSV,CVG,150
HSV,DCA,137
HSV,DEN,118
HSV,DFW,427
HSV,DTW,201
HSV,IAD,182
HSV,IAH,234
HSV,LGA,41
HSV,MEM,223
HSV,ORD,287
HSV,TUL,0
HTS,ATL,23
HTS,CVG,32
IAD,ABQ,142
IAD,ATL,1382
IAD,AUS,200
IAD,BDL,339
IAD,BHM,206
IAD,BNA,328
IAD,BOS,1541
IAD,BUF,223
IAD,BWI,1
IAD,CAE,603
IAD,CHS,524
IAD,CLE,581
IAD,CLT,917
IAD,CVG,268
IAD,DAB,87
IAD,DEN,985
IAD,DFW,528
IAD,DTW,819
IAD,EWR,1019
IAD,FLL,415
IAD,GSO,65
IAD,GSP,432
IAD,HSV,215
IAD,IAH,429
IAD,JAX,265
IAD,JFK,1297
IAD,LAS,567
IAD,LAX,1337
IAD,LFT,1
IAD,LGA,895
IAD,LGB,322
IAD,MCI,152
IAD,MCO,1148
IAD,MDT,253
IAD,MDW,601
IAD,MHT,327
IAD,MIA,236
IAD,MSP,367
IAD,MSY,133
IAD,MYR,300
IAD,OAK,285
IAD,OKC,37
IAD,ONT,0
IAD,ORD,1045
IAD,ORF,234
IAD,PBI,101
IAD,PDX,169
IAD,PHL,189
IAD,PHX,336
IAD,PIT,531
IAD,PVD,83
IAD,PWM,186
IAD,RDU,685
IAD,ROA,144
IAD,ROC,138
IAD,SAN,476
IAD,SAT,106
IAD,SAV,463
IAD,SEA,412
IAD,SFO,1072
IAD,SJC,121
IAD,SJU,303
IAD,SLC,106
IAD,SMF,121
IAD,SPI,124
IAD,STT,41
IAD,SYR,79
IAD,TPA,574
IAD,TUS,71
IAH,ABQ,523
IAH,AEX,167
IAH,AGS,0
IAH,AMA,238
IAH,ANC,89
IAH,ATL,1415
IAH,AUS,916
IAH,AVL,98
IAH,BDL,40
IAH,BFL,100
IAH,BHM,595
IAH,BNA,776
IAH,BOS,646
IAH,BPT,91
IAH,BRO,372
IAH,BTR,662
IAH,BWI,417
IAH,CAE,55
IAH,CHA,146
IAH,CHS,80
IAH,CLE,603
IAH,CLL,50
IAH,CLT,993
IAH,CMH,249
IAH,COS,386
IAH,CRP,368
IAH,CRW,122
IAH,CVG,815
IAH,DAL,1135
IAH,DAY,230
IAH,DCA,710
IAH,DEN,1633
IAH,DFW,1577
IAH,DSM,209
IAH,DTW,819
IAH,EGE,35
IAH,ELP,416
IAH,EWR,1706
IAH,FLL,483
IAH,GPT,513
IAH,GRK,196
IAH,GRR,199
IAH,GSO,239
IAH,GSP,240
IAH,HDN,35
IAH,HNL,180
IAH,HRL,242
IAH,HSV,302
IAH,IAD,398
IAH,ICT,416
IAH,IND,558
IAH,JAN,490
IAH,JAX,498
IAH,JFK,460
IAH,LAS,734
IAH,LAX,1338
IAH,LBB,216
IAH,LCH,305
IAH,LEX,185
IAH,LFT,844
IAH,LGA,1514
IAH,LIT,472
IAH,LRD,190
IAH,MAF,238
IAH,MCI,642
IAH,MCO,668
IAH,MEM,776
IAH,MFE,667
IAH,MGM,118
IAH,MIA,767
IAH,MKE,440
IAH,MLI,0
IAH,MLU,197
IAH,MOB,305
IAH,MSP,897
IAH,MSY,1028
IAH,MTJ,61
IAH,OAK,294
IAH,OKC,667
IAH,OMA,592
IAH,ONT,275
IAH,ORD,1966
IAH,ORF,272
IAH,PBI,311
IAH,PDX,408
IAH,PHL,714
IAH,PHX,1240
IAH,PIA,0
IAH,PIH,0
IAH,PIT,422
IAH,PNS,245
IAH,PSP,87
IAH,RDU,517
IAH,RIC,195
IAH,RNO,152
IAH,RSW,254
IAH,SAN,615
IAH,SAT,1070
IAH,SAV,279
IAH,SDF,136
IAH,SEA,891
IAH,SFO,913
IAH,SHV,366
IAH,SJC,274
IAH,SJU,205
IAH,SLC,839
IAH,SMF,308
IAH,SNA,522
IAH,SRQ,60
IAH,STL,279
IAH,TLH,222
IAH,TPA,501
IAH,TUL,522
IAH,TUS,431
IAH,TYS,296
IAH,VPS,243
IAH,XNA,347
ICT,ATL,1024
ICT,DEN,438
ICT,DFW,536
ICT,IAH,361
ICT,LAX,62
ICT,MEM,224
ICT,MSP,158
ICT,ORD,1048
ICT,PHX,109
ICT,PIA,0
IDA,CYS,0
IDA,DEN,189
IDA,GJT,0
IDA,MSP,104
IDA,OGD,0
IDA,PIH,0
IDA,SLC,340
ILG,ATL,122
ILM,ATL,744
ILM,CLT,370
ILM,CVG,43
ILM,RDU,0
IND,ATL,735
IND,BDL,152
IND,BOS,254
IND,BWI,184
IND,CLE,227
IND,CLT,454
IND,CVG,28
IND,DCA,292
IND,DEN,420
IND,DFW,527
IND,DSM,1
IND,DTW,660
IND,EWR,776
IND,FLL,176
IND,IAH,471
IND,JAX,186
IND,JFK,72
IND,LAS,272
IND,LAX,131
IND,LGA,450
IND,MCI,333
IND,MCO,462
IND,MDW,297
IND,MEM,255
IND,MIA,196
IND,MSP,436
IND,ORD,1405
IND,PBI,13
IND,PHL,287
IND,PHX,335
IND,RDU,148
IND,RSW,264
IND,SEA,20
IND,SFO,56
IND,SRQ,69
IND,TPA,269
INL,MSP,43
IPL,LAX,148
IPL,YUM,142
ISO,ATL,1
ISP,ATL,221
ISP,BWI,633
ISP,FLL,164
ISP,LAS,110
ISP,MCO,384
ISP,MDW,498
ISP,PBI,212
ISP,RSW,30
ISP,TPA,198
ITO,HNL,673
ITO,KOA,4
ITO,OGG,3
IYK,FAT,0
IYK,LAX,111
JAC,ATL,37
JAC,CVG,6
JAC,DEN,371
JAC,DFW,69
JAC,IDA,0
JAC,LAX,2
JAC,MSP,25
JAC,ORD,119
JAC,SLC,376
JAN,ATL,747
JAN,BWI,153
JAN,CVG,64
JAN,DCA,34
JAN,DFW,779
JAN,DTW,151
JAN,EWR,21
JAN,HOU,298
JAN,IAH,426
JAN,MCO,57
JAN,MDW,183
JAN,MEM,228
JAN,ORD,151
JAX,ATL,1186
JAX,AUS,41
JAX,BHM,38
JAX,BNA,339
JAX,BOS,255
JAX,BWI,304
JAX,CLE,17
JAX,CLT,577
JAX,CMH,1
JAX,CVG,272
JAX,DCA,221
JAX,DEN,51
JAX,DFW,365
JAX,DTW,336
JAX,EWR,778
JAX,FLL,473
JAX,HOU,149
JAX,IAD,231
JAX,IAH,457
JAX,IND,23
JAX,JFK,414
JAX,LAX,46
JAX,LGA,681
JAX,MCI,46
JAX,MEM,219
JAX,MIA,71
JAX,MSP,110
JAX,MSY,64
JAX,ORD,563
JAX,ORF,160
JAX,PHL,527
JAX,PIR,1
JAX,PNS,8
JAX,RDU,244
JAX,TPA,217
JFK,ACK,79
JFK,ALB,6
JFK,ATL,876
JFK,AUS,411
JFK,BDL,126
JFK,BGM,15
JFK,BNA,758
JFK,BOS,3244
JFK,BQN,152
JFK,BTV,934
JFK,BUF,1731
JFK,BUR,505
JFK,BWI,367
JFK,CLE,535
JFK,CLT,1065
JFK,CMH,1022
JFK,CVG,665
JFK,DCA,1379
JFK,DEN,311
JFK,DFW,390
JFK,DTW,924
JFK,FLL,2078
JFK,GSO,1
JFK,HDN,1
JFK,HOU,366
JFK,IAD,1356
JFK,IAH,451
JFK,IND,78
JFK,JAX,482
JFK,LAS,1681
JFK,LAX,3122
JFK,LGA,6
JFK,LGB,555
JFK,MCO,2241
JFK,MHT,45
JFK,MIA,1047
JFK,MSP,451
JFK,MSY,267
JFK,OAK,567
JFK,ONT,150
JFK,ORD,1785
JFK,ORF,217
JFK,PBI,1160
JFK,PDX,356
JFK,PHL,77
JFK,PHX,856
JFK,PIT,1043
JFK,PSE,120
JFK,PVD,87
JFK,PWM,791
JFK,RDU,1664
JFK,RIC,751
JFK,ROC,1336
JFK,RSW,665
JFK,SAN,661
JFK,SAV,1
JFK,SDF,0
JFK,SEA,1001
JFK,SFO,2425
JFK,SJC,230
JFK,SJU,1599
JFK,SLC,760
JFK,SMF,169
JFK,SRQ,157
JFK,STL,300
JFK,STT,106
JFK,SWF,0
JFK,SYR,680
JFK,TPA,1294
JFK,TUS,150
JNU,ANC,354
JNU,GST,47
JNU,KTN,52
JNU,PSG,190
JNU,SEA,458
JNU,SIT,352
JNU,YAK,145
KOA,DEN,15
KOA,HNL,1024
KOA,LAX,279
KOA,OAK,57
KOA,OGG,90
KOA,ORD,79
KOA,PHX,64
KOA,SEA,69
KOA,SFO,251
KOA,SLC,3
KOA,SNA,100
KTN,JNU,164
KTN,SEA,333
KTN,SIT,130
KTN,WRG,105
LAN,ATL,63
LAN,CVG,168
LAN,DTW,400
LAN,GRR,1
LAN,MSP,74
LAN,ORD,511
LAS,ABQ,890
LAS,ALB,180
LAS,AMA,214
LAS,ANC,102
LAS,ATL,1169
LAS,AUS,424
LAS,BDL,159
LAS,BFL,52
LAS,BHM,96
LAS,BMI,5
LAS,BNA,418
LAS,BOI,299
LAS,BOS,668
LAS,BUF,177
LAS,BUR,1660
LAS,BWI,671
LAS,CAK,18
LAS,CLE,521
LAS,CLT,717
LAS,CMH,621
LAS,COS,50
LAS,CVG,225
LAS,DAY,11
LAS,DCA,165
LAS,DEN,2626
LAS,DFW,2075
LAS,DTW,868
LAS,ELP,387
LAS,EUG,90
LAS,EWR,892
LAS,FAT,491
LAS,FLL,297
LAS,FNT,5
LAS,GEG,246
LAS,HNL,112
LAS,HOU,480
LAS,IAD,590
LAS,IAH,536
LAS,IND,351
LAS,ISP,284
LAS,JFK,1723
LAS,LAX,4139
LAS,LBB,105
LAS,LGB,183
LAS,LIT,107
LAS,MAF,172
LAS,MCI,708
LAS,MCO,413
LAS,MDW,1194
LAS,MEM,125
LAS,MFR,78
LAS,MHT,147
LAS,MIA,245
LAS,MKE,38
LAS,MLI,6
LAS,MRY,35
LAS,MSP,943
LAS,MSY,203
LAS,OAK,1758
LAS,OGG,34
LAS,OKC,205
LAS,OMA,318
LAS,ONT,1427
LAS,ORD,2348
LAS,ORF,149
LAS,PBI,56
LAS,PDX,1209
LAS,PHL,1126
LAS,PHX,3344
LAS,PIH,0
LAS,PIT,572
LAS,PSP,226
LAS,PVD,139
LAS,RDU,200
LAS,RNO,1605
LAS,ROC,14
LAS,SAN,1873
LAS,SAT,579
LAS,SBA,108
LAS,SBP,36
LAS,SDF,176
LAS,SEA,2016
LAS,SFO,2305
LAS,SJC,1283
LAS,SLC,1820
LAS,SMF,1362
LAS,SNA,1105
LAS,STL,497
LAS,TPA,423
LAS,TUL,149
LAS,TUS,951
LAS,YUM,17
LAW,DFW,475
LAX,ABQ,850
LAX,ANC,119
LAX,ASE,57
LAX,ATL,1949
LAX,AUS,421
LAX,BDL,67
LAX,BFL,207
LAX,BNA,432
LAX,BOI,230
LAX,BOS,1101
LAX,BWI,372
LAX,CDC,0
LAX,CLD,438
LAX,CLE,346
LAX,CLT,470
LAX,CMH,125
LAX,COS,254
LAX,CVG,476
LAX,DCA,109
LAX,DEN,2500
LAX,DFW,2171
LAX,DRO,0
LAX,DTW,451
LAX,EGE,67
LAX,ELP,340
LAX,EUG,48
LAX,EWR,1303
LAX,FAT,947
LAX,FLL,340
LAX,GEG,154
LAX,GJT,0
LAX,HNL,1346
LAX,HOU,468
LAX,IAD,1190
LAX,IAH,887
LAX,ICT,90
LAX,IDA,0
LAX,IND,102
LAX,IPL,171
LAX,IYK,208
LAX,JAC,2
LAX,JAX,85
LAX,JFK,3176
LAX,KOA,247
LAX,LAS,3818
LAX,LIH,234
LAX,MCI,439
LAX,MCO,614
LAX,MDW,647
LAX,MEM,176
LAX,MFE,38
LAX,MIA,954
LAX,MKE,2
LAX,MOD,323
LAX,MRY,671
LAX,MSP,604
LAX,MSY,356
LAX,MTJ,7
LAX,OAK,2622
LAX,OGG,474
LAX,OKC,98
LAX,ONT,268
LAX,ORD,3017
LAX,OXR,254
LAX,PDX,1021
LAX,PHL,993
LAX,PHX,3207
LAX,PIT,91
LAX,PMD,0
LAX,PSP,775
LAX,RDU,87
LAX,RNO,675
LAX,SAN,2395
LAX,SAT,476
